run_idx,algorithm,dataset_size,epsilon,proportions,proportion_key,reset_mode,extra_terminal_steps,seed,status,error,feature_coverage,elapsed_seconds
234,FOGAS,16000,0.1,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.9662977666669583,18.70084811397828
235,FOGAS,20000,0.1,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.047327156891983,22.02385703404434
236,FOGAS,4000,0.3,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.307717061017984,13.117910815170035
237,FOGAS,8000,0.3,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.22530647709657,13.461677318904549
238,FOGAS,12000,0.3,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.384537037843617,15.073406110983342
239,FOGAS,16000,0.3,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.3569358014377686,18.6835570668336
240,FOGAS,20000,0.3,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.359651157317678,21.99803242692724
241,FOGAS,4000,0.5,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.9356363952680047,13.09561260510236
242,FOGAS,8000,0.5,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.104624249303393,13.490506337024271
243,FOGAS,12000,0.5,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.234825301256229,15.088604565011337
244,FOGAS,16000,0.5,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.4456406465954235,18.67927416600287
245,FOGAS,20000,0.5,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.358479031143853,22.026642319979146
246,FOGAS,4000,0.7,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),69886.47937037214,13.217768931994215
247,FOGAS,8000,0.7,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),33.36990008632151,13.508187954081222
248,FOGAS,12000,0.7,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),46.15673009408634,15.191156824119389
249,FOGAS,16000,0.7,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),60.09412649212052,18.55163155007176
250,FOGAS,20000,0.7,40% optimal-eps / 60% random,40_60,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),27.212222777690634,22.015329694841057
251,FOGAS,4000,0.0,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.092338996041775,13.158136316109449
252,FOGAS,8000,0.0,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.943464858548052,13.574309237999842
253,FOGAS,12000,0.0,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.032863580054615,15.237233838066459
254,FOGAS,16000,0.0,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.079682281201471,18.526102781062946
255,FOGAS,20000,0.0,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.119385247885736,22.02430992317386
256,FOGAS,4000,0.1,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.183042981671216,13.117755480110645
257,FOGAS,8000,0.1,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.586243314721895,13.558405718998984
258,FOGAS,12000,0.1,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.742601376728537,15.249888784019276
259,FOGAS,16000,0.1,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),4.7431069410544495,18.521443037083372
260,FOGAS,20000,0.1,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),5.017096558765356,21.9921142491512
261,FOGAS,4000,0.3,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),5.775839948956106,13.090015694964677
262,FOGAS,8000,0.3,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),5.267724760336867,13.51072783395648
263,FOGAS,12000,0.3,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),5.567252853587865,15.168392100837082
264,FOGAS,16000,0.3,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),5.43068909308468,18.554622143972665
265,FOGAS,20000,0.3,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),5.68388268394214,22.002187174977735
266,FOGAS,4000,0.5,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),13.470434839331979,13.117625253973529
267,FOGAS,8000,0.5,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),8.16237711027685,13.67084048409015
268,FOGAS,12000,0.5,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),7.964050356294695,15.078696300042793
269,FOGAS,16000,0.5,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),7.203195451784563,18.505872868932784
270,FOGAS,20000,0.5,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),7.671327303194365,21.978646412026137
271,FOGAS,4000,0.7,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),66589.38218360233,13.232168190879747
272,FOGAS,8000,0.7,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),65390.77835749201,13.692740810103714
273,FOGAS,12000,0.7,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),65391.06541138128,15.114828268997371
274,FOGAS,16000,0.7,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),65391.57711726964,18.515505882911384
275,FOGAS,20000,0.7,20% optimal-eps / 80% random,20_80,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),65391.11349320376,21.977947710081935
276,FOGAS,4000,0.0,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),124274.14623233498,13.084900707937777
277,FOGAS,8000,0.0,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),102278.0180354627,13.555394615978003
278,FOGAS,12000,0.0,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82618.0147804454,15.012869031867012
279,FOGAS,16000,0.0,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82625.0332752906,18.49710645689629
280,FOGAS,20000,0.0,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82630.81851665293,21.98746587592177
281,FOGAS,4000,0.1,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),124274.14623233498,13.308456611121073
282,FOGAS,8000,0.1,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),102278.0180354627,13.545250204158947
283,FOGAS,12000,0.1,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82618.0147804454,15.067763685947284
284,FOGAS,16000,0.1,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82625.0332752906,18.467317250091583
285,FOGAS,20000,0.1,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82630.81851665293,21.957186330109835
286,FOGAS,4000,0.3,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),124274.14623233498,13.258143865969032
287,FOGAS,8000,0.3,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),102278.0180354627,13.412511406000704
288,FOGAS,12000,0.3,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82618.0147804454,15.009536420926452
289,FOGAS,16000,0.3,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82625.0332752906,18.477038691053167
290,FOGAS,20000,0.3,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82630.81851665293,21.975683260010555
291,FOGAS,4000,0.5,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),124274.14623233498,13.180067980894819
292,FOGAS,8000,0.5,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),102278.0180354627,13.528075267095119
293,FOGAS,12000,0.5,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82618.0147804454,15.102076098090038
294,FOGAS,16000,0.5,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82625.0332752906,18.49964071204886
295,FOGAS,20000,0.5,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82630.81851665293,21.978820173069835
296,FOGAS,4000,0.7,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),124274.14623233498,13.229403272969648
297,FOGAS,8000,0.7,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),102278.0180354627,13.418552705086768
298,FOGAS,12000,0.7,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82618.0147804454,15.062099566217512
299,FOGAS,16000,0.7,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82625.0332752906,18.50967443897389
300,FOGAS,20000,0.7,0% optimal-eps / 100% random,0_100,x0,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),82630.81851665293,22.117202239111066
301,FOGAS,4000,0.0,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.6151036254431261,13.156565699027851
302,FOGAS,8000,0.0,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.6325464699341077,13.606418245006353
303,FOGAS,12000,0.0,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.6250545725443397,15.248192330123857
304,FOGAS,16000,0.0,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.616898298234647,18.726560469949618
305,FOGAS,20000,0.0,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.6073183896727608,22.363988906843588
306,FOGAS,4000,0.1,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.6388174671883418,13.143738094950095
307,FOGAS,8000,0.1,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.662283142636344,13.527225103927776
308,FOGAS,12000,0.1,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.6607822373521353,15.183508907910436
309,FOGAS,16000,0.1,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.6664864106671589,18.709119418868795
310,FOGAS,20000,0.1,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.6698438664702726,22.384376137983054
311,FOGAS,4000,0.3,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.910853277981364,13.151241586077958
312,FOGAS,8000,0.3,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.9393937372216594,13.60744372708723
313,FOGAS,12000,0.3,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.9434958876508872,15.189542364096269
314,FOGAS,16000,0.3,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.957550510853469,18.82431435212493
315,FOGAS,20000,0.3,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.9582796313679856,22.190103313187137
316,FOGAS,4000,0.5,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.40398028411002,13.209615788189694
317,FOGAS,8000,0.5,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.3836411355310565,13.535707277944311
318,FOGAS,12000,0.5,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.38105845155746,15.214359054109082
319,FOGAS,16000,0.5,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.4041032681353163,18.7637072710786
320,FOGAS,20000,0.5,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.4123280318108558,22.170647616963834
321,FOGAS,4000,0.7,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),791.9485751651363,13.166057825088501
322,FOGAS,8000,0.7,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),6.439371458618698,13.453664250904694
323,FOGAS,12000,0.7,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),6.647673005145556,15.088353778002784
324,FOGAS,16000,0.7,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),6.704651536301977,18.71678117895499
325,FOGAS,20000,0.7,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),6.088214410748773,22.09578471700661
326,FOGAS,4000,0.0,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.9000533819123753,13.133993139956146
327,FOGAS,8000,0.0,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.9160265592365586,13.541181575972587
328,FOGAS,12000,0.0,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.876555904039241,15.155849575065076
329,FOGAS,16000,0.0,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.892840438428395,18.77855089213699
330,FOGAS,20000,0.0,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.9256009594450652,22.179976674029604
331,FOGAS,4000,0.1,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.7797507119065925,13.245017102919519
332,FOGAS,8000,0.1,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.8701121751413412,13.511324631050229
333,FOGAS,12000,0.1,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.859467732538452,15.30401805602014
334,FOGAS,16000,0.1,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.8774083159766137,18.677513972157612
335,FOGAS,20000,0.1,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),1.871816085349791,22.186371395830065
336,FOGAS,4000,0.3,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.0872451288039917,13.137501041870564
337,FOGAS,8000,0.3,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.16051703638953,13.591067171888426
338,FOGAS,12000,0.3,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.13050101509421,15.35474120778963
339,FOGAS,16000,0.3,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.164218903406189,18.68415648303926
340,FOGAS,20000,0.3,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.202520490818013,22.134510088013485
341,FOGAS,4000,0.5,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.8094978287009846,13.134781281929463
342,FOGAS,8000,0.5,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.8548177360818343,13.457789833890274
343,FOGAS,12000,0.5,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.8186701624595116,15.199853111989796
344,FOGAS,16000,0.5,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.8273024578403185,18.597416749224067
345,FOGAS,20000,0.5,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.812920336255063,22.11006628512405
346,FOGAS,4000,0.7,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),793.8603905358511,13.217083099996671
347,FOGAS,8000,0.7,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),7.356998482309615,13.617181778885424
348,FOGAS,12000,0.7,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),8.396895153161445,15.066228826995939
349,FOGAS,16000,0.7,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),8.37337333411044,18.58641346101649
350,FOGAS,20000,0.7,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),6.743313252106587,22.144436886999756
351,FOGAS,4000,0.0,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.2473633520659115,13.221681328956038
352,FOGAS,8000,0.0,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.3001412741792175,13.771540513029322
353,FOGAS,12000,0.0,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.3055557821974366,15.123226341791451
354,FOGAS,16000,0.0,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.3055831656538603,18.637657619081438
355,FOGAS,20000,0.0,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.287349436180551,22.163385443855077
356,FOGAS,4000,0.1,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.451035880756717,13.13041879888624
357,FOGAS,8000,0.1,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.3261544961759757,13.748236897168681
358,FOGAS,12000,0.1,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.3595352131755565,15.176954929949716
359,FOGAS,16000,0.1,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.3492673617468505,18.601744229206815
360,FOGAS,20000,0.1,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.3652233581271926,22.111765795154497
361,FOGAS,4000,0.3,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.539174079268058,13.190034102881327
362,FOGAS,8000,0.3,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.7169650271112493,13.589809719007462
363,FOGAS,12000,0.3,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.6321381707807308,15.102318348828703
364,FOGAS,16000,0.3,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.667267183124637,18.62663298496045
365,FOGAS,20000,0.3,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),2.652424787765276,22.076826236210763
366,FOGAS,4000,0.5,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.381109151876049,13.23351175407879
367,FOGAS,8000,0.5,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.5822512575662326,13.54311314295046
368,FOGAS,12000,0.5,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.381807893697863,15.140356446849182
369,FOGAS,16000,0.5,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.344548256163974,18.588911736151204
370,FOGAS,20000,0.5,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),3.2554151594685097,22.093128529842943
371,FOGAS,4000,0.7,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),9.098341525255316,13.285623654955998
372,FOGAS,8000,0.7,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),10.378309077901708,13.44823232316412
373,FOGAS,12000,0.7,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),6.899859387254233,15.115290937013924
374,FOGAS,16000,0.7,60% optimal-eps / 40% random,60_40,x0_80_random_20,3,42,failed,RuntimeError('indices should be either on cpu or on the same device as the indexed tensor (cpu)'),7.459789396336167,18.575529111083597
