rho,seed,T,alpha,eta,theta_lambda,theta_lr,theta_inner_steps,beta_update,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,dataset_path,problem,gamma,intended_prob,num_trajectories,max_steps,checkpoint_count,device,status,error,step,checkpoint_idx,solver_avg_reward,solver_success_rate,greedy_avg_reward,greedy_success_rate,total_loss,policy_objective,beta_objective,q_objective,theta_norm,policy_grad_norm,beta_grad_norm,theta_grad_norm,train_elapsed_seconds,elapsed_seconds,run_idx
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,150,1,-2.0406000000000004,0.0,-2.0000000000000004,0.0,-0.1484202869508956,-0.14978482024133194,0.0015796524626967476,-0.14969981774398394,9.519629338511876,0.0003037091798092069,0.040762073370759405,0.0499851440039707,20.21897914999863,20.420747992990073,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,300,2,-2.0248500000000003,0.0,-2.00565,0.0,-0.29696013198088556,-0.2993150396782221,0.0030397468116973303,-0.30027954060585815,17.29783593191276,0.0006429905762216574,0.053425168109956865,0.0499427954653706,20.21897914999863,20.59861947101308,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,450,3,-2.0019000000000005,0.03,-1.7995000000000005,0.0,-0.4450258470568469,-0.45015904706853294,0.004973971034970465,-0.44958263972791923,26.2783246634577,0.00014859880674721079,0.11480239660521115,0.049848445277410815,20.21897914999863,20.735278951004148,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,600,4,-1.8929500000000008,0.11,-0.04509999999999995,0.9,-0.5921151946715403,-0.6033395118534066,0.007884562548686455,-0.5980889364476729,34.439500509401974,0.0010587818114920929,0.08328657827528146,0.04965581294167281,20.21897914999863,20.86908105603652,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,750,5,-1.625550000000001,0.28,-0.04599999999999995,0.9,-0.7366047367867767,-0.760064157339984,0.013394959229802921,-0.743422609951767,40.09836186936737,0.001116185774433144,0.1425435739483496,0.049338218790909924,20.21897914999863,20.999627353041433,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,900,6,-1.4148500000000004,0.34,-0.04554999999999995,0.9,-0.8769263526652283,-0.9162290514651587,0.02307328166765062,-0.8845826823644009,44.67313718642545,0.002522675076252192,0.13903591992512307,0.04891854544755744,20.21897914999863,21.126031405001413,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1050,7,-1.2209000000000003,0.46,-0.0314999999999999,0.91,-1.012519268193467,-1.080102212921768,0.037480303794355456,-1.0206848893371712,48.693445076267594,0.002706848498535919,0.1983150113045937,0.048368238740459986,20.21897914999863,21.25155010999879,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1200,8,-0.9545000000000003,0.6,0.04040000000000009,0.94,-1.1428695150194141,-1.2474406090903887,0.05712999375003559,-1.1513128506949726,52.484633299826676,0.003927304236722207,0.1814471879513348,0.04770224619420061,20.21897914999863,21.36798473802628,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1350,9,-0.6811000000000001,0.69,0.04040000000000009,0.94,-1.267813148258848,-1.43256468279494,0.08218629624383472,-1.2765828182399583,55.97829463101645,0.0035997247492431865,0.23484463227398286,0.04694068036230892,20.21897914999863,21.481146158010233,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1500,10,-0.49090000000000017,0.76,0.04040000000000009,0.94,-1.386657504909456,-1.6289882995816667,0.11334187407379855,-1.3957685822352572,59.6344991389811,0.002785530694765248,0.2317997735222553,0.04606266525480601,20.21897914999863,21.59225394000532,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1650,11,-0.3730000000000001,0.79,0.04040000000000009,0.94,-1.4983627499739438,-1.8411133696222017,0.15163656217609173,-1.5072664143024692,64.30583978461937,0.0027995563580506576,0.2532062674709387,0.04514824833246751,20.21897914999863,21.701813840016257,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1800,12,-0.34600000000000014,0.81,0.04040000000000009,0.94,-1.605947919118207,-2.0731319744531134,0.1940513248548675,-1.6150564847252193,69.23914008594637,0.005811879256514072,0.30109911919178967,0.044195158529577755,20.21897914999863,21.81227644701721,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1950,13,-0.25730000000000014,0.86,0.04040000000000009,0.94,-1.7079651094651371,-2.319562905595907,0.24203406496939397,-1.7171441621030699,73.80463699163253,0.0037108104210048683,0.29115859731727545,0.04318997617856625,20.21897914999863,21.921246231009718,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2100,14,-0.2686000000000001,0.87,0.04040000000000009,0.94,-1.8011389579554593,-2.5816806210323224,0.29886014544617134,-1.810084333268415,79.43892886079658,0.0064410373269701724,0.3153555332019729,0.042136275043490996,20.21897914999863,22.03027688601287,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2250,15,-0.20725000000000013,0.89,0.04040000000000009,0.94,-1.8925233191166695,-2.8601694152209545,0.3574757115681641,-1.9012190276658922,85.52237798159139,0.007569140223483697,0.3519947949227698,0.041036982438192864,20.21897914999863,22.138833607023116,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2400,16,-0.2093000000000001,0.9,0.04040000000000009,0.94,-1.9728865242338476,-3.171213201574121,0.42711243166463375,-1.9819322966711903,90.78203927711446,0.00571674444265507,0.3724546843666402,0.03991671264925936,20.21897914999863,22.251626543991733,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2550,17,-0.1777000000000001,0.9,0.04040000000000009,0.94,-2.0526277701574296,-3.4630903641273885,0.49737110851195526,-2.0614070402639255,97.20481240513348,0.011318056803185109,0.3688669579112066,0.03873378236757344,20.21897914999863,22.36018687504111,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2700,18,-0.1388000000000001,0.9,0.04040000000000009,0.94,-2.12073138251462,-3.817474401196587,0.5792674160471556,-2.1291483258831567,103.22595817092325,0.0055455916546589875,0.39526137506541914,0.037719755919021755,20.21897914999863,22.467155382037163,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2850,19,-0.1915000000000001,0.9,0.04040000000000009,0.94,-2.187975046223418,-4.182926949674936,0.6620236692533364,-2.1961500592908156,108.73634407386328,0.011068211535971479,0.43444090834776683,0.03652450432984355,20.21897914999863,22.574935126991477,32
5.0,44,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,3000,20,-0.17260000000000011,0.91,0.04040000000000009,0.94,-2.2404304844443788,-4.586450500053851,0.7595681453984054,-2.248728765535462,115.37402829690645,0.010231044620635635,0.4649287122116469,0.03544650869638884,20.21897914999863,22.68195319501683,32
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,150,1,-2.0406000000000004,0.0,-2.0000000000000004,0.0,-0.1484202869508956,-0.14978482024133194,0.0015796524626967476,-0.14969981774398394,9.519629338511876,0.0003037091798092069,0.040762073370759405,0.0499851440039707,19.958157618995756,20.150997654011007,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,300,2,-2.0193000000000003,0.0,-2.0056500000000006,0.0,-0.29696013198088556,-0.2993150396782221,0.0030397468116973303,-0.30027954060585815,17.29783593191276,0.0006429905762216574,0.053425168109956865,0.0499427954653706,19.958157618995756,20.329421297996305,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,450,3,-2.0019000000000005,0.03,-1.8025000000000007,0.0,-0.4450258470568469,-0.45015904706853294,0.004973971034970465,-0.44958263972791923,26.2783246634577,0.00014859880674721079,0.11480239660521115,0.049848445277410815,19.958157618995756,20.47104863903951,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,600,4,-1.8874000000000006,0.11,-0.04809999999999996,0.9,-0.5921151946715403,-0.6033395118534066,0.007884562548686455,-0.5980889364476729,34.439500509401974,0.0010587818114920929,0.08328657827528146,0.04965581294167281,19.958157618995756,20.60425724904053,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,750,5,-1.6195500000000007,0.28,-0.04899999999999995,0.9,-0.7366047367867767,-0.760064157339984,0.013394959229802921,-0.743422609951767,40.09836186936737,0.001116185774433144,0.1425435739483496,0.049338218790909924,19.958157618995756,20.735039068036713,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,900,6,-1.4088500000000004,0.34,-0.04854999999999996,0.9,-0.8769263526652283,-0.9162290514651587,0.02307328166765062,-0.8845826823644009,44.67313718642545,0.002522675076252192,0.13903591992512307,0.04891854544755744,19.958157618995756,20.861935544991866,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1050,7,-1.2257000000000005,0.45,-0.03449999999999992,0.91,-1.012519268193467,-1.080102212921768,0.037480303794355456,-1.0206848893371712,48.693445076267594,0.002706848498535919,0.1983150113045937,0.048368238740459986,19.958157618995756,20.982757460034918,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1200,8,-0.9588500000000002,0.59,0.03740000000000009,0.94,-1.1428695150194141,-1.2474406090903887,0.05712999375003559,-1.1513128506949726,52.484633299826676,0.003927304236722207,0.1814471879513348,0.04770224619420061,19.958157618995756,21.10026066604769,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1350,9,-0.6766500000000002,0.68,0.03740000000000009,0.94,-1.267813148258848,-1.43256468279494,0.08218629624383472,-1.2765828182399583,55.97829463101645,0.0035997247492431865,0.23484463227398286,0.04694068036230892,19.958157618995756,21.214562845998444,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1500,10,-0.48645000000000016,0.75,0.03740000000000009,0.94,-1.386657504909456,-1.6289882995816667,0.11334187407379855,-1.3957685822352572,59.6344991389811,0.002785530694765248,0.2317997735222553,0.04606266525480601,19.958157618995756,21.326191022992134,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1650,11,-0.3720000000000001,0.78,0.03740000000000009,0.94,-1.4983627499739438,-1.8411133696222017,0.15163656217609173,-1.5072664143024692,64.30583978461937,0.0027995563580506576,0.2532062674709387,0.04514824833246751,19.958157618995756,21.441711453022435,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1800,12,-0.3415500000000001,0.8,0.03740000000000009,0.94,-1.605947919118207,-2.0731319744531134,0.1940513248548675,-1.6150564847252193,69.23914008594637,0.005811879256514072,0.30109911919178967,0.044195158529577755,19.958157618995756,21.552118460007478,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1950,13,-0.25630000000000014,0.85,0.03740000000000009,0.94,-1.7079651094651371,-2.319562905595907,0.24203406496939397,-1.7171441621030699,73.80463699163253,0.0037108104210048683,0.29115859731727545,0.04318997617856625,19.958157618995756,21.66159419802716,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2100,14,-0.2641500000000001,0.86,0.03740000000000009,0.94,-1.8011389579554593,-2.5816806210323224,0.29886014544617134,-1.810084333268415,79.43892886079658,0.0064410373269701724,0.3153555332019729,0.042136275043490996,19.958157618995756,21.771142237994354,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2250,15,-0.20280000000000012,0.88,0.03740000000000009,0.94,-1.8925233191166695,-2.8601694152209545,0.3574757115681641,-1.9012190276658922,85.52237798159139,0.007569140223483697,0.3519947949227698,0.041036982438192864,19.958157618995756,21.87948102701921,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2400,16,-0.20485000000000014,0.89,0.03740000000000009,0.94,-1.9728865242338476,-3.171213201574121,0.42711243166463375,-1.9819322966711903,90.78203927711446,0.00571674444265507,0.3724546843666402,0.03991671264925936,19.958157618995756,21.988246699038427,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2550,17,-0.17670000000000013,0.89,0.03740000000000009,0.94,-2.0526277701574296,-3.4630903641273885,0.49737110851195526,-2.0614070402639255,97.20481240513348,0.011318056803185109,0.3688669579112066,0.03873378236757344,19.958157618995756,22.09674048004672,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2700,18,-0.13780000000000006,0.89,0.03740000000000009,0.94,-2.12073138251462,-3.817474401196587,0.5792674160471556,-2.1291483258831567,103.22595817092325,0.0055455916546589875,0.39526137506541914,0.037719755919021755,19.958157618995756,22.20370814704802,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2850,19,-0.18705000000000008,0.89,0.03740000000000009,0.94,-2.187975046223418,-4.182926949674936,0.6620236692533364,-2.1961500592908156,108.73634407386328,0.011068211535971479,0.43444090834776683,0.03652450432984355,19.958157618995756,22.31168180302484,33
5.0,45,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,3000,20,-0.17650000000000013,0.9,0.03740000000000009,0.94,-2.2404304844443788,-4.586450500053851,0.7595681453984054,-2.248728765535462,115.37402829690645,0.010231044620635635,0.4649287122116469,0.03544650869638884,19.958157618995756,22.420031292014755,33
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,150,1,-2.0406000000000004,0.0,-2.0000000000000004,0.0,-0.1484202869508956,-0.14978482024133194,0.0015796524626967476,-0.14969981774398394,9.519629338511876,0.0003037091798092069,0.040762073370759405,0.0499851440039707,19.907728890015278,20.104960452998057,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,300,2,-2.0193,0.0,-2.0056500000000006,0.0,-0.29696013198088556,-0.2993150396782221,0.0030397468116973303,-0.30027954060585815,17.29783593191276,0.0006429905762216574,0.053425168109956865,0.0499427954653706,19.907728890015278,20.282256767037325,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,450,3,-2.0023500000000003,0.03,-1.7995000000000005,0.0,-0.4450258470568469,-0.45015904706853294,0.004973971034970465,-0.44958263972791923,26.2783246634577,0.00014859880674721079,0.11480239660521115,0.049848445277410815,19.907728890015278,20.419238520029467,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,600,4,-1.8883000000000008,0.11,-0.04509999999999995,0.9,-0.5921151946715403,-0.6033395118534066,0.007884562548686455,-0.5980889364476729,34.439500509401974,0.0010587818114920929,0.08328657827528146,0.04965581294167281,19.907728890015278,20.553508198994678,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,750,5,-1.6002000000000003,0.29,-0.04599999999999996,0.9,-0.7366047367867767,-0.760064157339984,0.013394959229802921,-0.743422609951767,40.09836186936737,0.001116185774433144,0.1425435739483496,0.049338218790909924,19.907728890015278,20.68745183502324,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,900,6,-1.3895000000000002,0.35,-0.04554999999999996,0.9,-0.8769263526652283,-0.9162290514651587,0.02307328166765062,-0.8845826823644009,44.67313718642545,0.002522675076252192,0.13903591992512307,0.04891854544755744,19.907728890015278,20.813017740030773,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1050,7,-1.2079000000000004,0.46,-0.03149999999999992,0.91,-1.012519268193467,-1.080102212921768,0.037480303794355456,-1.0206848893371712,48.693445076267594,0.002706848498535919,0.1983150113045937,0.048368238740459986,19.907728890015278,20.93330070999218,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1200,8,-0.9419500000000004,0.6,0.04040000000000009,0.94,-1.1428695150194141,-1.2474406090903887,0.05712999375003559,-1.1513128506949726,52.484633299826676,0.003927304236722207,0.1814471879513348,0.04770224619420061,19.907728890015278,21.049767357995734,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1350,9,-0.6707500000000003,0.68,0.04040000000000009,0.94,-1.267813148258848,-1.43256468279494,0.08218629624383472,-1.2765828182399583,55.97829463101645,0.0035997247492431865,0.23484463227398286,0.04694068036230892,19.907728890015278,21.16253889503423,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1500,10,-0.48600000000000015,0.75,0.04040000000000009,0.94,-1.386657504909456,-1.6289882995816667,0.11334187407379855,-1.3957685822352572,59.6344991389811,0.002785530694765248,0.2317997735222553,0.04606266525480601,19.907728890015278,21.27361724700313,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1650,11,-0.3710000000000001,0.78,0.04040000000000009,0.94,-1.4983627499739438,-1.8411133696222017,0.15163656217609173,-1.5072664143024692,64.30583978461937,0.0027995563580506576,0.2532062674709387,0.04514824833246751,19.907728890015278,21.383045395021327,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1800,12,-0.34110000000000007,0.8,0.04040000000000009,0.94,-1.605947919118207,-2.0731319744531134,0.1940513248548675,-1.6150564847252193,69.23914008594637,0.005811879256514072,0.30109911919178967,0.044195158529577755,19.907728890015278,21.493017808010336,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,1950,13,-0.25585000000000013,0.85,0.04040000000000009,0.94,-1.7079651094651371,-2.319562905595907,0.24203406496939397,-1.7171441621030699,73.80463699163253,0.0037108104210048683,0.29115859731727545,0.04318997617856625,19.907728890015278,21.60586507600965,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2100,14,-0.26370000000000016,0.86,0.04040000000000009,0.94,-1.8011389579554593,-2.5816806210323224,0.29886014544617134,-1.810084333268415,79.43892886079658,0.0064410373269701724,0.3153555332019729,0.042136275043490996,19.907728890015278,21.713992853008676,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2250,15,-0.20235000000000014,0.88,0.04040000000000009,0.94,-1.8925233191166695,-2.8601694152209545,0.3574757115681641,-1.9012190276658922,85.52237798159139,0.007569140223483697,0.3519947949227698,0.041036982438192864,19.907728890015278,21.8209543399862,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2400,16,-0.2044000000000001,0.89,0.04040000000000009,0.94,-1.9728865242338476,-3.171213201574121,0.42711243166463375,-1.9819322966711903,90.78203927711446,0.00571674444265507,0.3724546843666402,0.03991671264925936,19.907728890015278,21.928513383027166,35
5.0,46,3000,0.001,0.0001,3e-07,0.001,10,fogas_full,adam,exact,4,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,stochastic,0.9,0.8,100,20,20,cpu,ok,,2550,17,-0.1762500000000001,0.89,0.04040000000000009,0.94,-2.0526277701574296,-3.4630903641273885,0.49737110851195526,-2.0614070402639255,97.20481240513348,0.011318056803185109,0.3688669579112066,0.03873378236757344,19.907728890015278,22.036287947033998,35
