rho,step,seed_count,solver_avg_reward_mean,solver_avg_reward_std,solver_avg_reward_sem,solver_success_rate_mean,solver_success_rate_std,solver_success_rate_sem,greedy_avg_reward_mean,greedy_avg_reward_std,greedy_avg_reward_sem,greedy_success_rate_mean,greedy_success_rate_std,greedy_success_rate_sem
0.1,2700,5,-0.15724000000000005,0.0117434236915816,0.005251818732591596,0.922,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.1,2850,5,-0.1522900000000001,0.0117434236915816,0.005251818732591596,0.922,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.1,3000,5,-0.10949000000000006,0.0117434236915816,0.005251818732591596,0.932,0.004472135954999534,0.0019999999999999797,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.3,150,5,-2.0406000000000004,0.0,0.0,0.0,0.0,0.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0
0.3,300,5,-2.0235300000000005,0.003039860194153641,0.00135946680724465,0.0,0.0,0.0,-2.00565,3.1401849173675503e-16,1.4043333874306804e-16,0.0,0.0,0.0
0.3,450,5,-1.9993400000000006,0.00020124611797490928,8.999999999996789e-05,0.03,0.0,0.0,-1.7966400000000005,0.005471448619881393,0.00244690620989044,0.0,0.0,0.0
0.3,600,5,-1.9013700000000007,0.004886409724941064,0.0021852688621768535,0.11000000000000001,1.5515838457795457e-17,6.938893903907228e-18,-0.04411999999999995,0.004593691326155906,0.0020543612145871525,0.9,0.0,0.0
0.3,750,5,-1.5751800000000007,0.014312127724416063,0.006400578098890738,0.308,0.008366600265340762,0.003741657386773944,-0.045019999999999956,0.004593691326155906,0.0020543612145871525,0.9,0.0,0.0
0.3,900,5,-1.4027200000000009,0.019776899403091693,0.008844498289897607,0.358,0.008366600265340762,0.003741657386773944,-0.04456999999999996,0.004593691326155907,0.0020543612145871534,0.9,0.0,0.0
0.3,1050,5,-1.2775800000000006,0.01804427194430411,0.008069643734391257,0.42800000000000005,0.008366600265340763,0.0037416573867739447,-0.030519999999999915,0.004593691326155909,0.002054361214587154,0.9099999999999999,1.2412670766236366e-16,5.551115123125783e-17
0.3,1200,5,-0.9895400000000002,0.016898387497036503,0.007557188630701229,0.574,0.005477225575051666,0.00244948974278318,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.3,1350,5,-0.7396900000000003,0.012209954954871883,0.005460457856260781,0.654,0.0054772255750516665,0.0024494897427831805,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.3,1500,5,-0.45309000000000016,0.011944371059206064,0.005341685127373185,0.768,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.3,1650,5,-0.3756700000000001,0.010129017721378513,0.004529834434060476,0.788,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.3,1800,5,-0.32502000000000014,0.010129017721378536,0.004529834434060486,0.818,0.008366600265340711,0.0037416573867739213,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.3,1950,5,-0.20405000000000015,0.01186096539072599,0.005304384978487134,0.8779999999999999,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.3,2100,5,-0.1814000000000001,0.011860965390726003,0.005304384978487139,0.8779999999999999,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.3,2250,5,-0.1873900000000001,0.010130547862776226,0.00453051873409657,0.8880000000000001,0.008366600265340762,0.003741657386773944,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.3,2400,5,-0.1826200000000001,0.010129017721378534,0.004529834434060485,0.9179999999999999,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.3,2550,5,-0.1771000000000001,0.011860965390726003,0.005304384978487139,0.908,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.3,2700,5,-0.13754000000000013,0.01267075372659417,0.005666533331764669,0.9179999999999999,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.3,2850,5,-0.1460900000000001,0.011743423691581593,0.005251818732591593,0.9120000000000001,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.3,3000,5,-0.1657900000000001,0.011743423691581604,0.005251818732591598,0.892,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.5,150,5,-2.0406000000000004,0.0,0.0,0.0,0.0,0.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0
0.5,300,5,-2.0235300000000005,0.003039860194153641,0.00135946680724465,0.0,0.0,0.0,-2.00565,3.1401849173675503e-16,1.4043333874306804e-16,0.0,0.0,0.0
0.5,450,5,-1.9934200000000004,0.0006037383539248271,0.00026999999999994807,0.03,0.0,0.0,-2.0478600000000005,0.004225724789903034,0.00188980157688584,0.0,0.0,0.0
0.5,600,5,-1.9201200000000007,0.004886409724941119,0.0021852688621768783,0.09,0.0,0.0,-0.04411999999999995,0.004593691326155906,0.0020543612145871525,0.9,0.0,0.0
0.5,750,5,-1.5906300000000007,0.014312127724416089,0.00640057809889075,0.308,0.008366600265340763,0.0037416573867739447,-0.045019999999999956,0.004593691326155905,0.002054361214587152,0.9,0.0,0.0
0.5,900,5,-1.4177400000000007,0.019560176379573045,0.00874757680732221,0.358,0.008366600265340763,0.0037416573867739447,-0.04456999999999996,0.004593691326155907,0.0020543612145871534,0.9,0.0,0.0
0.5,1050,5,-1.2479800000000005,0.0180442719443041,0.008069643734391254,0.44800000000000006,0.008366600265340762,0.003741657386773944,-0.030519999999999915,0.004593691326155909,0.002054361214587154,0.9099999999999999,1.2412670766236366e-16,5.551115123125783e-17
0.5,1200,5,-0.9797400000000003,0.015555561706347976,0.0069566586807173385,0.584,0.005477225575051666,0.00244948974278318,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.5,1350,5,-0.6186900000000002,0.012209954954871887,0.005460457856260783,0.714,0.0054772255750516665,0.0024494897427831805,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.5,1500,5,-0.44940000000000024,0.011215279755761807,0.005015625584112128,0.7639999999999999,0.005477225575051666,0.00244948974278318,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.5,1650,5,-0.3654500000000001,0.01156427689049341,0.005171701847554631,0.798,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.5,1800,5,-0.35372000000000015,0.011357244384092451,0.0050791140959816905,0.808,0.008366600265340723,0.003741657386773927,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.5,1950,5,-0.23992000000000013,0.010129017721378511,0.004529834434060475,0.8779999999999999,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.5,2100,5,-0.21187000000000014,0.011357244384092469,0.005079114095981698,0.868,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.5,2250,5,-0.20445000000000008,0.01186096539072601,0.0053043849784871425,0.8880000000000001,0.008366600265340762,0.003741657386773944,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.5,2400,5,-0.1821700000000001,0.010129017721378527,0.004529834434060482,0.8880000000000001,0.008366600265340762,0.003741657386773944,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.5,2550,5,-0.17227000000000012,0.010129017721378503,0.0045298344340604715,0.8880000000000001,0.008366600265340762,0.003741657386773944,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.5,2700,5,-0.16084000000000015,0.012670753726594165,0.0056665333317646675,0.908,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.5,2850,5,-0.13464000000000007,0.011743423691581592,0.0052518187325915925,0.922,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
0.5,3000,5,-0.09659000000000006,0.011743423691581607,0.0052518187325915995,0.922,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,150,5,-2.0406000000000004,0.0,0.0,0.0,0.0,0.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0
1.0,300,5,-2.0235300000000005,0.003039860194153641,0.00135946680724465,0.0,0.0,0.0,-2.00565,3.1401849173675503e-16,1.4043333874306804e-16,0.0,0.0,0.0
1.0,450,5,-1.9766200000000005,0.0006037383539249264,0.00026999999999999247,0.04,0.0,0.0,-2.0187500000000003,2.220446049250313e-16,9.930136612989092e-17,0.0,0.0,0.0
1.0,600,5,-1.9080700000000008,0.004886409724941273,0.002185268862176947,0.1,0.0,0.0,-0.04411999999999995,0.004593691326155906,0.0020543612145871525,0.9,0.0,0.0
1.0,750,5,-1.579330000000001,0.014312127724416087,0.006400578098890749,0.308,0.008366600265340763,0.0037416573867739447,-0.045019999999999956,0.004593691326155905,0.002054361214587152,0.9,0.0,0.0
1.0,900,5,-1.3981900000000007,0.020092703899674758,0.008985730354289574,0.358,0.008366600265340763,0.0037416573867739447,-0.04456999999999996,0.004593691326155907,0.0020543612145871534,0.9,0.0,0.0
1.0,1050,5,-1.2374800000000004,0.018044271944304056,0.008069643734391233,0.44800000000000006,0.008366600265340762,0.003741657386773944,-0.030519999999999915,0.004593691326155909,0.002054361214587154,0.9099999999999999,1.2412670766236366e-16,5.551115123125783e-17
1.0,1200,5,-0.9599100000000004,0.013330200673658286,0.005961446972002683,0.6119999999999999,0.004472135954999584,0.002000000000000002,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,1350,5,-0.7190700000000001,0.010328334812543605,0.0046189717470450095,0.674,0.0054772255750516665,0.0024494897427831805,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,1500,5,-0.4533500000000002,0.010649354440528351,0.004762536089102127,0.774,0.0054772255750516665,0.0024494897427831805,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,1650,5,-0.3590000000000001,0.011564276890493403,0.005171701847554628,0.788,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,1800,5,-0.3393500000000001,0.011860965390726019,0.005304384978487146,0.808,0.008366600265340723,0.003741657386773927,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,1950,5,-0.2511700000000001,0.010129017721378511,0.004529834434060475,0.868,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,2100,5,-0.20065000000000008,0.010122129222648758,0.004526753803775945,0.8779999999999999,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,2250,5,-0.20510000000000012,0.011860965390726015,0.005304384978487144,0.8880000000000001,0.008366600265340762,0.003741657386773944,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,2400,5,-0.1478500000000001,0.011860965390726,0.005304384978487137,0.908,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,2550,5,-0.18305000000000016,0.01009486255478499,0.0045145597792032865,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,2700,5,-0.1815200000000001,0.011109320411258292,0.004968239124679892,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,2850,5,-0.14174000000000006,0.011743423691581586,0.00525181873259159,0.9120000000000001,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
1.0,3000,5,-0.1225400000000001,0.011743423691581592,0.0052518187325915925,0.942,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,150,5,-2.0406000000000004,0.0,0.0,0.0,0.0,0.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0
2.0,300,5,-2.0235300000000005,0.0030398601941536416,0.0013594668072446502,0.0,0.0,0.0,-2.00565,3.1401849173675503e-16,1.4043333874306804e-16,0.0,0.0,0.0
2.0,450,5,-1.9863200000000005,0.0006037383539249264,0.00026999999999999247,0.04,0.0,0.0,-2.0478600000000005,0.004225724789903034,0.00188980157688584,0.0,0.0,0.0
2.0,600,5,-1.8921700000000008,0.004886409724941223,0.0021852688621769247,0.11000000000000001,1.5515838457795457e-17,6.938893903907228e-18,-0.04411999999999995,0.004593691326155906,0.0020543612145871525,0.9,0.0,0.0
2.0,750,5,-1.5747800000000007,0.014312127724416172,0.006400578098890788,0.298,0.008366600265340763,0.0037416573867739447,-0.045019999999999956,0.004593691326155905,0.002054361214587152,0.9,0.0,0.0
2.0,900,5,-1.3934700000000007,0.019776899403091533,0.008844498289897536,0.358,0.008366600265340763,0.0037416573867739447,-0.04456999999999996,0.004593691326155907,0.0020543612145871534,0.9,0.0,0.0
2.0,1050,5,-1.2068300000000005,0.0180442719443041,0.008069643734391254,0.46799999999999997,0.008366600265340737,0.003741657386773933,-0.030519999999999915,0.004593691326155909,0.002054361214587154,0.9099999999999999,1.2412670766236366e-16,5.551115123125783e-17
2.0,1200,5,-0.9216600000000004,0.013330200673658222,0.005961446972002654,0.612,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,1350,5,-0.7461500000000002,0.011788712822017407,0.00527207264745086,0.664,0.005477225575051666,0.00244948974278318,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,1500,5,-0.4926200000000002,0.010817266290519104,0.004837628551263541,0.7539999999999999,0.005477225575051666,0.00244948974278318,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,1650,5,-0.3419500000000001,0.01186096539072599,0.005304384978487134,0.818,0.00836660026534071,0.003741657386773921,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,1800,5,-0.29207000000000016,0.011109320411258288,0.004968239124679891,0.828,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,1950,5,-0.2172200000000002,0.01012901772137852,0.0045298344340604785,0.8880000000000001,0.008366600265340762,0.003741657386773944,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,2100,5,-0.2534700000000002,0.010129017721378511,0.004529834434060475,0.858,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,2250,5,-0.1479000000000001,0.01186096539072601,0.0053043849784871425,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,2400,5,-0.15615000000000012,0.011860965390726,0.005304384978487137,0.908,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,2550,5,-0.21332000000000012,0.010129017721378501,0.004529834434060471,0.8880000000000001,0.008366600265340762,0.003741657386773944,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,2700,5,-0.17127000000000012,0.010129017721378503,0.0045298344340604715,0.898,0.008366600265340763,0.0037416573867739447,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,2850,5,-0.17794000000000013,0.01160293066427616,0.005188988340707656,0.8880000000000001,0.008366600265340762,0.003741657386773944,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
2.0,3000,5,-0.13519000000000006,0.011743423691581599,0.005251818732591596,0.9120000000000001,0.004472135954999583,0.0020000000000000018,0.0413800000000001,0.004593691326155906,0.0020543612145871525,0.9399999999999998,1.2412670766236366e-16,5.551115123125783e-17
5.0,150,5,-2.0406000000000004,0.0,0.0,0.0,0.0,0.0,-2.0000000000000004,0.0,0.0,0.0,0.0,0.0
5.0,300,5,-2.0226300000000004,0.003039860194153763,0.0013594668072447046,0.0,0.0,0.0,-2.00565,3.1401849173675503e-16,1.4043333874306804e-16,0.0,0.0,0.0
