alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,theta_mode,theta_optimizer,theta_start_mode,theta_include_beta_cov,beta_update,policy_optimizer,policy_gradient,reinforce_samples,fisher_damping,cg_iters,cg_tol,state_weight_update,dataset_path,num_trajectories,max_steps,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.001,1e-05,0.2,3000,0.03,20,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,221.0502586090006,0.73,-0.5641337372981016,0.31653893696285695,2.306841136092414,0.94,-0.21027400066196392,2.967923004896019,0.0,15.939415489948686,-612.7723396229528,69.32435679083213,17.23194917176845,5068.240552818377,4.603781617263243,11.080678164587175,0.03891839052453064,352
0.001,1e-05,1.5,1500,0.03,20,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,3301.9674368299893,0.72,-0.5401193760756623,0.7629359825887012,1.6152720315536775,0.94,-0.2102740006619639,2.967923004896019,0.0,-44.55177939326671,-216.9037589402376,45.448154660838256,-43.88468281134933,3633.791773371463,1.0706005372751044,13.361688766269964,0.0214435105519723,102
0.001,0.0001,3.0,1500,0.03,10,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,2708.184965421969,0.72,-0.5494485562821335,0.8312463943384496,1.681899848386645,0.94,-0.2102740006619639,2.967923004896019,0.0,5.396921481325181,-176.9135930538448,19.49806734093389,5.477051738111184,1353.2039227227117,1.6793381121308912,2.796396726227759,0.0333612604973833,58
0.001,0.0001,0.5,3000,0.001,10,1e-06,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,148.96604706998914,0.72,-0.443037374111892,1.4752023733240986,0.4419422202189809,0.94,-0.21027400066196392,2.967923004896019,0.0,-1.9042444974794506,-4.987840044713673,1.095754022536305,-1.9138214031143213,123.22207439643736,0.011618877772901971,0.4486292540452248,0.028947428251151725,2388
0.001,0.0001,1.5,3000,0.001,10,1e-06,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,198.23460081696976,0.72,-0.462272693600873,1.4101375895974249,0.456430640184718,0.94,-0.21027400066196392,2.967923004896019,0.0,-2.009952054316818,-4.795136158645205,0.9900464899443232,-2.016111107848963,125.82442933728899,0.018745926590731894,0.4372917800091763,0.03041815537082343,2073
0.001,0.0001,1.0,3000,0.001,10,1e-06,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,180.7216089089634,0.72,-0.464478171105568,1.444684004301236,0.45173563529494665,0.94,-0.21027400066196392,2.967923004896019,0.0,-1.9568935774515028,-4.845495500480672,1.0431049531974292,-1.9648150240836697,122.46224739940938,0.01918055767161442,0.45353951704172,0.029416254899358937,746
0.001,0.0001,1.0,1500,0.003,20,3e-08,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,97.84214102302212,0.72,-0.489933532656826,1.3854453466250223,1.0915093627340557,0.94,-0.21027400066196392,2.967923004896019,0.0,-4.690261447781179,-21.555420792149924,4.309733717307184,-4.692557242105372,381.5137903527869,0.09156066104656028,1.3569488959197407,0.021372498929039148,515
0.001,0.0001,1.0,3000,0.003,20,1e-08,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,208.13849216303788,0.72,-0.5049130819373202,1.0019256537046775,1.57837953961283,0.94,-0.21027400066196392,2.967923004896019,0.0,1.7629084254790666,-65.56705979352392,8.430869321409904,1.7401234644953352,550.4514069538824,0.49161589282442847,1.3338624295158186,0.03775458264409479,690
0.001,0.0001,0.75,3000,0.003,20,3e-08,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,198.0518293750356,0.72,-0.5223862058257247,0.8727405066592685,1.6617929710748993,0.94,-0.21027400066196392,2.967923004896019,0.0,1.6486051257480794,-66.29313370747415,7.9926152988451,1.6262561328636616,546.7477573834487,0.46275483812883955,1.2979572738994285,0.03793534178582587,1583
0.001,0.0001,2.0,3000,0.01,10,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,81.79665201000171,0.72,-0.5263782187105461,0.7696035983287312,1.728337616240701,0.94,-0.21027400066196392,2.967923004896019,0.0,1.9542646856041417,-95.28851502086064,7.037664508154699,1.9353073572356505,736.9904993503774,1.3015566609189633,2.330211896682635,0.035960032405786234,2485
0.001,0.0001,1.0,1500,0.01,10,1e-08,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,89.22486315696733,0.72,-0.5266096059101074,1.0263678420683158,1.4844039244499614,0.94,-0.21027400066196392,2.967923004896019,0.0,-3.1698948752172527,-50.74245620154937,11.617996112502498,-3.169625160837035,635.1637633501481,0.2706834343012353,2.2159420588423577,0.01486063092493584,424
0.001,0.0001,1.0,1000,0.003,10,3e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,59.87007786199683,0.72,-0.5328339293597765,1.003411745990075,1.0211002646085425,0.94,-0.21027400066196392,2.967923004896019,0.0,-2.6784117755391303,-3.7302660959221954,0.32158693864043575,-2.67709013291246,131.93595860417727,0.005781614771589083,0.45587733221555066,0.04378121198196466,447
0.001,0.0001,0.75,1500,0.03,10,1e-09,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,63.29944416199578,0.72,-0.5337569089066418,0.8135737542886244,1.7007444409331138,0.94,-0.21027400066196392,2.967923004896019,0.0,6.397535350722258,-186.64593427878623,18.17190178807604,6.394285952243013,1317.2302079006436,1.1624142738892158,3.1923519163880725,0.04118934492785589,1253
0.001,1e-05,0.3,1500,0.03,20,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,108.66485418903176,0.72,-0.5350081896606772,0.7515030677473724,1.5783307757652736,0.94,-0.21027400066196392,2.95101197789587,0.01368750787666214,-44.590607933493246,-216.74117658480665,45.40932551883891,-43.91270258644473,3665.335366902377,0.905129365574378,12.728989268253745,0.02078979255084564,187
0.001,0.0001,1.0,3000,0.01,10,1e-06,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,57.52274315798422,0.72,-0.5410272517678326,0.8144544784945802,1.6006842983504712,0.94,-0.21027400066196392,2.967923004896019,0.0,2.1227801968662816,-89.18916478221807,6.071241637926543,2.3278804647509084,702.4142271041673,1.0379900359215963,1.5663473309567941,0.052493320551075785,388
0.001,0.0001,5.0,1500,0.03,10,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,102.6395671479986,0.72,-0.5483996146873806,0.7199427085583702,1.8158805944198426,0.94,-0.21027400066196392,2.967923004896019,0.0,5.005255602747493,-172.3412874976824,22.157021809028286,5.0979096665584755,1407.4039056070696,1.7254484883673118,3.2569779196430573,0.028403885819122784,177
0.001,0.0001,1.0,3000,0.01,10,3e-08,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,126.31515260599554,0.72,-0.5562707636891175,0.841442971929777,1.6406181701031601,0.94,-0.21027400066196392,2.967923004896019,0.0,2.5793242946908475,-97.06253957390288,7.37738225463959,2.5360072902567214,730.8245975631141,1.1727050045217728,1.6281191757496027,0.05138562802887676,478
0.001,0.0001,0.75,1000,0.001,10,1e-08,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,58.868973599979654,0.72,-0.5566730917474207,1.0452735468217047,1.2393535203923283,0.94,-0.21027400066196392,2.967923004896019,0.0,-0.9613504150938137,-1.0252257910512756,0.038649181273431046,-0.9717834225846277,40.6044845008429,0.001478385370679871,0.16679286922807288,0.04842860778972292,1472
0.001,0.0001,1.5,1000,0.001,10,1e-09,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,18.404416575969663,0.72,-0.559041678138304,1.1315248151529231,1.186981748181083,0.94,-0.21027400066196392,2.967923004896019,0.0,-0.9622671219798252,-1.0194187265790728,0.03773247452937002,-0.9721708349769603,40.29240712300117,0.0026653957538787356,0.19018303813920978,0.048463308232973915,1801
0.001,0.0001,0.5,3000,0.01,10,1e-08,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,54.41372331301682,0.72,-0.5598793715622314,0.6798315630456494,1.8514124630702513,0.94,-0.21027400066196392,2.967923004896019,0.0,3.1721334982991936,-100.66913031531129,6.734252452385952,3.119136226721564,717.6653617018412,1.3521393367671657,1.7723241506160587,0.041562051066967406,2028
0.001,0.0001,1.0,3000,0.01,10,1e-08,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,126.81378288601991,0.72,-0.5636894790194416,0.6012425735575646,1.9439146306889818,0.94,-0.21027400066196392,2.967923004896019,0.0,3.202849920506093,-101.74926072619184,8.292885049136927,3.151035179647415,758.1749755559687,1.3495762113501677,1.6075699061860222,0.04349746150449147,484
0.001,0.0001,0.5,1500,0.01,20,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,71.07183823001105,0.72,-0.5687132698432255,0.6102179178165514,1.9311373397589877,0.94,-0.21027400066196392,2.967923004896019,0.0,3.98652638807455,-124.43658459616937,19.305302732909766,4.04136717317388,1055.3752951565561,1.1827287435045855,2.3784828585570414,0.02785262762429652,2035
0.003,0.0001,0.5,1000,0.03,20,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,21.909715788962785,0.72,-0.5868787113306819,0.686689926445588,1.921232848086176,0.94,-0.21027400066196392,2.967752890595822,8.099494106989914e-05,6.928190236738651,-188.10448814182985,28.77543362050638,7.042388113601424,1407.2465074122574,3.267472158561739,6.558548949478708,0.060536836308078476,635
0.001,3e-05,1.5,1500,0.03,10,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,2720.979573887016,0.71,-0.5347678672083522,0.7774195776932382,1.6922274652114129,0.94,-0.2102740006619639,2.95101197789587,0.0136875078766621,-11.72954936605526,-137.3433169030045,33.27040305272687,-11.55787128962231,1820.1632477669843,0.8103129258382346,6.762638468114172,0.0124733492381711,60
0.001,0.0001,1.5,3000,0.01,10,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,194.08714967098786,0.71,-0.5039093263719424,1.0605212911034736,1.399144964855983,0.94,-0.21027400066196392,2.967923004896019,0.0,2.5022839506170484,-95.74959564541815,7.610094410964992,2.4883072051974193,748.0898438436002,1.0217207031186732,1.2479753507934883,0.05131257566062705,1857
0.003,3e-05,0.1,1500,0.03,20,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,85.12945477501489,0.71,-0.5060865452157194,0.9870662907805544,1.381225804126929,0.94,-0.21027400066196392,2.967752890595822,8.099494106989914e-05,3.7302198336281833,-213.62666479723418,45.64510946875898,3.9799280984257472,2118.722074391768,4.623979324486399,8.893089795777708,0.0673025292303888,805
0.001,0.0001,0.5,3000,0.01,10,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,210.00148246897152,0.71,-0.508450060573234,0.87390260977463,1.6080230088027743,0.94,-0.21027400066196392,2.967923004896019,0.0,2.8698276950403696,-98.86486940443561,6.31451845752057,2.8381370873114613,706.8393800163177,1.0149825585737888,1.8139667329547786,0.04695184004469451,2256
0.001,0.0001,1.0,1500,0.01,10,3e-08,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,100.05823444196722,0.71,-0.5159590509921844,0.7569031687632485,1.7696719445712197,0.94,-0.21027400066196392,2.967923004896019,0.0,-3.2818643326827175,-50.28447360382536,11.571481895244563,-3.2828021413987396,634.1992018646737,0.2612291237918398,1.9716388631438262,0.01441066279631043,432
0.003,0.0001,1.0,1500,0.03,20,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,103.47084785398329,0.71,-0.5182274137809125,0.7859115481050424,1.6401129096413658,0.94,-0.21027400066196392,2.967923004896019,0.0,10.537293473282755,-209.56615486085957,17.84993613185988,10.626827983133117,1429.3889225668604,5.351023869441369,8.203004595005268,0.1258789834194499,749
0.001,0.0001,2.0,1500,0.01,10,3e-08,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,65.08854734699707,0.71,-0.5206143367708425,1.0518459072626265,1.4672581927700037,0.94,-0.21027400066196392,2.967923004896019,0.0,-3.720698821800399,-49.179547375854504,11.279277313516548,-3.718487633222985,635.0153351490974,0.17639588436026865,2.127295288243681,0.0138840777355526,2450
0.001,0.0001,1.0,1500,0.01,10,1e-09,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,60.50752726197243,0.71,-0.5210800820576449,0.9842827943182624,1.580065324232867,0.94,-0.21027400066196392,2.967923004896019,0.0,-3.2267152220281616,-50.86159005962572,11.624772949658478,-3.2306350407536413,630.5167753363506,0.268068472573579,2.037625902053887,0.01488589500629359,396
0.001,0.0001,2.0,1500,0.01,20,1e-06,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,58.890469136997126,0.71,-0.5222192559434443,0.7615065952307706,1.5689937344922211,0.94,-0.21027400066196392,2.95101197789587,0.01368750787666214,2.6907093682926018,-118.72185075893589,19.20499945440539,3.2261010744129455,1031.830613677719,1.0044583554946012,2.9686490887137924,0.037539075421121455,2453
0.001,0.0001,0.75,1500,0.01,10,1e-08,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,100.4947632990079,0.71,-0.5244247845834025,1.0381178257948882,1.475244564465652,0.94,-0.21027400066196392,2.967923004896019,0.0,-3.007445988226216,-51.01334241025053,11.796014046490647,-3.007958295653963,627.0865531934086,0.22045602412886747,2.1727192243800726,0.013987102650638093,1344
0.001,3e-05,5.0,1500,0.03,20,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,113.3232708509895,0.71,-0.5296262220238775,0.845541829976536,1.608493812418374,0.94,-0.21027400066196392,2.967923004896019,0.0,6.710761225743838,-344.80032026619403,60.45869381305096,7.224251132639819,3166.4127424676417,2.866964988329813,8.757976709664291,0.03605480974501883,195
0.001,3e-05,0.2,3000,0.03,10,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,168.75221026898362,0.71,-0.530722514752857,0.7844442944573511,1.7681483756888254,0.94,-0.21027400066196392,2.95101197789587,0.01368750787666214,4.909947423638291,-283.1121285096142,13.674079675830038,5.132693582740425,2182.8896822663796,3.6177691720668017,5.795971924609901,0.043029981894921264,254
0.001,0.0001,0.5,1000,0.003,10,3e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,64.01770477101672,0.71,-0.5308548570262401,1.043657607431094,0.9555050531575022,0.94,-0.21027400066196392,2.967923004896019,0.0,-2.673044959931102,-3.739231451483136,0.3269537539416857,-2.6711972381453313,133.2617134470271,0.00634784531040125,0.44876219257488487,0.04377804080249365,2133
0.001,3e-05,0.05,1500,0.03,10,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,53.73370903200703,0.71,-0.5323186725715238,0.8184909606250904,1.6925952678402105,0.94,-0.21027400066196392,2.967923004896019,0.0,-10.847886008416474,-139.50662207848063,33.91735905156145,-10.681877553924576,1789.539362978969,0.8706825480042174,6.7855232871840245,0.014738520257083167,252
0.001,0.0001,0.5,3000,0.003,20,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,187.92904051596997,0.71,-0.5327262150379533,0.7868412171185925,1.8281795397426823,0.94,-0.21027400066196392,2.967923004896019,0.0,1.7207105678007473,-66.06140350988777,7.76142797380858,1.704979008939391,543.6979459865306,0.5465564008896675,1.5107539347621515,0.036010558591763726,2324
0.001,0.0001,0.75,1500,0.03,10,3e-08,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,99.92792817798909,0.71,-0.5342896974850679,0.8238559284270903,1.6206379482633257,0.94,-0.21027400066196392,2.967923004896019,0.0,6.87568947916585,-188.26839085928418,19.11751685958128,6.900334947360588,1342.2694308031712,2.40611336284386,3.577487019000747,0.03688845036963802,1300
0.001,0.0001,0.5,3000,0.003,20,3e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,68.44316283898661,0.71,-0.5346333684113515,0.8428944382845462,1.6756991740552443,0.94,-0.21027400066196392,2.967923004896019,0.0,1.928903772402613,-67.30406812605452,8.21383495571245,1.9489083475555575,540.4702485109873,0.7477735739497283,1.7306124611773308,0.03449007151344362,2142
0.001,0.0001,1.5,1500,0.01,20,1e-06,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,85.88387289497769,0.71,-0.5361488963805987,0.9143618353268738,1.4916496406879534,0.94,-0.21027400066196392,2.967923004896019,0.0,3.303537827065563,-119.26183298128522,19.11753391277629,3.845349422348785,1035.321227338385,1.2709709122344797,3.0843769520953015,0.02959785924225252,1705
0.001,0.0001,0.75,1000,0.001,10,1e-09,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,19.98379287897842,0.71,-0.5401384765437457,1.11882349555857,1.1881500585171492,0.94,-0.21027400066196392,2.967923004896019,0.0,-0.9612572997050207,-1.0250955645781712,0.038742296746200625,-0.9716760901138353,40.605332669417656,0.0013443777528477589,0.1667091517547165,0.04843333256672315,1425
0.001,1e-05,1.0,3000,0.03,10,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,124.71680377901066,0.71,-0.5416522820666853,0.7834662848072693,1.7055812031682254,0.94,-0.21027400066196392,2.95101197789587,0.01368750787666214,-3.202730359150465,-281.95794789802665,65.03726106377623,-2.6939362266254547,3151.2246900332866,1.801429451249276,10.228647915186679,0.027330367884819094,207
0.001,0.0001,1.0,1500,0.03,10,1e-09,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,73.05207082099514,0.71,-0.5418624946312435,0.6175633973305388,1.9103438470701224,0.94,-0.21027400066196392,2.967923004896019,0.0,6.246350681147728,-181.4260428401331,18.24127656597882,6.242861173173627,1356.3743646095115,2.201333396258033,3.0347884858396146,0.037086917031484264,366
0.001,0.0001,10.0,1500,0.03,10,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,92.6125790340011,0.71,-0.5450066758640735,0.7507714869530114,1.7834009751278943,0.94,-0.21027400066196392,2.967923004896019,0.0,2.9670600232682425,-170.5106288919018,25.204862957962984,3.0814858874143702,1524.5183620299083,1.0849821129692714,3.566068894242242,0.02610120554744273,255
0.001,0.0001,0.5,1500,0.01,10,3e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,89.82807681302074,0.71,-0.556468055454532,0.8261130146730797,1.6178192028792375,0.94,-0.21027400066196392,2.967923004896019,0.0,-2.9621275822560804,-50.241377992844804,11.803161649582243,-2.904432771428156,630.2032650338591,0.21735378717128934,2.136465658208887,0.015221192963361057,2072
0.001,0.0001,1.5,1000,0.001,10,1e-08,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,45.50393168296432,0.71,-0.5585410767896132,1.1554756194263551,1.1319206146561624,0.94,-0.21027400066196392,2.967923004896019,0.0,-0.9618970211248802,-1.0194540958422955,0.038102575229107684,-0.9718430671546614,40.13492116952658,0.0029537015126369468,0.19725356110918035,0.04843702173966334,1829
0.003,0.0001,0.5,1500,0.03,20,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,93.1278150700382,0.71,-0.5595909758477612,0.6486953499853151,1.7131794538852039,0.94,-0.21027400066196392,2.959105330541877,0.009832577414597907,7.564341222745092,-206.22466871930308,14.206747972025022,7.641461285932863,1374.9754830069473,6.458850826584715,6.623875376927769,0.12888648806307712,737
0.001,0.0001,0.75,3000,0.01,10,1e-08,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,55.05283464299282,0.71,-0.5629390960528987,0.7829771085701388,1.6792031000497136,0.94,-0.21027400066196392,2.967923004896019,0.0,3.0262547857032587,-100.24523661775336,6.983602233234533,2.9798397080046817,739.9098280201185,1.1434187608413366,1.7563008381648801,0.048809591767698286,1282
0.001,1e-05,10.0,3000,0.03,10,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,59.011201237968635,0.71,-0.5669163039108813,0.5536341380756147,1.9873332730655997,0.94,-0.21027400066196392,2.95101197789587,0.01368750787666214,-7.050923031611518,-276.2997949570961,66.2547548121253,-6.515612804196724,3237.470629434366,1.7007388566557198,10.38506133365689,0.021805405726763333,242
0.003,0.0001,3.0,1000,0.03,20,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid_stochastic.csv,100,20,42,cpu,ok,,43.60576948302332,0.71,-0.5702975699485555,0.6400568738708832,1.9268910242885524,0.94,-0.21027400066196392,2.95101197789587,0.01368750787666214,4.050915112241061,-167.0217403454347,21.76236452837019,4.165594307242122,1458.2386126885194,2.8799740407323533,4.913559084729841,0.06061026855745305,679
