alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,theta_mode,theta_optimizer,theta_start_mode,theta_include_beta_cov,beta_update,policy_optimizer,policy_gradient,reinforce_samples,fisher_damping,cg_iters,cg_tol,state_weight_update,dataset_path,num_trajectories,max_steps,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.001,0.0001,0.1,3000,0.1,20,0.0003,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,185.34030628099572,1.0,0.8331162881457607,91.58886297178422,0.0499499691051944,1.0,0.86413069581398,93.13860013860585,0.0,0.04093848746651269,-0.0680955077217512,0.04866163796299215,-0.002806513021800345,4.377781354750062,0.00017200695456800593,0.12507237574154076,5.0337617228940304e-05,1698
0.001,0.0001,0.03,3000,0.1,20,0.0003,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,207.37423342996044,1.0,0.8331162881457607,91.58811278904086,0.05021935292741682,1.0,0.86413069581398,93.13860013860585,0.0,0.041433500289255076,-0.06829079442825267,0.04886237152536294,-0.002788544963474258,4.367945699251978,0.0003127623017906507,0.12429480497632943,4.995133287985732e-05,1350
0.003,0.001,0.001,1500,0.3,20,0.001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,31.702453373000026,1.0,0.8327442325168242,91.62328004208003,0.03432093398473067,1.0,0.86413069581398,93.13860013860585,0.0,0.23354381977149954,-0.20948447601236989,0.23511711770595134,-0.001756005939712777,2.0995152972434545,0.0032397736985742167,0.1231770124047411,0.0005364417216661868,731
0.003,0.001,0.01,1500,0.3,20,0.001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,70.72723421297269,1.0,0.8327442325168242,91.61729038064522,0.034205132474028725,1.0,0.86413069581398,93.13860013860585,0.0,0.23216312227952743,-0.2179966976991135,0.23376229567476056,-0.0017542600298672468,2.0264000128734563,0.0067488082432639,0.1284409237910063,0.0005335009245148899,771
0.003,0.001,0.003,1500,0.3,20,0.001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,97.59120910504134,1.0,0.8327442325168242,91.62179268017071,0.03427258857813512,1.0,0.86413069581398,93.13860013860585,0.0,0.23348396046810824,-0.20909395589917773,0.2350631870273601,-0.0017438173805665884,1.964785068039113,0.005823934968785565,0.12789524706484695,0.0005473621138065108,826
0.003,0.001,0.005,1500,0.3,20,0.001,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,101.07070916501107,1.0,0.8327442325168242,91.62134810424777,0.03423393362984667,1.0,0.86413069581398,93.13860013860585,0.0,0.23290596095513616,-0.21703083196147402,0.2344906915263393,-0.001752929971471225,2.080015099352217,0.0024798028994118993,0.1260014507062484,0.0005371537076431644,823
0.001,0.0001,0.05,1500,0.003,10,1e-07,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,97.83394946402404,1.0,0.832346344062949,91.54490643683931,0.09908120178496178,1.0,0.86413069581398,93.13860013860585,0.0,0.003227600965066302,-3.085027896859102,0.38126487915330265,-0.017662158433733883,292.874021579675,0.08628954298662343,0.6402512421446641,0.005230753830272525,622
0.001,0.0001,0.2,3000,0.3,20,0.0003,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,136.24058793700533,1.0,0.8322597780223012,91.59701402189657,0.05178332042303942,1.0,0.86413069581398,93.13860013860585,0.0,0.040008889876445325,-0.06738658750936012,0.04755099882011352,-0.00281012071021896,4.568861281108762,0.0009608029290647861,0.12285150676840244,0.00015223201226439843,1960
0.001,0.0001,0.05,3000,0.3,20,0.0003,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,66.09686333901482,1.0,0.8315362911881501,91.60135071580481,0.05221413458395237,1.0,0.86413069581398,93.13860013860585,0.0,0.041089848965625106,-0.06865883843898177,0.04831406862041722,-0.0027754372088461855,4.522482586974612,0.0007798313919109656,0.12340618016297293,0.00014587945829437106,258
0.001,0.0001,0.03,3000,0.3,20,0.0003,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/5grid.csv,100,20,42,cpu,ok,,162.2270210640272,1.0,0.8315362911881501,91.60165579633534,0.05229113960257775,1.0,0.86413069581398,93.13860013860585,0.0,0.041203387783079526,-0.0701337605866078,0.04838586903470711,-0.002770882556656085,4.54046088588335,0.0006828374375138119,0.12369202601026452,0.00014448452475849272,1243
