alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,hidden_sizes,beta_reg,theta_mode,theta_optimizer,theta_start_mode,theta_include_beta_cov,beta_update,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,num_trajectories,max_steps,seed,nn_seed,device,status,error,elapsed_seconds,solver_success_rate,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.001,3e-05,0.01,1000,0.003,3,0.001,8,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,12.11591096999473,0.96,0.7617450360666693,88.8217118140955,0.2257659177356067,1.0,0.86413069581398,93.1386001386059,0.0,0.0055594219978281345,-1.321731466315672,0.1009392176328544,-0.003185905771243114,18.563731408785006,0.10524407137767149,0.5008386682531019,0.06099425853337689,3234
0.001,3e-05,0.05,1000,0.003,3,0.001,8,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,11.767200938003953,0.95,0.7524462189966872,88.83531093817646,0.22047613513150083,1.0,0.86413069581398,93.1386001386059,0.0,-0.04662369149333358,-1.5315569359539858,0.076304156314235,-0.05302705771377991,18.71878073248194,0.09250839025845457,0.5769566938456769,0.05633706130863805,4098
0.001,3e-05,0.1,1000,0.003,3,0.001,8,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,10.156662922992837,0.94,0.7412911571450451,88.68687590098304,0.22688755688246467,1.0,0.86413069581398,93.1386001386059,0.0,-0.047282555201966295,-1.4269866051481803,0.06792603298075331,-0.05108921816400258,18.296612345917367,0.084732000310753,0.5029142144922369,0.05476771507647592,4962
0.001,3e-05,0.05,1000,0.03,3,0.0001,8,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,42,cuda,ok,,11.5425338549976,0.92,0.698754471309637,87.71266331421572,0.27030588734205196,1.0,0.86413069581398,93.1386001386059,0.0,-5.843096294847547,-8.330052243387357,-0.05698447969022078,-5.839009480034495,225.04759437323813,0.6043054467394572,9.239068572060743,0.15507378630635313,4277
0.001,0.0001,0.01,1000,0.003,3,0.0001,8,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,11.263037538999924,0.91,0.709471545476464,87.80053685492432,0.308665206747107,1.0,0.86413069581398,93.1386001386059,0.0,0.5644299428715961,-15.562338115305488,0.8169552955882371,0.5233738763987184,22.27356278217419,1.132654755360257,3.208140016219011,0.3743361181235924,5810
0.001,3e-05,0.05,600,0.003,3,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,7.614013052996597,0.86,0.6508238246315018,86.64630198777547,0.26754237464261066,1.0,0.86413069581398,93.1386001386059,0.0,-0.5585675914979883,-0.025756061788548015,-0.0034514339557647207,-0.5369361186597535,19.251802001944853,0.21253370279700537,1.8879189907454548,0.2970319336421259,3806
0.001,0.0001,0.05,1000,0.003,3,0.0001,8,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,11.380585792998318,0.86,0.648014409491759,86.99612439830965,0.3734835185020723,1.0,0.86413069581398,93.1386001386059,0.0,0.5188456844628441,-16.163457251922235,0.7800841859529909,0.4834797813561096,22.391609767226953,1.4320946744782415,2.61440906859966,0.33059218146779623,6674
0.001,3e-05,0.1,600,0.03,3,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,7.877454528003,0.79,0.5888278895101795,86.4023369768621,0.30080152203827043,1.0,0.86413069581398,93.1386001386059,0.0,-7.034705425540798,-58.624849867971776,0.36522818283276537,-7.034334171931505,196.756048910084,2.0217888685522993,18.679413546704893,0.13249325453709634,4864
0.001,3e-05,0.1,1000,0.003,3,0.001,8,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,11.675443176995032,0.74,0.5270650053177771,84.9577893757116,0.4985156106960235,1.0,0.86413069581398,93.1386001386059,0.0,-0.00703569494691049,-0.5701450013138435,0.05957782204440694,-0.033738419215020965,16.863845106387664,0.20908070607168128,0.9960187134536664,0.05263989620066024,4968
0.001,1e-05,0.01,300,0.01,3,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,4.115783101005945,0.74,0.5150345648372321,85.51458806300089,0.33932209097234506,1.0,0.86413069581398,93.1386001386059,0.0,-0.8026244003326137,-11.703097593148472,-0.003532775875058306,-0.8162158640671358,35.52303558552856,0.5175961254306972,5.468495026394105,0.12641968135729426,160
0.001,1e-05,0.05,300,0.01,3,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,4.182372281997232,0.74,0.5150345648372321,85.47680524959735,0.3414902333579102,1.0,0.86413069581398,93.1386001386059,0.0,-0.7986670242905057,-11.702166906879523,0.0062229034494998125,-0.8121992842924168,35.57169004926744,0.5349668532189644,5.742883260777199,0.12604952790019713,1024
0.001,1e-05,0.05,1000,0.01,3,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,42,cuda,ok,,11.530502959998557,0.73,0.5154863287361863,83.3510784371081,0.45603909798956543,1.0,0.86413069581398,93.1386001386059,0.0,-3.875210860093797,-21.063081605946234,-0.10107407690420757,-3.8746274260605595,107.24277510021375,0.5401379871712013,1.7271030950041846,0.035327970310123274,1597
0.001,3e-05,0.05,1000,0.003,3,0.001,8,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,12.245879210007843,0.7,0.4863663348277128,84.51643382043623,0.5303978751952535,1.0,0.86413069581398,93.1386001386059,0.0,0.007094942323586477,-0.48020378135077274,0.06923057250142392,-0.016894684329514298,16.830881719732687,0.2293980661367196,1.1164526220881426,0.04440078702889447,4104
0.001,3e-05,0.01,1000,0.003,3,0.001,8,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,12.270335039997008,0.7,0.4863663348277128,84.45089263524366,0.5352252583454767,1.0,0.86413069581398,93.1386001386059,0.0,0.010375035755399685,-0.4697203698027951,0.07183785802564222,-0.013338101230987054,16.828871083417912,0.23068033271056618,1.1165870055001013,0.044675030230448866,3240
0.001,1e-05,0.1,600,0.01,2,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,42,cuda,ok,,6.779414298012853,0.68,0.44531816357112475,83.94200349457137,0.44428189583550826,1.0,0.86413069581398,93.1386001386059,0.0,-1.4111737852613382,-2.91163134970034,-0.5236550081560148,-1.4059706528737614,37.13669221075934,1.3816195498108659,3.6973757654064907,0.1880943658558469,2127
0.001,1e-05,0.01,600,0.01,2,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,42,cuda,ok,,6.591338621001341,0.67,0.43277782510710705,83.88105668633692,0.44504453736609245,1.0,0.86413069581398,93.1386001386059,0.0,-1.3977389904514848,-2.9045357880441864,-0.5082273239869329,-1.3923906219609083,37.17212257937699,1.3675760074006866,3.7734829292214225,0.18275675140144962,399
0.001,1e-05,0.01,300,0.01,3,0.0001,16,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,3.93049031800183,0.61,0.39363341612913244,83.4912631428013,0.40673977865899336,1.0,0.86413069581398,93.1386001386059,0.0,-0.31309723660704414,-6.18931890156997,-0.007203699617538741,-0.33784867788294015,25.546463302005847,1.6033956434934424,10.323166290136772,0.13398193958184013,154
0.001,1e-05,0.05,300,0.01,3,0.0001,16,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,4.0273673640040215,0.61,0.39363341612913244,83.47802322662977,0.4055032825382403,1.0,0.86413069581398,93.1386001386059,0.0,-0.3124241169155181,-6.05170161372268,-0.012392287301959456,-0.3371179676856997,25.523165989734462,1.6277607829612686,10.25221842501185,0.13741111647154386,1018
0.001,1e-05,0.1,300,0.01,3,0.0001,16,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,4.1212595679971855,0.6,0.3842516908230722,83.44531229568625,0.4115565359412289,1.0,0.86413069581398,93.1386001386059,0.0,-0.33467652643451673,-6.362764724486276,-0.023082665914655406,-0.3599484929282264,25.638419237927877,1.6449467600275085,10.601439224375989,0.12960637426496857,1882
0.001,1e-05,0.1,600,0.01,3,0.0001,8,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,7.589985013008118,0.6,0.37390661980827816,82.74887650887158,0.4925510067817921,1.0,0.86413069581398,93.1386001386059,0.0,-0.8933915213655796,13.481014772276003,-0.4995106453969751,-0.9619410654973137,51.23039574743344,4.696555596120371,4.127175403569274,0.5262298293294423,2164
0.001,1e-05,0.01,600,0.01,3,0.0001,8,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,7.185008846994606,0.58,0.3544102872301175,82.5856566462571,0.49268560946262707,1.0,0.86413069581398,93.1386001386059,0.0,-1.1670515591400479,12.297426669109136,-0.744612384283127,-1.233291628437673,51.54682455193893,4.095918543080074,6.055084739330394,0.3669756022131139,436
0.001,1e-05,0.01,1000,0.01,3,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,12.306601604010211,0.57,0.35648381180435196,80.93599066770656,0.5104137835565732,1.0,0.86413069581398,93.1386001386059,0.0,-4.2563472157012585,-32.5722535113031,0.13926731691480224,-4.2570935178623195,112.9261823873651,0.35107960746304545,11.478000758016128,0.10154615764406232,736
0.001,1e-05,0.01,1000,0.01,3,0.001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,42,cuda,ok,,11.062395887987805,0.57,0.35523291431122717,81.72355885263121,0.5884578759005229,1.0,0.86413069581398,93.1386001386059,0.0,-1.4272294646456032,-13.707553119653088,0.041245435380571065,-1.4329170563387947,39.198649260716174,0.08626065236399381,0.3045594028755112,0.0018742124890800199,749
0.001,3e-05,0.05,1000,0.003,3,0.0001,8,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,11.152381861000322,0.56,0.3732930477404692,70.13730677401627,1.4275004649211351,1.0,0.86413069581398,93.1386001386059,0.0,-0.04678898045655494,-9.708396966972517,0.21243956913868717,-0.16708839479148807,22.946842353583502,0.32671211372200964,1.163834202915869,0.29534501752741127,4082
0.001,1e-05,0.1,300,0.003,2,0.0001,8,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,42,cuda,ok,,3.6656746419903357,0.56,0.33206517751309805,81.6110789687749,0.6130843643429047,1.0,0.86413069581398,93.1386001386059,0.0,-0.38745901844109737,-1.5489302315636888,-0.401543795871802,-0.4430704226700588,9.822327428667583,0.3773843397527592,3.138944017403107,0.1159718505122021,1729
0.001,1e-05,0.05,300,0.003,2,0.0001,8,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,42,cuda,ok,,3.7808869069995126,0.56,0.33206517751309805,81.61069236439272,0.6130141258944821,1.0,0.86413069581398,93.1386001386059,0.0,-0.38761418370542167,-1.5498757541666437,-0.40166699967098146,-0.44324571549436476,9.822147636058025,0.37790584581212755,3.1395195505089104,0.11600468744901632,865
0.001,1e-05,0.01,300,0.003,2,0.0001,8,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,42,cuda,ok,,6.873641746002249,0.56,0.33206517751309805,81.61050680895299,0.6130532142871292,1.0,0.86413069581398,93.1386001386059,0.0,-0.38772378501805776,-1.5502585375774656,-0.4017809967020705,-0.4433697819740938,9.822181608676939,0.3780167264104946,3.139619532471043,0.11604007371613419,1
0.001,3e-05,0.01,1000,0.003,3,0.0001,8,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,11.630069879989605,0.55,0.36284542754157373,71.44263327340332,1.3518600624664907,1.0,0.86413069581398,93.1386001386059,0.0,-0.03762875531659657,-9.609408869931235,0.21681904744482863,-0.15810468291383906,23.02804690906269,0.34866481271207456,1.1869813189852223,0.27079212938622516,3218
0.001,1e-05,0.1,1000,0.03,2,0.001,16,0.0001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,42,cuda,ok,,10.68710803501017,0.55,0.3362658317292192,80.7760786699661,0.6067377138722931,1.0,0.86413069581398,93.1386001386059,0.0,-1.4333802046433075,-16.273378822704316,-0.10361604719046018,-1.4449981751012064,38.43158139325676,0.7378119366326962,3.351033530456947,0.02166695545556725,2523
0.001,1e-05,0.01,1000,0.01,3,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,42,cuda,ok,,11.769273415004136,0.54,0.33084767002188514,73.81250804929445,1.0494655273328655,1.0,0.86413069581398,93.1386001386059,0.0,-3.801378669903752,-14.049077435400216,-0.0049722516403232185,-3.8030965930730503,104.09934332018206,0.15207070680482676,1.2614513779778689,0.03135465379328104,733
0.001,1e-05,0.01,1000,0.01,3,0.001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,42,cuda,ok,,12.870914488987182,0.53,0.32164456497414035,79.06744229980465,0.7373453814091881,1.0,0.86413069581398,93.1386001386059,0.0,-1.4299277370200958,-14.074366745845728,0.017911189399890375,-1.434894593126625,39.39452310937298,0.04192570987456754,0.12980056691245692,0.0007430932872816557,751
0.001,3e-05,0.05,600,0.01,2,0.0001,8,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,6.393573253008071,0.53,0.30961303512734895,81.71068127849956,0.5236943074614916,1.0,0.86413069581398,93.1386001386059,0.0,0.13910652197855222,3.0765940235792915,1.0884576452317838,0.11563986040278307,38.13711189068252,1.1947889005011971,7.755058358665921,0.22463657149490443,3846
0.001,1e-05,0.05,1000,0.01,3,0.001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,42,cuda,ok,,10.171290947997477,0.52,0.3099554643615425,78.99712766076436,0.7391725479091684,1.0,0.86413069581398,93.1386001386059,0.0,-1.428435024935574,-14.008258879241923,0.023312680081887062,-1.4334026768547439,39.362221049718286,0.04053206332163288,0.15109870733994865,0.00040527303615524486,1615
0.001,1e-05,0.05,1000,0.01,3,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,12.513418528003967,0.52,0.3097772855383934,75.15242875251835,0.7793652437261599,1.0,0.86413069581398,93.1386001386059,0.0,-4.259105912012628,-29.874361635060538,0.0724383308781957,-4.259332869105229,114.19251209607232,0.11813160267223624,1.4422034857724264,0.03893621582938593,1600
0.001,1e-05,0.01,1000,0.003,2,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,9.724221406009747,0.51,0.2900577261985882,79.97918001020335,0.5761121176263757,1.0,0.86413069581398,93.1386001386059,0.0,-0.2799765498075424,-5.475806915873465,0.3032416402453163,-0.2814262495824993,22.22146418548367,0.5422372954121524,4.1977027092154575,0.3150236992856941,590
0.001,1e-05,0.1,600,0.01,3,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,7.34951596299652,0.49,0.28134880657542827,74.68263404420001,0.8449810592441325,1.0,0.86413069581398,93.1386001386059,0.0,-2.5362096287795746,-14.411154757067528,-0.5510530679799234,-2.5368444906663683,68.80920560333873,0.7788426200781196,3.734562074061538,0.060137990416346765,2174
0.001,1e-05,0.01,1000,0.01,3,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,11.681929516009404,0.48,0.2729943060246225,75.42515516953992,0.7583718870009343,1.0,0.86413069581398,93.1386001386059,0.0,-4.347766708009957,-31.18792003817697,0.024848067727507677,-4.347419893008606,115.80460273333388,0.4510190130099208,1.0835186542742439,0.03575016930337734,734
0.001,1e-05,0.01,1000,0.03,3,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,11.966394253002363,0.48,0.27294614413139867,75.07507314080276,0.704039080448241,1.0,0.86413069581398,93.1386001386059,0.0,-13.605159907623195,-100.91499712135331,-0.3845694587043768,-13.605000918046358,356.6296035462193,1.1181094239204945,9.573076179890657,0.05453699651504865,832
0.001,1e-05,0.1,1000,0.01,3,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,12.785880814000848,0.47,0.2637418273919728,75.47829076832174,0.7933646816059472,1.0,0.86413069581398,93.1386001386059,0.0,-4.326538826788527,-31.39923427415618,0.024965612555184973,-4.327180303856867,114.07881950240096,0.2505498301570163,8.717937139401595,0.07360192143006594,2464
0.001,3e-05,0.1,600,0.03,3,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,6.998248129995773,0.46,0.25469003877784896,69.90037190670024,0.7676185203377905,1.0,0.86413069581398,93.1386001386059,0.0,-7.406749990020905,-47.47042813344139,0.2733507623627208,-7.406079175639697,209.0159778398302,0.47560273977785245,1.6487951968851173,0.05620498059776306,4862
0.001,1e-05,0.01,300,0.01,2,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,3.7310586019884795,0.45,0.2331667537421081,80.57270040139429,0.5019007050337673,1.0,0.86413069581398,93.1386001386059,0.0,-1.1973367065760352,-9.628233094331955,-0.36450199576669695,-1.2061791334470957,27.275029854013052,2.820775352653154,8.653843357236418,0.21442365300901273,112
0.001,1e-05,0.1,300,0.01,2,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,3.7758971080038464,0.45,0.2331667537421081,80.62387974558644,0.5006383794558473,1.0,0.86413069581398,93.1386001386059,0.0,-1.2022771433992154,-9.666488634044295,-0.3686495382399635,-1.2113448795838355,27.304850805852062,2.8360177940690625,8.494874580936328,0.2211258553346563,1840
0.001,1e-05,0.05,300,0.01,2,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,reinforce,1,normal,100,20,42,123,cuda,ok,,3.8583224290050566,0.45,0.2331667537421081,80.58198277691734,0.5020756816132823,1.0,0.86413069581398,93.1386001386059,0.0,-1.1989639035355173,-9.632245743416936,-0.36575412058438067,-1.2077812597512096,27.27824147609217,2.8094706025969804,8.607284271195134,0.21482262937215546,976
0.001,1e-05,0.1,1000,0.01,3,0.0001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,123,cuda,ok,,11.745374470992829,0.44,0.2322828117221827,73.14426033246616,0.9207905016052709,1.0,0.86413069581398,93.1386001386059,0.0,-4.4528511962785675,-36.90268079456339,0.025433536469125776,-4.458087724108999,115.26864195299504,0.9768545117103239,13.232217073470206,0.18141666846600155,2462
0.001,1e-05,0.01,1000,0.003,2,0.001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,42,cuda,ok,,10.250065049011027,0.44,0.21246960839073545,80.13711573189919,0.6114283585537497,1.0,0.86413069581398,93.1386001386059,1.8827720027721195,-0.4535319181562074,-1.287046664080415,0.02254759468967856,-0.4357623694299714,17.58603416071678,0.3387407265006135,2.278068844947927,0.22905254049496704,605
0.001,1e-05,0.1,1000,0.003,2,0.001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,42,cuda,ok,,10.085176883003442,0.44,0.2121238475572534,79.96839729653628,0.6210932446046352,1.0,0.86413069581398,93.1386001386059,1.8827720027721195,-0.452334269489783,-1.2967536577936274,0.02373634558702858,-0.4347196117348796,17.56972892824619,0.3370849261122662,2.268907751865994,0.22857904824838046,2333
0.001,1e-05,0.05,1000,0.003,2,0.001,16,0.001,reg_fixed,adam,warm,False,fogas_diag,adam,exact,1,normal,100,20,42,42,cuda,ok,,9.73951852999744,0.44,0.21196382544554968,80.04825374361342,0.6149727911859708,1.0,0.86413069581398,93.1386001386059,1.8827720027721195,-0.4466400891147186,-1.2987858806852128,0.027544503717113523,-0.42907128919825477,17.55596453551233,0.3396215447520461,2.3193104253478993,0.2330338547128142,1469
