alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,bandwidth_scale,theta_mode,theta_optimizer,theta_start_mode,theta_include_beta_cov,beta_update,policy_optimizer,policy_gradient,fisher_damping,cg_iters,cg_tol,state_weight_update,num_trajectories,max_steps,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.003,0.0003,0.1,4000,0.3,40,0.0001,2.0,reg_fixed,adam,warm,False,fogas_full,npg,exact,0.001,50,1e-10,normal,100,20,42,cpu,ok,,905.6239669390197,0.92,-0.3308501575470066,2.12327397648736,0.732740968231516,0.97,-0.25968784685821567,2.71741380593703,0.29621375061711896,-4.239807319155039,-38.481478746967795,3.210558827379168,-3.4753389089155586,136.35650927190505,8.985131583523215,101.30154528990671,0.05324822733551882,16114
