state,action,reward,next_state
0,1,-0.1,3
3,3,-0.1,4
4,2,-0.1,3
3,3,-0.1,4
4,2,-0.1,3
3,0,-0.1,0
0,0,-0.1,0
0,3,-0.1,1
1,2,-0.1,0
0,1,-0.1,3
3,3,-0.1,4
4,0,-0.1,1
1,0,-0.1,1
1,3,-0.1,2
2,1,-0.1,5
5,3,-0.1,5
5,1,-0.1,8
0,1,-0.1,3
3,1,-0.1,6
6,3,-0.1,7
7,0,-0.1,4
4,1,-0.1,7
7,2,-0.1,6
6,1,-0.1,6
6,3,-0.1,7
7,1,-0.1,7
7,0,-0.1,4
4,1,-0.1,7
7,3,-0.1,8
0,1,-0.1,3
3,3,-0.1,4
4,0,-0.1,1
1,1,-0.1,4
4,2,-0.1,3
3,2,-0.1,3
3,2,-0.1,3
3,1,-0.1,6
6,2,-0.1,6
6,0,-0.1,3
3,3,-0.1,4
4,0,-0.1,1
1,2,-0.1,0
0,1,-0.1,3
3,1,-0.1,6
6,3,-0.1,7
7,3,-0.1,8
0,1,-0.1,3
3,2,-0.1,3
3,3,-0.1,4
4,2,-0.1,3
3,1,-0.1,6
6,0,-0.1,3
3,3,-0.1,4
4,2,-0.1,3
3,3,-0.1,4
4,2,-0.1,3
3,1,-0.1,6
6,1,-0.1,6
6,2,-0.1,6
6,2,-0.1,6
6,1,-0.1,6
6,0,-0.1,3
3,1,-0.1,6
6,2,-0.1,6
6,1,-0.1,6
6,3,-0.1,7
0,1,-0.1,3
3,3,-0.1,4
4,2,-0.1,3
3,1,-0.1,6
6,1,-0.1,6
6,3,-0.1,7
7,2,-0.1,6
6,1,-0.1,6
6,0,-0.1,3
3,2,-0.1,3
3,3,-0.1,4
4,0,-0.1,1
1,2,-0.1,0
0,0,-0.1,0
0,3,-0.1,1
1,0,-0.1,1
1,1,-0.1,4
4,1,-0.1,7
7,0,-0.1,4
4,3,-0.1,5
0,2,-0.1,0
0,1,-0.1,3
3,2,-0.1,3
3,1,-0.1,6
6,2,-0.1,6
6,2,-0.1,6
6,1,-0.1,6
6,3,-0.1,7
7,1,-0.1,7
7,2,-0.1,6
6,0,-0.1,3
3,1,-0.1,6
6,3,-0.1,7
7,3,-0.1,8
0,0,-0.1,0
0,2,-0.1,0
0,1,-0.1,3
3,3,-0.1,4
4,2,-0.1,3
3,1,-0.1,6
6,3,-0.1,7
7,3,-0.1,8
0,0,-0.1,0
0,3,-0.1,1
1,0,-0.1,1
1,3,-0.1,2
2,0,-0.1,2
2,3,-0.1,2
2,3,-0.1,2
2,0,-0.1,2
2,0,-0.1,2
2,3,-0.1,2
2,0,-0.1,2
2,3,-0.1,2
2,1,-0.1,5
5,2,-0.1,4
4,1,-0.1,7
7,1,-0.1,7
7,1,-0.1,7
7,2,-0.1,6
6,0,-0.1,3
3,0,-0.1,0
0,3,-0.1,1
1,2,-0.1,0
0,3,-0.1,1
1,3,-0.1,2
2,3,-0.1,2
2,0,-0.1,2
2,0,-0.1,2
2,1,-0.1,5
5,2,-0.1,4
4,2,-0.1,3
3,3,-0.1,4
4,3,-0.1,5
5,0,-0.1,2
2,2,-0.1,1
1,2,-0.1,0
0,1,-0.1,3
3,0,-0.1,0
0,3,-0.1,1
1,2,-0.1,0
0,3,-0.1,1
0,1,-0.1,3
3,0,-0.1,0
0,3,-0.1,1
1,3,-0.1,2
2,0,-0.1,2
2,1,-0.1,5
5,3,-0.1,5
5,3,-0.1,5
5,1,-0.1,8
0,0,-0.1,0
0,1,-0.1,3
3,2,-0.1,3
3,1,-0.1,6
6,1,-0.1,6
6,2,-0.1,6
6,0,-0.1,3
3,1,-0.1,6
6,0,-0.1,3
3,0,-0.1,0
0,0,-0.1,0
0,2,-0.1,0
0,2,-0.1,0
0,3,-0.1,1
1,2,-0.1,0
0,2,-0.1,0
0,0,-0.1,0
0,0,-0.1,0
0,0,-0.1,0
0,1,-0.1,3
0,0,-0.1,0
0,0,-0.1,0
0,0,-0.1,0
0,3,-0.1,1
1,3,-0.1,2
2,1,-0.1,5
5,3,-0.1,5
5,2,-0.1,4
4,3,-0.1,5
5,1,-0.1,8
0,2,-0.1,0
0,0,-0.1,0
0,1,-0.1,3
3,0,-0.1,0
0,1,-0.1,3
3,2,-0.1,3
3,1,-0.1,6
6,0,-0.1,3
3,2,-0.1,3
3,2,-0.1,3
3,3,-0.1,4
4,1,-0.1,7
7,2,-0.1,6
6,0,-0.1,3
3,3,-0.1,4
4,0,-0.1,1
1,1,-0.1,4
4,2,-0.1,3
3,2,-0.1,3
3,3,-0.1,4
0,2,-0.1,0
0,2,-0.1,0
0,0,-0.1,0
0,1,-0.1,3
3,2,-0.1,3
3,3,-0.1,4
4,3,-0.1,5
5,0,-0.1,2
2,0,-0.1,2
2,0,-0.1,2
2,2,-0.1,1
1,2,-0.1,0
0,2,-0.1,0
0,2,-0.1,0
0,1,-0.1,3
3,3,-0.1,4
4,0,-0.1,1
1,1,-0.1,4
4,2,-0.1,3
3,0,-0.1,0
0,2,-0.1,0
0,3,-0.1,1
1,1,-0.1,4
4,3,-0.1,5
5,0,-0.1,2
2,2,-0.1,1
1,1,-0.1,4
4,3,-0.1,5
5,3,-0.1,5
5,0,-0.1,2
2,1,-0.1,5
5,3,-0.1,5
5,3,-0.1,5
5,3,-0.1,5
5,2,-0.1,4
4,0,-0.1,1
1,2,-0.1,0
0,2,-0.1,0
0,3,-0.1,1
1,1,-0.1,4
0,1,-0.1,3
3,1,-0.1,6
6,3,-0.1,7
7,3,-0.1,8
0,3,-0.1,1
1,2,-0.1,0
0,0,-0.1,0
0,0,-0.1,0
0,0,-0.1,0
0,3,-0.1,1
1,0,-0.1,1
1,3,-0.1,2
2,0,-0.1,2
2,3,-0.1,2
2,2,-0.1,1
1,1,-0.1,4
4,3,-0.1,5
5,3,-0.1,5
5,3,-0.1,5
5,3,-0.1,5
5,3,-0.1,5
5,0,-0.1,2
2,0,-0.1,2
2,2,-0.1,1
0,2,-0.1,0
0,0,-0.1,0
0,1,-0.1,3
3,2,-0.1,3
3,2,-0.1,3
3,0,-0.1,0
0,0,-0.1,0
0,1,-0.1,3
3,0,-0.1,0
0,1,-0.1,3
3,3,-0.1,4
4,1,-0.1,7
7,2,-0.1,6
6,0,-0.1,3
3,3,-0.1,4
4,2,-0.1,3
3,2,-0.1,3
3,0,-0.1,0
0,0,-0.1,0
0,3,-0.1,1
0,1,-0.1,3
3,2,-0.1,3
3,1,-0.1,6
6,3,-0.1,7
7,1,-0.1,7
7,3,-0.1,8
0,2,-0.1,0
0,0,-0.1,0
0,0,-0.1,0
0,2,-0.1,0
0,2,-0.1,0
0,2,-0.1,0
0,1,-0.1,3
3,0,-0.1,0
0,1,-0.1,3
3,3,-0.1,4
4,2,-0.1,3
3,0,-0.1,0
0,3,-0.1,1
1,1,-0.1,4
4,3,-0.1,5
5,1,-0.1,8
0,1,-0.1,3
3,0,-0.1,0
0,1,-0.1,3
3,2,-0.1,3
3,1,-0.1,6
6,1,-0.1,6
6,3,-0.1,7
7,2,-0.1,6
6,0,-0.1,3
3,2,-0.1,3
3,1,-0.1,6
6,1,-0.1,6
6,3,-0.1,7
7,0,-0.1,4
4,2,-0.1,3
3,1,-0.1,6
6,0,-0.1,3
3,1,-0.1,6
6,0,-0.1,3
3,3,-0.1,4
0,3,-0.1,1
1,2,-0.1,0
0,1,-0.1,3
3,3,-0.1,4
4,3,-0.1,5
5,3,-0.1,5
5,0,-0.1,2
2,3,-0.1,2
2,0,-0.1,2
2,0,-0.1,2
2,1,-0.1,5
5,0,-0.1,2
2,0,-0.1,2
2,3,-0.1,2
2,2,-0.1,1
1,3,-0.1,2
2,3,-0.1,2
2,2,-0.1,1
1,2,-0.1,0
0,1,-0.1,3
0,1,-0.1,3
3,1,-0.1,6
6,2,-0.1,6
6,2,-0.1,6
6,1,-0.1,6
