n_centers,ridge,sigma_mult,base_sigma,sigma,feature_dim,converged,status,error,elapsed_seconds
89,0.01,0.1,0.11276683885299536,0.011276683885299538,360,False,ok,,0.3420701581053436
89,0.01,0.2,0.11276683885299536,0.022553367770599075,360,False,ok,,0.3409334118478
89,0.01,0.4,0.11276683885299536,0.04510673554119815,360,False,ok,,0.3385510388761759
89,0.01,0.6,0.11276683885299536,0.06766010331179721,360,False,ok,,0.3400383950211108
89,0.01,0.8,0.11276683885299536,0.0902134710823963,360,False,ok,,0.3389499878976494
89,0.01,1.0,0.11276683885299536,0.11276683885299536,360,False,ok,,0.3392487959936261
89,0.1,0.05,0.11276683885299536,0.005638341942649769,360,False,ok,,0.343822353053838
89,0.1,0.1,0.11276683885299536,0.011276683885299538,360,False,ok,,0.5034498909953982
89,0.1,0.2,0.11276683885299536,0.022553367770599075,360,False,ok,,0.3401827539782971
89,0.1,0.4,0.11276683885299536,0.04510673554119815,360,False,ok,,0.3422696068882942
89,0.1,0.6,0.11276683885299536,0.06766010331179721,360,False,ok,,0.3386417389847338
89,0.1,0.8,0.11276683885299536,0.0902134710823963,360,False,ok,,0.3394502371083945
89,0.1,1.0,0.11276683885299536,0.11276683885299536,360,False,ok,,0.353942072018981
89,1.0,0.05,0.11276683885299536,0.005638341942649769,360,False,ok,,0.34109760099090636
89,1.0,0.1,0.11276683885299536,0.011276683885299538,360,False,ok,,0.3422216880135238
89,1.0,0.2,0.11276683885299536,0.022553367770599075,360,False,ok,,0.3478222710546106
89,1.0,0.4,0.11276683885299536,0.04510673554119815,360,False,ok,,0.3410736108198762
89,1.0,0.6,0.11276683885299536,0.06766010331179721,360,False,ok,,0.34120884095318615
89,1.0,0.8,0.11276683885299536,0.0902134710823963,360,False,ok,,0.3428922360762954
89,1.0,1.0,0.11276683885299536,0.11276683885299536,360,False,ok,,0.33936722693033516
89,10.0,0.05,0.11276683885299536,0.005638341942649769,360,False,ok,,0.34120582113973796
89,10.0,0.1,0.11276683885299536,0.011276683885299538,360,False,ok,,0.3450655702035874
89,10.0,0.2,0.11276683885299536,0.022553367770599075,360,False,ok,,0.34142524003982544
89,10.0,0.4,0.11276683885299536,0.04510673554119815,360,False,ok,,0.34197315806522965
89,10.0,0.6,0.11276683885299536,0.06766010331179721,360,False,ok,,0.3465401839930564
89,10.0,0.8,0.11276683885299536,0.0902134710823963,360,False,ok,,0.3394111259840429
89,10.0,1.0,0.11276683885299536,0.11276683885299536,360,False,ok,,0.3381704699713737
88,1e-06,0.05,0.11245240643781453,0.005622620321890727,356,False,ok,,0.34327011415734887
88,1e-06,0.1,0.11289950488004898,0.011289950488004899,356,True,ok,,0.3361009762156755
87,1e-06,0.05,0.11307080696519624,0.005653540348259812,352,False,ok,,0.3407696019858122
87,1e-06,0.1,0.11231707779054818,0.01123170777905482,352,True,ok,,0.33598474599421024
86,1e-06,0.05,0.11282459679747968,0.005641229839873984,348,False,ok,,0.33858278999105096
86,1e-06,0.1,0.11282459679747968,0.011282459679747968,348,True,ok,,0.3314091598149389
85,1e-06,0.05,0.11235022742733757,0.005617511371366879,344,False,ok,,0.3418762991204858
85,1e-06,0.1,0.11235022742733757,0.011235022742733757,344,False,ok,,0.3363768649287522
85,1e-06,0.2,0.11235022742733757,0.022470045485467514,344,False,ok,,0.3404118539765477
85,1e-06,0.4,0.11235022742733757,0.04494009097093503,344,False,ok,,0.33873307798057795
85,1e-06,0.6,0.11235022742733757,0.06741013645640254,344,False,ok,,0.33345443406142294
85,1e-06,0.8,0.11235022742733757,0.08988018194187006,344,False,ok,,0.3349849299993366
85,1e-06,1.0,0.11235022742733757,0.11235022742733757,344,False,ok,,0.33768775197677314
85,0.0001,0.05,0.11235022742733757,0.005617511371366879,344,False,ok,,0.33710681390948594
85,0.0001,0.1,0.11235022742733757,0.011235022742733757,344,False,ok,,0.33643900603055954
85,0.0001,0.2,0.11235022742733757,0.022470045485467514,344,False,ok,,0.3389056269079447
85,0.0001,0.4,0.11235022742733757,0.04494009097093503,344,False,ok,,0.3365313650574535
85,0.0001,0.6,0.11235022742733757,0.06741013645640254,344,False,ok,,0.3365765039343387
85,0.0001,0.8,0.11235022742733757,0.08988018194187006,344,False,ok,,0.3383914390578866
85,0.0001,1.0,0.11235022742733757,0.11235022742733757,344,False,ok,,0.3365466350223869
85,0.01,0.05,0.11235022742733757,0.005617511371366879,344,False,ok,,0.33688189391978085
85,0.01,0.1,0.11235022742733757,0.011235022742733757,344,False,ok,,0.33977892505936325
85,0.01,0.2,0.11235022742733757,0.022470045485467514,344,False,ok,,0.33715595211833715
85,0.01,0.4,0.11235022742733757,0.04494009097093503,344,False,ok,,0.3356503478717059
85,0.01,0.6,0.11235022742733757,0.06741013645640254,344,False,ok,,0.33723647193983197
85,0.01,0.8,0.11235022742733757,0.08988018194187006,344,False,ok,,0.3385981279425323
85,0.01,1.0,0.11235022742733757,0.11235022742733757,344,False,ok,,0.33622349612414837
85,0.1,0.05,0.11265881301884051,0.0056329406509420255,344,False,ok,,0.3403162541799247
85,0.1,0.1,0.11235022742733757,0.011235022742733757,344,False,ok,,0.33765980205498636
85,0.1,0.2,0.11235022742733757,0.022470045485467514,344,False,ok,,0.33676348510198295
85,0.1,0.4,0.11265881301884051,0.045063525207536204,344,False,ok,,0.33864670898765326
85,0.1,0.6,0.11235022742733757,0.06741013645640254,344,False,ok,,0.3357495879754424
85,0.1,0.8,0.11235022742733757,0.08988018194187006,344,False,ok,,0.33445110102184117
85,0.1,1.0,0.11235022742733757,0.11235022742733757,344,False,ok,,0.33943138690665364
85,1.0,0.05,0.11235022742733757,0.005617511371366879,344,False,ok,,0.3382955598644912
85,1.0,0.1,0.11235022742733757,0.011235022742733757,344,False,ok,,0.3360469569452107
85,1.0,0.2,0.11235022742733757,0.022470045485467514,344,False,ok,,0.3378302410710603
85,1.0,0.4,0.11235022742733757,0.04494009097093503,344,False,ok,,0.3367089640814811
85,1.0,0.6,0.11235022742733757,0.06741013645640254,344,False,ok,,0.3356054180767387
85,1.0,0.8,0.11235022742733757,0.08988018194187006,344,False,ok,,0.34434987092390656
85,1.0,1.0,0.11235022742733757,0.11235022742733757,344,False,ok,,0.3349442798644304
85,10.0,0.05,0.11235022742733757,0.005617511371366879,344,False,ok,,0.33460585097782314
85,10.0,0.1,0.11235022742733757,0.011235022742733757,344,False,ok,,0.338418300030753
85,10.0,0.2,0.11235022742733757,0.022470045485467514,344,False,ok,,0.33562178793363273
85,10.0,0.4,0.11235022742733757,0.04494009097093503,344,False,ok,,0.33412698190659285
85,10.0,0.6,0.11265881301884051,0.0675952878113043,344,False,ok,,0.33780104108154774
85,10.0,0.8,0.11235022742733757,0.08988018194187006,344,False,ok,,0.3360571269877255
85,10.0,1.0,0.11235022742733757,0.11235022742733757,344,False,ok,,0.3362039257772267
84,1e-06,0.05,0.11329692571759069,0.005664846285879535,340,False,ok,,0.3400173739064485
84,1e-06,0.1,0.11329692571759069,0.01132969257175907,340,True,ok,,0.33336789486929774
83,1e-06,0.05,0.11367658348728082,0.005683829174364042,336,False,ok,,0.3351377979852259
83,1e-06,0.1,0.11367658348728082,0.011367658348728084,336,True,ok,,0.3435489840339869
82,1e-06,0.05,0.1137565142114306,0.00568782571057153,332,False,ok,,0.33468477008864284
82,1e-06,0.1,0.1137565142114306,0.01137565142114306,332,True,ok,,0.33003026410005987
81,1e-06,0.05,0.11398930798598916,0.005699465399299459,328,False,ok,,0.3377849808894098
81,1e-06,0.1,0.11398930798598916,0.011398930798598918,328,False,ok,,0.3346767509356141
81,1e-06,0.2,0.11398930798598916,0.022797861597197835,328,False,ok,,0.33244621800258756
81,1e-06,0.4,0.11398930798598916,0.04559572319439567,328,False,ok,,0.33367038308642805
81,1e-06,0.6,0.11398930798598916,0.06839358479159349,328,False,ok,,0.3393140889238566
81,1e-06,0.8,0.11398930798598916,0.09119144638879134,328,False,ok,,0.33208661898970604
81,1e-06,1.0,0.11398930798598916,0.11398930798598916,328,False,ok,,0.3358601469080895
81,0.0001,0.05,0.11398930798598916,0.005699465399299459,328,False,ok,,0.33316315500997007
81,0.0001,0.1,0.11398930798598916,0.011398930798598918,328,False,ok,,0.33151091006584466
81,0.0001,0.2,0.11398930798598916,0.022797861597197835,328,False,ok,,0.33622001693584025
81,0.0001,0.4,0.11398930798598916,0.04559572319439567,328,False,ok,,0.3320531889330596
81,0.0001,0.6,0.11398930798598916,0.06839358479159349,328,False,ok,,0.3297817260026932
81,0.0001,0.8,0.11398930798598916,0.09119144638879134,328,False,ok,,0.33556484803557396
81,0.0001,1.0,0.11398930798598916,0.11398930798598916,328,False,ok,,0.3322119479998946
