critic_update,alpha,actor_lr,ridge,T,batch_size,critic_lr,critic_inner_steps,intended_prob,dataset_path,num_trajectories,max_steps,max_steps_long,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_success_rate_200,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_success_rate_200,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_objective,final_actor_loss,final_critic_loss,final_critic_objective,final_theta_norm,final_psi_norm,final_policy_grad_norm,final_actor_delta_mean,final_actor_delta_std,final_critic_delta_mean,final_critic_delta_std,done_fraction,run_idx
batch_adam,0.0003,0.01,1e-08,3000,64.0,0.001,50.0,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_stoch.csv,100,100,200,42,cuda:2,ok,,259.0323829840054,0.0,0.0,-0.9999734386011134,-1.001884996736417,0.0012481468543427483,0.0,0.0,-0.9999734386011134,-1.0005889635301288,0.00045695793348074243,52.095517164581295,-52.095517164581295,52.0964598172545,52.09565797388785,6.93618064924119,31.756928141952052,0.008845620258370004,-0.012239689739363912,0.17654841059876897,-0.012239795330922234,0.17654864252409075,0.009625,2123
