alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_mode,theta_lambda,D_theta,theta_optimizer,theta_start_mode,theta_include_beta_cov,beta_update,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,intended_prob,dataset_path,num_trajectories,max_steps,max_steps_long,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_success_rate_200,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_success_rate_200,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.0005,0.001,0.01,5000,0.01,10,reg_fixed,0.0001,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:3,ok,,70.61405463493429,0.0,0.0,-0.9999734386011134,-1.0010585004477401,0.0009791435915317086,0.0,0.0,-0.9999734386011134,-1.0000034526756316,6.287559534037522e-07,-0.11660006421709139,-1.8776204154374885,0.10818752023045343,-0.03797706291743929,27.558707363434404,0.0041783099847073814,0.02027626283485382,4.315856729774248e-06,1588
0.0005,0.0001,0.5,5000,0.1,10,reg_fixed,1e-05,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:0,ok,,70.88308686390519,0.0,0.0,-0.9999734386011134,-1.000271579348761,0.0002426797922484074,0.0,0.0,-0.9999734386011134,-1.0000031249399663,9.424782150075887e-08,-0.4458985298282121,-21.701668367135085,2.1422697451824346,-0.18224343785961533,191.00474055142715,0.05054692016483796,0.45973798135373134,4.179155470541351e-06,760
0.0005,0.0001,0.5,5000,0.3,10,reg_fixed,0.0001,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:0,ok,,71.05147428903729,0.0,0.0,-0.9999734386011134,-1.0007383839360708,0.00045004068042684125,0.0,0.0,-0.9999734386011134,-1.000003440436995,6.016964761084811e-07,-1.4370143494463299,-11.045772182470019,1.2852465241064073,-0.7062227733162473,118.83906612353707,0.025742209669884986,0.4634833365180506,0.00012267283717475088,769
0.001,0.0001,0.1,5000,0.01,10,reg_fixed,1e-05,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:5,ok,,71.21346000186168,0.0,0.0,-0.9999734386011134,-1.0000656420917347,6.672203849640633e-05,0.0,0.0,-0.9999734386011134,-1.000003087935596,3.9256541394998504e-08,2.2574832213299567,-98.16436719180773,9.35775658576341,3.5261944471578133,477.22224666708473,1.691755550574639,1.3686908243830003,0.08623670103680511,2742
0.0005,0.001,0.1,5000,0.01,10,reg_fixed,0.0001,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:4,ok,,71.21770791290328,0.0,0.0,-0.9999734386011134,-1.0014071615593136,0.001390094489771779,0.0,0.0,-0.9999734386011134,-1.00000344133874,6.043528489331632e-07,-0.1497041793763561,-3.675245952200174,0.3264089312947415,-0.054648884145121084,33.06296774095033,0.006163975222048838,0.06698521906406224,4.284806140978048e-06,1693
0.0005,3e-05,0.5,5000,0.1,10,reg_fixed,1e-06,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:2,ok,,71.30035315197892,0.0,0.0,-0.9999734386011134,-1.0002100284847832,0.00019992295457186096,0.0,0.0,-0.9999734386011134,-1.0000031252495905,1.0823337112090847e-07,-2.317869807469471,436.9970258687964,-45.1134662737903,1.1868976988769422,2607.6659286886907,15.575469165567123,5.3379557649120395,0.019168545608548613,235
0.001,0.0003,0.1,5000,0.1,10,reg_fixed,0.0001,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:1,ok,,71.3559527178295,0.0,0.0,-0.9999734386011134,-1.0001288460752507,0.00010858937695485409,0.0,0.0,-0.9999734386011134,-1.000003440436995,6.016964761084811e-07,-0.3341121796721219,-5.943171999833204,0.5549570483552038,-0.14685681335000128,54.27199712517421,0.006409697191148741,0.14551624986662226,4.170561046303393e-05,3282
0.001,0.0003,0.01,5000,0.03,10,reg_fixed,1e-05,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:0,ok,,71.36185805499554,0.0,0.0,-0.9999734386011134,-1.0000823050730396,6.951458705145234e-05,0.0,0.0,-0.9999734386011134,-1.0000031529048707,1.720393555307825e-07,-0.7064604247069766,-21.70174572352783,2.3657666497358174,-0.5186927263323488,151.6088795920275,0.9137720212654926,0.42935523483333854,0.05671086707353222,3169
0.0005,0.001,0.01,5000,0.01,10,reg_fixed,0.001,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:4,ok,,71.41224016807973,0.0,0.0,-0.9999734386011134,-1.0026621007080878,0.0015043911724267793,0.0,0.0,-0.9999734386011134,-1.0020094288878265,0.0010950107760664587,-0.0965844487582869,-0.9429841918011101,0.17141710420723758,-0.0957854114532251,13.846541338200137,0.001648253230109185,0.03335566315795741,4.290743230021996e-05,1589
0.0005,3e-05,0.1,5000,0.03,10,reg_fixed,1e-05,,adam,warm,False,fogas_full,adam,exact,4,normal,0.8,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_stoch_new.csv,100,100,200,42,cuda:3,ok,,71.54494694713503,0.0,0.0,-0.9999734386011134,-1.0001770325303894,0.00016992915845612036,0.0,0.0,-0.9999734386011134,-1.0000034415964656,6.051129005829229e-07,-2.859150879968322,-52.506061193742994,4.875932078559372,-1.4022684145364366,527.7985723924338,1.3464738387070365,1.0021723031863645,0.01072182384033781,124
