run_idx,status,error,elapsed_seconds,device,torch_threads,seed,dataset_size,epsilon,proportions,proportion_key,reset_mode,reset_support_size,extra_terminal_steps,collection_max_steps,intended_prob,fogas_T,fogas_alpha,fogas_eta,fogas_rho,fogas_D_theta,fogas_beta,coverage_beta,feature_coverage,unique_states,unique_state_actions,state_coverage_ratio,state_action_coverage_ratio,goal_transitions,pit_transitions,terminal_transitions,missing_nonwall_nonterminal_states,observed_goal_reachable,observed_goal_shortest_steps,reward_mean,reward_min,reward_max,planner_policy_return,planner_v_x0,planner_success_rate_50,planner_success_rate_100,planner_success_rate_200,planner_avg_return_50,planner_avg_return_100,planner_avg_return_200,greedy_success_rate_50,greedy_success_rate_100,greedy_success_rate_200,greedy_avg_return_50,greedy_policy_return,greedy_v_x0,greedy_v_gap,greedy_on_data_quality,solver_success_rate_50,solver_success_rate_100,solver_success_rate_200,solver_avg_return_50,solver_policy_return,solver_v_x0,solver_v_gap,solver_on_data_quality,final_lambda_norm,final_theta_bar_norm
2262,ok,,27.455836378969252,cuda:5,1,42,2000,0.7,20% optimal-eps / 80% random,20_80,occupancy_uniform,46,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,37.46902193202856,63,227,0.63,0.5675,0,160,160,8,False,nan,-0.18988999999999998,-4.265,0.0,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.65,0.7,0.7,-1.0603725298899604,-0.10706033908505994,-1.0706033908505996,0.07525306461424448,0.15788839234744254,0.4,0.68,0.71,-1.0386931877127894,-0.10470168217830197,-1.04701682178302,0.0393352012955105,0.1440444820785095,0.17428239436422346,464233.7037315547
3125,ok,,32.76452237693593,cuda:4,1,42,12000,1.0,70% optimal-eps / 30% random,70_30,uniform_50_occupancy_50,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,28.747433781845437,72,288,0.72,0.72,64,815,879,0,True,24,-0.1772683333333333,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.58,0.79,0.81,-1.0593389601326324,-0.10711984989473992,-1.0711984989473995,0.07877881196336552,0.1297931754095016,0.1,0.4,0.48,-1.050291434981434,-0.10869132216652823,-1.0869132216652826,0.05231645824511927,0.1464269023292726,0.14950741082242736,425946.63126979955
405,ok,,33.38427631906234,cuda:4,1,42,12000,1.0,95% optimal-eps / 5% random,95_5,uniform_valid,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,99.77190393420186,72,288,0.72,0.72,128,1143,1271,0,True,24,-0.2109866666666666,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.57,0.8,0.82,-1.0659683926601375,-0.10851524733567948,-1.085152473356795,0.08407786587914655,0.2981150975147067,0.23,0.55,0.59,-1.0636723948025586,-0.1111513933172417,-1.1115139331724173,0.05182044380936551,0.21845571743164782,0.1432937998600289,479346.1849929987
3555,ok,,32.22108582081273,cuda:2,1,42,12000,0.3,20% optimal-eps / 80% random,20_80,uniform_50_occupancy_uniform_50,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,26.130435029061438,72,288,0.72,0.72,168,776,944,0,True,24,-0.17377166666666669,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.57,0.74,0.75,-1.0689479971077935,-0.1094268606890978,-1.0942686068909782,0.09378782733006345,0.24368035915209527,0.14,0.45,0.56,-1.0803396616809322,-0.10948812631819527,-1.094881263181953,0.043306770192908094,0.21995202772270064,0.15185572283376725,482120.4098307511
3540,ok,,31.247992679011077,cuda:3,1,42,12000,0.05,20% optimal-eps / 80% random,20_80,uniform_50_occupancy_uniform_50,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,12.311330169319655,72,287,0.72,0.7175,124,893,1017,0,True,24,-0.17945583333333331,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.55,0.79,0.82,-1.0603658001828533,-0.10752329063892704,-1.0752329063892707,0.08016175660940625,0.5255318349999126,0.22,0.62,0.7,-1.106105975549414,-0.11296326555923954,-1.1296326555923957,0.053735828128709334,0.5212692805573182,0.1555845425821793,471946.47821475065
445,ok,,33.63309262599796,cuda:4,1,42,12000,1.0,90% optimal-eps / 10% random,90_10,uniform_valid,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,117.26628618586977,72,288,0.72,0.72,136,1099,1235,0,True,24,-0.20537458333333333,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.54,0.79,0.81,-1.0590545706662735,-0.10822272566994247,-1.0822272566994249,0.08141913305486675,0.17381395828961907,0.2,0.61,0.64,-1.0669508043556875,-0.10903588297433887,-1.090358829743389,0.04402787149907962,0.1420580809678187,0.15261145066262097,477304.37006374955
2264,ok,,30.851581210037693,cuda:7,1,42,8000,0.7,20% optimal-eps / 80% random,20_80,occupancy_uniform,46,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,31.318863706840094,67,254,0.67,0.635,4,627,631,5,True,24,-0.19200562499999999,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.54,0.75,0.78,-1.085835158890753,-0.11089376826041084,-1.1089376826041086,0.0959119569822055,0.3016827658763607,0.2,0.52,0.59,-1.0973555849943082,-0.10991593200322529,-1.0991593200322531,0.055879925900553774,0.18798952280073633,0.1513868650738409,456879.5047243654
630,ok,,33.79126528184861,cuda:5,1,42,12000,0.3,20% optimal-eps / 80% random,20_80,uniform_valid,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,24.283372782897718,72,288,0.72,0.72,200,945,1145,0,True,24,-0.18452624999999998,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.54,0.79,0.81,-1.059156851819765,-0.10785081097122824,-1.0785081097122826,0.08006644393457796,0.18788793319423866,0.18,0.54,0.58,-1.0657676929216997,-0.10717996626848329,-1.0717996626848332,0.037462041461535825,0.17125840084808847,0.14990820196543675,471886.04690274916
610,ok,,33.933501676889136,cuda:1,1,42,12000,0.0,20% optimal-eps / 80% random,20_80,uniform_valid,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,12.72110562866802,72,288,0.72,0.72,196,874,1070,0,True,24,-0.1844454166666667,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.49,0.78,0.82,-1.0135489718812718,-0.1017238768827683,-1.0172387688276832,0.015294729948727893,0.19686445391368362,0.17,0.5,0.61,-1.0524967097195705,-0.10674679878941597,-1.06746798789416,0.023153572710130885,0.20066081444252853,0.15829194016595702,496870.3156221098
3410,ok,,32.84718281403184,cuda:1,1,42,12000,1.0,80% optimal-eps / 20% random,80_20,uniform_50_occupancy_uniform_50,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,84.30478878855556,72,288,0.72,0.72,88,1094,1182,0,True,24,-0.20350499999999996,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.47,0.67,0.71,-1.0650063088804897,-0.10855686546564189,-1.0855686546564192,0.08827024285833647,0.1746076609997997,0.14,0.52,0.55,-1.0526691134399444,-0.1080631882341221,-1.0806318823412213,0.04124162278234913,0.14245975505104788,0.14879052614362076,476938.3808370632
558,ok,,29.95608946098946,cuda:5,1,42,4000,0.7,60% optimal-eps / 40% random,60_40,uniform_valid,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,21.459506644906508,72,284,0.72,0.71,84,249,333,0,True,24,-0.15564250000000002,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.44,0.67,0.72,-1.1272110786353806,-0.1125028189368988,-1.1250281893689882,0.12252267074740343,0.3476793929111496,0.14,0.5,0.59,-1.1050240218024785,-0.11096224342780141,-1.1096224342780143,0.07485298478538083,0.3279744198425549,0.15850149113359407,470949.2062869103
2248,ok,,31.957374572055414,cuda:7,1,42,4000,0.2,20% optimal-eps / 80% random,20_80,occupancy_uniform,46,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,18.09280635403937,65,241,0.65,0.6025,20,272,292,7,True,24,-0.17951875,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.43,0.58,0.58,-1.1146939277110781,-0.11106907715587908,-1.110690771558791,0.12397780172961706,0.29305001905754846,0.16,0.46,0.47,-1.0834599925697568,-0.10904315068610539,-1.0904315068610542,0.060733947405275455,0.2808614141442984,0.1613244756028071,443701.31497119414
2261,ok,,33.40565551887266,cuda:4,1,42,1000,0.7,20% optimal-eps / 80% random,20_80,occupancy_uniform,46,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,22.920924443640295,62,214,0.62,0.535,0,80,80,9,False,nan,-0.19169999999999998,-4.265,0.0,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.42,0.61,0.67,-1.0807359914779209,-0.10899889461625822,-1.0899889461625825,0.10138430600834365,0.36414455527092804,0.4,0.76,0.82,-1.0477620409671298,-0.10421261723265243,-1.0421261723265245,0.04258450488183672,0.31207975717891295,0.17551201389960994,442597.28283736575
3519,ok,,34.684486995916814,cuda:6,1,42,8000,0.5,50% optimal-eps / 50% random,50_50,uniform_50_occupancy_uniform_50,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,14.111907918364794,72,278,0.72,0.695,128,385,513,0,True,24,-0.15215062499999998,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.42,0.73,0.77,-1.0927042315454747,-0.10994444072024734,-1.0994444072024736,0.10126361351609157,0.18544852952420904,0.25,0.56,0.61,-1.0786010281792746,-0.10789994279644273,-1.0789994279644275,0.04952019107745778,0.15748905091172513,0.1604253324255042,471170.8381337315
559,ok,,30.631384394830093,cuda:6,1,42,8000,0.7,60% optimal-eps / 40% random,60_40,uniform_valid,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,19.45981361837726,72,287,0.72,0.7175,184,475,659,0,True,24,-0.15785375,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.42,0.65,0.71,-1.105583380017452,-0.1108407134129141,-1.1084071341291413,0.1165031424526133,0.5135442712570606,0.06,0.3,0.45,-1.117072187788069,-0.11323068218755059,-1.1323068218755061,0.07840553731282629,0.5093861252739463,0.15902673619948238,461558.8791259074
