run_idx,status,error,elapsed_seconds,device,torch_threads,seed,dataset_size,epsilon,proportions,proportion_key,reset_mode,reset_support_size,extra_terminal_steps,collection_max_steps,intended_prob,fogas_T,fogas_alpha,fogas_eta,fogas_rho,fogas_D_theta,fogas_beta,coverage_beta,feature_coverage,unique_states,unique_state_actions,state_coverage_ratio,state_action_coverage_ratio,goal_transitions,pit_transitions,terminal_transitions,missing_nonwall_nonterminal_states,observed_goal_reachable,observed_goal_shortest_steps,reward_mean,reward_min,reward_max,planner_policy_return,planner_v_x0,planner_success_rate_50,planner_success_rate_100,planner_success_rate_200,planner_avg_return_50,planner_avg_return_100,planner_avg_return_200,greedy_success_rate_50,greedy_success_rate_100,greedy_success_rate_200,greedy_avg_return_50,greedy_policy_return,greedy_v_x0,greedy_v_gap,greedy_on_data_quality,solver_success_rate_50,solver_success_rate_100,solver_success_rate_200,solver_avg_return_50,solver_policy_return,solver_v_x0,solver_v_gap,solver_on_data_quality,final_lambda_norm,final_theta_bar_norm
1896,ok,,39.31060686195269,cuda:7,1,42,1000,0.7,50% optimal-eps / 50% random,50_50,occupancy,46,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,3.8938624466270926,22,73,0.22,0.1825,0,8,8,45,False,nan,-0.10822000000000004,-4.265,0.0,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.0060322867507718,-0.10104363794616214,-1.0104363794616216,0.011562513950492377,0.02643018793625726,0.0,0.0,0.03,-1.086596900910567,-0.10909915790978708,-1.090991579097871,0.06302518989828297,0.1667894269789053,0.15737977606543377,223541.10177084143
3076,ok,,60.58383048395626,cuda:3,1,42,1000,0.7,80% optimal-eps / 20% random,80_20,uniform_50_occupancy_50,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,5.254253929080333,49,152,0.49,0.38,16,28,44,20,False,nan,-0.12027000000000002,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.0063187829510347,-0.10069907399932972,-1.0069907399932974,0.007725602076035902,0.3051563894000284,0.0,0.0,0.03,-1.0143313632348114,-0.10272790907504606,-1.0272790907504608,0.029672040128740168,0.28661156127273585,0.17473070045283554,271559.08538602135
2566,ok,,55.507984556024894,cuda:5,1,42,1000,0.1,20% optimal-eps / 80% random,20_80,x0_50_occupancy_50,41,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,5.0013469288917465,26,90,0.26,0.225,0,28,28,41,False,nan,-0.136855,-4.265,0.0,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.006863771132517,-0.10180799430226617,-1.018079943022662,0.016362868685963237,0.12920807962651235,0.0,0.0,0.03,-1.112548290881831,-0.11564617207053948,-1.156461720705395,0.07194936226017297,0.38380590518122365,0.15431193031270876,259341.85999064986
678,ok,,41.21293830801733,cuda:5,1,42,4000,0.5,100% optimal-eps / 0% random,100_0,x0_80_uniform_20,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,2.2541736686059384,55,139,0.55,0.3475,24,12,36,14,False,nan,-0.10181250000000004,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.0074383743446316,-0.10061590811196977,-1.0061590811196979,0.006900344105749396,0.10611141972828304,0.0,0.0,0.03,-1.057839908076261,-0.10613552835745102,-1.0613552835745104,0.05664199792756075,0.14576180301997219,0.16917880227158177,245761.79152787378
876,ok,,38.74642313900404,cuda:3,1,42,1000,0.5,60% optimal-eps / 40% random,60_40,x0_80_uniform_20,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,3.3915808747873593,28,82,0.28,0.205,0,16,16,41,False,nan,-0.12967000000000004,-4.265,0.0,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.009170940224043,-0.1021597439404516,-1.0215974394045162,0.024602140973680055,0.10025919485631563,0.0,0.0,0.03,-1.0403743631934284,-0.1047013783635536,-1.0470137836355362,0.04875045765623538,0.1076716670143817,0.16012194815298034,247982.96248164738
311,ok,,40.11209278716706,cuda:6,1,42,1000,0.7,20% optimal-eps / 80% random,20_80,x0,1,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,7.114059243984433,22,73,0.22,0.1825,0,16,16,46,False,nan,-0.12109500000000004,-4.265,0.0,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.0119328992999543,-0.10215876026961253,-1.0215876026961255,0.02380104545666515,0.039391832190251656,0.0,0.0,0.03,-1.0389387320530472,-0.10647636908392259,-1.0647636908392262,0.025249885980887746,0.11193602237779075,0.16118191646230492,256576.55932223113
2586,ok,,56.62466985988431,cuda:1,1,42,1000,0.7,20% optimal-eps / 80% random,20_80,x0_50_occupancy_50,41,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,6.7818004982162385,22,73,0.22,0.1825,0,16,16,46,False,nan,-0.12109500000000004,-4.265,0.0,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.0119328992999543,-0.10215876026961253,-1.0215876026961255,0.02380104545666515,0.03911835799768109,0.0,0.0,0.03,-1.0439143502958508,-0.10669703399045627,-1.066970339904563,0.02601419118012122,0.11464141824209617,0.1618798002539483,255128.72094279047
1936,ok,,39.9263920430094,cuda:7,1,42,1000,0.7,20% optimal-eps / 80% random,20_80,occupancy,46,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,6.604673571372764,22,73,0.22,0.1825,0,16,16,46,False,nan,-0.12109500000000004,-4.265,0.0,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.0139174417920562,-0.10248239499505196,-1.0248239499505198,0.024943269468229164,0.0457779097579725,0.0,0.0,0.03,-1.0447244223573047,-0.10691811652716232,-1.0691811652716234,0.026957868252369486,0.11467230062461473,0.16096427600468668,252480.75446266046
923,ok,,37.22257529897615,cuda:2,1,42,4000,0.7,50% optimal-eps / 50% random,50_50,x0_80_uniform_20,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,6.378005763463197,62,199,0.62,0.4975,16,104,120,9,False,nan,-0.12874625000000003,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.0156902058785813,-0.10255566645893417,-1.025556664589342,0.023099841965933444,0.17332678872008284,0.0,0.0,0.03,-1.053580036676647,-0.1078420350150441,-1.0784203501504412,0.03948010092215554,0.1907730240552454,0.15507853325648757,311784.8584128218
1897,ok,,34.61097558494657,cuda:0,1,42,2000,0.7,50% optimal-eps / 50% random,50_50,occupancy,46,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,4.838524773017491,26,96,0.26,0.24,0,40,40,42,False,nan,-0.11785500000000003,-4.265,0.0,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.0176181577239298,-0.10256848169770594,-1.0256848169770596,0.02321824982966242,0.0980267735314275,0.0,0.0,0.03,-1.0830798652446103,-0.11240398865009202,-1.1240398865009205,0.12009273248309539,0.16999028991365894,0.15119728537874735,256597.1269380035
1818,ok,,38.542420260142535,cuda:1,1,42,4000,0.7,70% optimal-eps / 30% random,70_30,occupancy,46,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,4.741988668691086,27,100,0.27,0.25,0,48,48,41,False,nan,-0.11447375000000004,-4.265,0.0,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.0199466550060754,-0.10331949538748472,-1.0331949538748475,0.03147092347193873,0.09536663614302829,0.0,0.0,0.03,-1.0322223933021457,-0.10579153535606997,-1.0579153535607,0.025675219491433574,0.10383436948489737,0.16121499724001861,258666.64523747587
1126,ok,,50.65413642395288,cuda:5,1,42,1000,0.7,80% optimal-eps / 20% random,80_20,x0_50_uniform_50,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,5.355963072309959,49,152,0.49,0.38,16,28,44,20,False,nan,-0.11978,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.033320119948158,-0.1014948377896969,-1.0149483778969692,0.01692073517062765,0.3137510296273901,0.0,0.0,0.03,-1.0197743964295118,-0.10384645580333415,-1.0384645580333418,0.04487203619536599,0.2964871918654636,0.1747108624480588,272806.8990958687
761,ok,,36.85047079902142,cuda:0,1,42,1000,0.7,90% optimal-eps / 10% random,90_10,x0_80_uniform_20,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,4.290827246077351,27,81,0.27,0.2025,4,4,8,41,False,nan,-0.10521500000000003,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.036088878640697,-0.10299002704651983,-1.0299002704651985,0.03416134854224523,0.14375732090211904,0.0,0.0,0.03,-1.1999540784649916,-0.11957806568694752,-1.1957806568694755,0.2571718338504345,0.35772059538526907,0.16424756476131624,233660.29451877912
721,ok,,38.051504370057955,cuda:0,1,42,1000,0.7,95% optimal-eps / 5% random,95_5,x0_80_uniform_20,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,4.316031197034332,33,90,0.33,0.225,4,8,12,36,False,nan,-0.10932500000000003,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.036088878640697,-0.10299001634634039,-1.0299001634634042,0.03416130888598012,0.17136809508826728,0.0,0.0,0.03,-1.2043554062631536,-0.11997156069848693,-1.1997156069848696,0.2547982878030253,0.36156619660688605,0.16502618908109704,246891.52982748803
505,ok,,37.99995070206933,cuda:0,1,42,12000,0.2,70% optimal-eps / 30% random,70_30,uniform_valid,66,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,9.195410083845225,72,287,0.72,0.7175,436,357,793,0,True,24,-0.11904833333333337,-4.265,0.8350000000000001,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.0408569493419098,-0.10607619866022559,-1.0607619866022562,0.049380015670001554,0.5945723203907275,0.0,0.0,0.03,-1.1064046547376354,-0.1150215375178542,-1.1502153751785422,0.08483709426167164,0.5819777628160209,0.18665206506953858,399149.0211189968
113,ok,,37.79174332902767,cuda:0,1,42,4000,0.7,90% optimal-eps / 10% random,90_10,x0,1,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,4.286019179482257,23,73,0.23,0.1825,0,20,20,44,False,nan,-0.10960875000000005,-4.265,0.0,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.0458849622124071,-0.10418587272435428,-1.0418587272435431,0.0479193552826341,0.07939673830106077,0.0,0.0,0.03,-1.035512202146588,-0.10657576767573422,-1.0657576767573425,0.04684842008904166,0.1037111776541629,0.16038989340066576,261746.20511245474
321,ok,,41.18253942904994,cuda:0,1,42,1000,0.0,0% optimal-eps / 100% random,0_100,x0,1,3,50,0.8,20000,0.005,0.002,0.0005,60.0,1e-07,1e-07,20.235408687739014,24,88,0.24,0.22,0,32,32,43,False,nan,-0.138025,-4.265,0.0,-0.1000003069950309,-1.0000030699503093,0.0,0.0,0.0,-0.9948462247926807,-0.9999734386011134,-0.9999999992944929,0.0,0.0,0.0,-1.0541021735621392,-0.10279542775100041,-1.0279542775100043,0.03207139463033852,0.08147712815536681,0.0,0.0,0.03,-1.077977898085245,-0.10497831311051602,-1.0497831311051604,0.03204439631149557,0.15307549152353978,0.1726261651267175,314563.71267827327
