alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,theta_mode,theta_optimizer,theta_start_mode,theta_include_beta_cov,beta_update,policy_optimizer,policy_gradient,reinforce_samples,state_weight_update,intended_prob,dataset_path,num_trajectories,max_steps,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.003,0.001,2.0,4000,0.01,20,1e-06,reg_fixed,adam,warm,False,fogas_full,adam,exact,4,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular.csv,100,50,42,cpu,ok,,559.0899701159797,0.83,-0.9686341660833684,-0.9639874429264308,0.2051447294028586,1.0,-0.82274123760695,-0.82274123760695,-6.323084167370041e-17,-0.22312313870811984,-21.8829933535088,2.7786446449813598,-0.15057328837891396,312.1529269965696,0.6751025958826389,0.8912389646769081,0.03337631750003163,17148
