ablation,policy_optimizer,policy_gradient,alpha,reinforce_samples,fisher_damping,cg_iters,cg_tol,count,seed_count,ok_count,failed_count,elapsed_seconds_mean,solver_success_rate_best,solver_success_rate_mean,solver_success_rate_std,solver_success_rate_sem,solver_success_rate_ci95,greedy_success_rate_best,greedy_success_rate_mean,greedy_success_rate_std,greedy_success_rate_sem,greedy_success_rate_ci95,solver_avg_return_best,solver_avg_return_mean,solver_avg_return_std,solver_avg_return_sem,solver_avg_return_ci95,greedy_avg_return_best,greedy_avg_return_mean,greedy_avg_return_std,greedy_avg_return_sem,greedy_avg_return_ci95
npg_exact_alpha_fisher,npg,exact,0.001,4,0.003,50,1e-10,5,5,5,0,2911.661564018484,0.21,0.21000000000000002,3.1031676915590914e-17,1.3877787807814457e-17,2.7200464103316335e-17,0.0,0.0,0.0,0.0,0.0,-1.0752348663727755,-1.0752348663727755,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.0001,4,0.0001,50,1e-10,5,5,5,0,3990.972383210622,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.02847789124741,-1.02847789124741,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.0001,4,0.001,50,1e-10,5,5,5,0,3430.093150991807,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0148650164571589,-1.0148650164571589,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.0001,4,3e-06,50,1e-10,5,5,5,0,3627.6029221003873,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.009726330958888,-1.009726330958888,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.003,4,0.003,50,1e-10,5,5,5,0,2661.7683173920027,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.042911642987252,-1.042911642987252,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,3e-05,4,0.001,50,1e-10,5,5,5,0,3529.8975912229625,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.046031471358446,-1.046031471358446,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,0.003,4,0.001,50,1e-10,5,5,5,0,3125.466524974769,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9988351188414196,-0.9988351188414196,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,3e-05,4,1e-06,50,1e-10,5,5,5,0,4220.173660669197,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0341224871620038,-1.0341224871620038,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,3e-05,4,3e-06,50,1e-10,5,5,5,0,3842.92521890467,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0273459446533928,-1.0273459446533928,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
npg_exact_alpha_fisher,npg,exact,3e-05,4,1e-05,50,1e-10,5,5,5,0,3599.258874515211,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0124256224872779,-1.0124256224872779,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
