alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,batch_size,hidden_sizes,beta_reg,theta_mode,theta_optimizer,theta_start_mode,beta_update,policy_optimizer,policy_gradient,nn_seed,seed,device,status,error,elapsed_seconds,greedy_mean_steps,greedy_std_steps,greedy_success_rate,greedy_avg_env_return,greedy_std_env_return,solver_mean_steps,solver_std_steps,solver_success_rate,solver_avg_env_return,solver_std_env_return,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.0002,1e-06,0.005,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,899.4023478829768,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-94.64914960340116,-150.05037104952532,7.491056680615308,-94.9281918701397,372.3100222916276,0.3279975586457816,33.59258141351419,1.8561878147830253,155
0.0003,1e-06,0.005,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,899.4841326969909,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-340.8996081671047,-337.0169757998295,-0.7438063875161401,-340.9002982336373,931.9474324375055,0.06321505354015641,45.33283224246195,0.42734811482142643,257
0.0003,1e-06,0.1,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,899.5577503250097,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-94.18657992564829,-150.40266748386532,7.947301487664275,-94.47905549623336,410.53027945967045,0.04971674001354804,34.695630222738544,1.0826893706499874,285
0.0003,1e-06,0.02,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,899.6205746410415,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-94.04939208777935,-150.6874266798317,8.098379318186034,-94.34369785899628,422.8895274828406,0.8802214799036908,35.319895936868264,1.843495523830502,265
0.0002,1e-06,0.5,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,899.8521303529851,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-94.6101852511505,-149.14311069908206,7.519746879927753,-94.89064308362389,391.6359510155986,1.0985550924438745,33.63763138608317,1.6959735414722168,195
0.0003,3e-07,0.02,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,900.2712737469701,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.2503844399315,-329.9705311020232,-2.0954189331809334,-342.2489001720009,927.8542064637954,0.08158433612869594,22.188075278355758,0.41508869083642014,219
0.0001,3e-07,0.05,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,900.8227827580413,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-130.77570819306183,-131.34523735315668,-1.6657705033414085,-130.7780452996402,468.3653132011336,0.016940046663985388,20.77789556447703,0.41840935116366845,27
0.0001,3e-07,0.02,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,901.2382896709605,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,155.96184013502022,-2198.936139732644,242.94994247939056,153.25040420198957,486.6661955488318,1.3589506481606497,258.19121422352987,2.1728442232303458,19
0.0003,1e-06,0.02,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,903.4060895310249,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-93.85807759151636,-146.52599014241696,8.272565776794062,-94.14679827743649,388.6811907035331,3.9599185106455383,35.480979937352195,2.4115014726516053,264
0.0003,1e-06,0.1,20000,0.001,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,903.872384384973,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-341.22207207230804,-337.4420396046689,-1.067922341714927,-341.22423574524606,952.1270413957268,0.039743786152954215,61.596305306055896,0.42258169217569025,287
0.0003,1e-06,0.05,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,903.9140330479713,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-93.16472875129035,-151.6834200300912,8.953214354646795,-93.56625266737841,430.3846024486903,0.4203428905793758,35.86483259540195,3.101979659498417,272
0.0003,1e-06,0.005,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,904.7625745629775,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-145.95050098765142,-285.3061844140189,18.623259415986013,-146.4940380958674,719.3860485684028,2.6123698373379263,66.73728417133209,23.460626253808634,256
0.0003,1e-06,0.05,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,905.7023973450414,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-340.7965427911918,-335.85014674173806,-0.6421594066099313,-340.79767197421296,863.2031052336102,0.028911794658349612,19.103546324700215,0.4123025865451328,280
0.0003,1e-06,0.02,20000,0.001,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,909.2804595869966,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-341.0527276574157,-336.4826299815363,-0.896676378183857,-341.0550298124784,939.8699181329725,0.12454686054012287,14.355829416449584,0.41378970298128986,268
0.0001,3e-07,0.02,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,909.352586691035,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.07099885941567,-96.96509156253487,-0.9153787258696899,-103.07321207941573,336.4116913996125,0.139686316400003,12.823024186129418,0.41608713246764006,12
0.0002,1e-06,0.02,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,909.6505732709775,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-99.26979604609878,-95.89002445611787,-0.5023131397066786,-99.27488155715365,344.32645451829654,0.06503504122648296,6.778571588484361,0.41446116296185825,164
0.0003,1e-06,0.005,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,909.9514260500437,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-340.7410592580535,-338.3009917707462,-0.5854878066648307,-340.7424422250651,868.0220120562673,0.003998582590712574,63.96026539437504,0.41673235914675477,260
0.0003,3e-07,0.02,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,910.4780489610275,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-102.96273627159614,-98.58856110535768,-0.8070091765094441,-102.96989783314157,316.5554257134087,0.06678854775257971,11.215807701793299,0.415640593561959,212
0.0001,1e-06,0.5,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,910.7754839310073,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-337.11833015342165,-335.45290226537156,-0.4152477013093938,-337.1181566400406,865.6047396798182,0.010168755546287026,116.19018239863694,1.1286213984250755,100
0.0001,1e-06,0.005,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,911.0467005789978,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-5.38577162736685,1165.539180216477,-118.65834375599763,-6.421067448154645,326.50356556417853,0.051783279867665545,248.64042177643526,0.5454700816201964,60
0.0002,1e-06,0.05,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,911.500204069016,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-341.0760117880396,-335.57965443856375,-0.9220789569129957,-341.0784603029045,889.8331999930172,0.04014455510268825,12.478628852698073,0.41278646306013433,180
0.0002,1e-06,0.005,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,911.619422091986,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-132.96898026486184,-215.09678637820213,10.294561413079093,-133.42668976138845,668.8029945844456,9.380478015228427,49.54152532485437,47.6417632400098,156
0.0002,3e-07,0.005,20000,0.001,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,911.6538894110126,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-340.1451330846075,-328.8654855306442,-2.558127282824129,-340.14278872810206,953.8464387513046,0.47620468798188964,90.86586492135872,0.46191498233308775,108
0.0003,3e-07,0.02,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,911.665619085019,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-341.91859493695387,-330.7806712545339,-1.7640022237856094,-341.91980276213246,881.7946023304468,0.17420110732154714,18.195976813414735,0.41409691836427326,220
0.0003,1e-06,0.5,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,911.9984447380411,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-95.23004907589608,-140.49255186501455,6.8576204488282295,-95.5921127628309,385.35491369417616,1.1997386241097092,31.1583387935522,3.23115776490729,292
0.0002,3e-07,0.1,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,912.0732965229545,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-101.29363937202636,-99.8431316939949,0.8604328968943532,-101.42515170072194,457.00667501261483,0.12936195442392603,31.865969548334327,0.6375157758283082,132
0.0002,1e-06,0.5,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,912.2130337349954,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-129.5318962456727,-238.77214392966897,14.099198849445829,-130.01675951070789,679.0401783106257,2.341754797337263,59.138487119806925,12.613138089891883,196
0.0003,3e-07,0.005,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,912.4284374659765,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-21.628779595616628,-27.147878779341774,0.5746303031640658,-21.673542766137064,130.0868176286224,0.04855087276777934,12.598306914313284,0.4050606840232659,204
0.0003,3e-07,0.5,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,912.4465046969708,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-21.114896905984956,-25.773039800113114,0.48064967237926687,-21.16055080469732,119.01974300366227,0.04014750477760904,12.168356700680592,0.4076098749217067,244
0.0002,3e-07,0.5,20000,0.001,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,912.6315206559957,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,182.72716893234195,-2578.386589157343,283.04611103756264,179.97751124485922,389.6649319677226,0.0002387010467083697,297.21872369794914,0.7540227697377222,148
0.0002,1e-06,0.1,20000,0.001,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,912.6664452640107,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-340.72871131832596,-338.61525349765446,-0.5726504527473931,-340.7288585701823,932.2426822663517,0.048376957364776,48.04450455076608,0.4147163264987608,188
0.0003,1e-06,0.05,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,912.7785302400007,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-70.06573980793429,-264.7951423511789,27.918065992287165,-71.84868773675788,527.5391928361918,0.8338454951386631,53.174369100951004,34.94871163795453,276
0.0001,1e-06,0.5,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,913.1037461009691,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-75.35422951515525,-336.56133461989805,26.80232288728136,-75.6096724173151,355.2508121878623,5.797656270349643e-10,185.24087033925016,0.30516313176401055,92
0.0001,3e-07,0.5,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,913.1429205600289,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.43397551700612,-100.49606168356068,-1.2793132517806867,-103.43618001949274,334.02403525597293,0.1325815195372037,12.739977083428709,0.4174660513015215,44
0.0003,1e-06,0.005,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,913.2339536210056,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-94.17873413289702,-157.42172147010717,7.96251353896341,-94.58523253139796,452.0586921206585,4.318796292801463,34.16659577457597,2.8283645235761394,252
0.0001,1e-06,0.1,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,913.2343751519802,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-97.94288864624822,-132.51276474065475,4.206061672029118,-98.05246617604382,352.36108946324106,1.6861755656193296,32.79156485779671,0.39707541785290634,84
0.0003,3e-07,0.1,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,913.3670108640217,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-287.88164409981175,-276.4065260914201,-1.9263737223834185,-287.88381295426416,802.5973403292743,0.02053097452199452,18.010426410147815,0.41649864885151905,236
0.0001,1e-06,0.05,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,913.5980311479652,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-195.50763927772564,147.4955792669861,-109.2467456976838,-196.17643231329936,458.1340278400262,41.10615115284935,354.37067534601437,5.74386578489818,76
0.0001,3e-07,0.1,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,914.0166378149879,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.06363104990976,-336.0569772569352,-1.9090296413496255,-342.06607470516894,954.6261257637879,0.447799368707908,45.65265516276844,0.4150703370524111,36
0.0001,1e-06,0.02,20000,0.001,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,914.2512832570355,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,1.3025964793170317,1120.2952138223673,-113.03097251922642,0.3228653109588322,495.3508173046096,0.009982489037046852,246.700812688446,1.0559814185606196,68
0.0001,3e-07,0.05,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,914.4691470420221,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.3707839245762,-331.7967898101265,-2.2154565924049665,-342.3684736363126,949.098658216301,0.5967727192138026,48.83185318822054,0.41874526138918966,29
0.0002,3e-07,0.1,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,914.5595549029531,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.38286836921793,-332.2637564949858,-2.2274392493911694,-342.3808615154973,900.2475446863588,0.164737017669415,27.43641753078803,0.4171162465200645,140
0.0001,3e-07,0.05,20000,0.001,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,915.1567646579933,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,138.23410201272088,-1945.7298874018074,214.4397783086987,135.50067530786532,389.4705968277135,0.056230312167139085,227.6195795290717,2.458028420602534,28
0.0001,3e-07,0.02,20000,0.0003,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,915.1567693229881,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-102.25380737684475,-101.16044901640333,-0.10026760785180647,-102.24587001362323,329.0648754209722,0.8404969355674201,35.15838166096811,0.42161004962485443,13
0.0002,3e-07,0.05,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,915.5442424379871,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.16393701627112,-99.19340045731883,-1.0110764708336677,-103.16426553939249,328.1464125356966,0.26311495744361657,37.40600235755875,0.4166556374569255,124
0.0001,3e-07,0.005,20000,0.001,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,915.7096877279691,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,138.72154898722033,-1965.0831675795755,215.9814943825951,135.99138969921978,425.7187278846203,9.042294714319665,229.54081765095248,1.7214746864786479,4
0.0001,3e-07,0.02,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,915.8331400530296,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.0042002865346,-333.92439928991394,-1.84944337496794,-342.0063425307585,894.1989180403029,0.2772658992137538,26.853600259720302,0.41408693157585713,20
0.0002,1e-06,0.05,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,916.5326124490239,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-95.67834093010775,-145.63031348677077,6.413559414174064,-96.02561620873306,367.5779340410093,0.47623171454139446,30.939908884166176,0.5957701653155463,172
0.0002,1e-06,0.1,20000,0.0003,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,916.9893405840266,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,40.69580722729181,-539.0424368311517,61.667979704569305,37.939909139439465,296.8417813185425,0.15357024840323552,65.07479212017095,0.8952925896658167,181
0.0003,1e-06,0.005,20000,0.0003,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,917.4835648729932,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-102.75489043185159,-98.56959934840108,-0.6002237921408515,-102.75984693417348,343.4299555761201,0.19816114132487916,19.04558875156389,0.41531727969851534,253
0.0001,3e-07,0.1,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,917.5255168720032,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-307.81223179679716,-296.7484471060173,-2.9398166749283368,-307.81014864935383,835.5205510197472,0.2864064601331109,29.584305317510196,0.42162478631340994,37
0.0001,1e-06,0.05,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,917.7807462639757,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-1.7237852850958149,1137.7755262952446,-115.2247925922036,-2.7299834339696645,400.5092562048081,8.38506062947257,245.99053780782492,1.7480727620564176,77
0.0002,3e-07,0.05,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,918.0127499200171,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.07425913418608,-98.78649574438006,-0.9214451182130139,-103.08200850392987,319.2755556225406,0.36589427394982527,26.53104841782441,0.4158314698303248,125
0.0002,3e-07,0.005,20000,0.0003,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,918.2973593599745,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-97.00117416338628,-117.42616940997334,4.95907857116026,-97.61603575301642,260.26194401326023,0.8268349883202396,36.60097569415884,0.6182577207603112,101
0.0001,1e-06,0.02,20000,0.0003,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,918.4011568790302,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,21.22067729726316,123.0794602755293,-10.050035123985916,20.89376009214837,322.6872821651176,0.0730312786927067,56.29595678703558,0.2755115255715689,61
0.0002,3e-07,0.005,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,918.488838188001,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.06104807564077,-330.8710097754677,-1.906155514948092,-342.0631072799904,911.9332869173052,0.00020153493177360373,22.159412294750886,0.4158635021209718,109
0.0002,3e-07,0.02,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,918.6861279599834,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.101610963099,-335.5864871376956,-1.9465736895893497,-342.1051491674519,946.0076401272279,0.4934363490041968,38.032012538727436,0.41776120857880295,117
0.0002,1e-06,0.05,20000,0.0003,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,918.7367954690126,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-102.61585642936005,-76.79256926519504,-0.54408807059816,-102.72485268007651,349.2554292881557,10.72797118834859,31.65711644110975,2.4647846665628554,173
0.0001,3e-07,0.005,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,919.1262042000308,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-102.91199020998604,-98.03294405858917,-0.7556339361824826,-102.91567619640064,306.95032160600414,0.06902780734933794,13.583094806490722,0.4151303771452834,5
0.0001,1e-06,0.1,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,919.2204219250125,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-95.06774406953784,-148.01708173337477,7.068035183777331,-95.32040169622655,371.9358666183264,0.3617322309332328,32.98117535657324,1.1585884139911273,85
0.0002,3e-07,0.1,20000,0.0003,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,919.5520247970126,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.19315312775319,-98.63903399368041,-1.0389574208450876,-103.20096666897149,315.7986754815339,0.9514445913081739,45.6856453760161,0.4212945250434387,133
0.0003,3e-07,0.02,20000,0.0003,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,919.6103635980398,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.68598458304858,-94.99866513767626,-1.5439682924226923,-103.69899665478194,308.10845461851375,0.9915666190974909,92.05149830856512,0.42190199727403205,213
0.0002,1e-06,0.02,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,919.7032078350312,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.45250539750813,-154.6697658738402,-1.5207109535179386,-103.69410844943661,391.3568704244859,32.82518789529778,52.589936432742775,3.843940271833784,165
0.0002,3e-07,0.5,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,919.7710597609985,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-342.5804521293323,-334.72757090810995,-2.4273903591738857,-342.584211324862,959.6385269704706,0.2905319421735093,20.432301863206735,0.4172647099382648,149
0.0002,3e-07,0.5,20000,0.0003,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,919.7743241049466,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-97.0067341757438,-117.35413664584742,4.952322453019387,-97.61829081175965,260.1385085501828,0.8656240482831532,36.51166128576728,0.592885871153464,141
0.0003,1e-06,0.1,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,919.777455286996,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-341.1421317153404,-336.4182536520664,-0.9889958111499024,-341.14425290255855,886.6402280599237,1.1111175462989564,43.38684215620508,0.43215263547422966,290
0.0002,1e-06,0.5,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,919.863425270014,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-340.90204418181906,-336.460738664012,-0.7466015478895995,-340.9018654034261,935.2913041260746,0.00018255017181672612,32.13999679301388,0.4138804342226598,197
0.0001,1e-06,0.1,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,919.8967263370287,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,2.5063140845859095,1105.1681161449646,-110.91767948142284,1.5328591879881515,519.7629940166844,0.4055679265593679,243.19394687342853,0.08661730330378982,86
0.0001,3e-07,0.05,20000,0.0003,10,3e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,919.9946465589455,200.0,0.0,0.0,-200.0,0.0,200.0,0.0,0.0,-200.0,0.0,-103.48885734606873,-100.84044947770633,-1.3345670960090474,-103.48932655620438,324.09748930118724,0.18767335994560524,14.864844180768541,0.41770124293381866,23
