alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,batch_size,feature_type,rbf_bins,rbf_centers,feature_dim,variance_scale,beta_reg,theta_mode,theta_optimizer,theta_start_mode,beta_update,policy_optimizer,policy_gradient,param_seed,seed,device,status,error,elapsed_seconds,greedy_mean_steps,greedy_success_rate,greedy_avg_env_return,solver_mean_steps,solver_success_rate,solver_avg_env_return,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.0001,1e-08,0.1,20000,0.0001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,761.3652536470036,158.06,1.0,-158.06,200.0,0.0,-200.0,-0.6818734089273798,-0.6818736064465195,9.419383580333597e-08,-0.6818734852170869,49.004341761117686,3.4192085744162713e-12,0.02314382662974358,0.01898223122096553,535
3e-05,3e-08,0.1,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,761.3951539869886,158.06,1.0,-158.06,200.0,0.0,-200.0,-0.6818716074224145,-0.6818721982869532,2.8221978758264476e-07,-0.6818718360825702,48.989019626471965,5.809852992984072e-12,0.023131802678159553,0.018662501459931605,152
3e-05,3e-08,0.02,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,761.4552751469892,158.06,1.0,-158.06,200.0,0.0,-200.0,-0.6818716074159481,-0.6818721982933219,2.8222625310579756e-07,-0.6818718360814712,48.989019626471,5.810155901904838e-12,0.023131802671739518,0.018662501459905577,128
3e-05,1e-07,0.5,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,761.4663271989848,158.06,1.0,-158.06,200.0,0.0,-200.0,-0.681870949324417,-0.6818729179840154,9.402675614263548e-07,-0.6818717111603709,48.98901956265006,1.9548988812597865e-11,0.02313117858214283,0.018662498809954204,272
0.0003,1e-08,0.5,20000,0.0001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,761.4767832750222,158.06,1.0,-158.06,200.0,0.0,-200.0,-0.6818734089309727,-0.6818736064429645,9.419024290570743e-08,-0.6818734852176979,49.004341761169066,1.0926389246852702e-12,0.023143826881366528,0.018982231228943658,1039
3e-05,3e-08,0.5,20000,0.0001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,761.723134986998,158.06,1.0,-158.06,200.0,0.0,-200.0,-0.6818732204653319,-0.6818738129039098,2.825070667929701e-07,-0.6818734492909293,49.004339058745266,4.331305907717683e-11,0.023142061299061885,0.01898223187325417,175
0.0001,3e-08,0.005,20000,0.0001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,761.9931046199927,158.06,1.0,-158.06,200.0,0.0,-200.0,-0.6818732204251384,-0.6818738129435293,2.8254725808128335e-07,-0.6818734492840385,49.004339057580715,1.0490222964213787e-11,0.023142066126398072,0.018982232419224827,583
0.0001,1e-08,0.5,20000,0.0001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,762.1880358089984,158.06,1.0,-158.06,200.0,0.0,-200.0,-0.6818734089309795,-0.6818736064429666,9.419023922300247e-08,-0.6818734852177022,49.00434176117705,3.4188746419959207e-12,0.023143826664905505,0.018982231220959923,559
0.0001,1e-08,0.005,20000,0.0003,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,762.8792009080062,158.06,1.0,-158.06,200.0,0.0,-200.0,-2.0456172067545557,-2.0456179618814514,1.866747877972381e-07,-2.0456172930993812,146.97233147050818,7.586853851711156e-13,0.03689639161241383,0.018910758655539886,495
3e-05,1e-07,0.1,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,763.5969874960138,158.06,1.0,-158.06,200.0,0.0,-200.0,-0.6818709489653545,-0.6818729183377226,9.406265946843449e-07,-0.6818717110993693,48.989019562623426,1.956436314164538e-11,0.02313117822568156,0.018662498808755507,248
0.0001,3e-08,0.1,20000,0.0001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,763.6663307319977,158.06,1.0,-158.06,200.0,0.0,-200.0,-0.681873220432831,-0.6818738129359355,2.8253957209684416e-07,-0.6818734492853523,49.0043390576936,1.0489491909007409e-11,0.023142066201503733,0.01898223241912155,631
0.0001,1e-08,0.1,20000,0.0003,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,764.0224926699884,158.06,1.0,-158.06,200.0,0.0,-200.0,-2.04561720675606,-2.045617961877285,1.8667328427218858e-07,-2.045617293100113,146.9723314705122,7.586574902101258e-13,0.036896391617774214,0.01891075865554396,543
3e-05,1e-07,0.1,20000,0.0001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,764.594414029998,158.06,1.0,-158.06,200.0,0.0,-200.0,-0.6818725611420458,-0.6818745355175841,9.413083711961706e-07,-0.6818733237894612,49.00433219279353,1.4747993965188593e-10,0.02313589794767594,0.018982247041277944,247
0.0001,1e-06,0.005,20000,0.001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,754.3020079379785,158.08,1.0,-158.08,200.0,0.0,-200.0,-6.818618816171936,-6.819210972928639,0.00010007952943440702,-6.818630948697676,489.89023884279425,2.8307214368278096e-09,0.09573795496034884,0.018662341059692056,887
0.0001,1e-06,0.1,20000,0.001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,754.5154999299557,158.08,1.0,-158.08,200.0,0.0,-200.0,-6.818618884898627,-6.8192106425862296,0.0001000108061096814,-6.818631007502185,489.8902387696763,2.8255702179863297e-09,0.09573797571140459,0.018662341064132032,935
0.0001,1e-06,0.02,20000,0.001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,754.7763946969644,158.08,1.0,-158.08,200.0,0.0,-200.0,-6.818618827028191,-6.819210920747253,0.00010006867370607586,-6.818630957986502,489.8902388312374,2.829907340393134e-09,0.09573795823855545,0.018662341060540034,911
0.0001,1e-06,0.5,20000,0.001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,755.4266312409891,158.08,1.0,-158.08,200.0,0.0,-200.0,-6.8186191735038575,-6.819209255302518,9.972221490941495e-05,-6.818631254456313,489.8902384635287,2.804001368990904e-09,0.0957380628223068,0.018662341085599585,959
0.0001,1e-08,0.1,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,759.207102971006,158.08,1.0,-158.08,200.0,0.0,-200.0,-0.6818717955802538,-0.6818719925401323,9.407629287410198e-08,-0.6818718718022062,48.98901965223919,1.5291588096550814e-12,0.023131981158048053,0.018662502321145042,536
0.0001,3e-08,0.02,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,759.5301177629735,158.08,1.0,-158.08,200.0,0.0,-200.0,-0.6818716074159403,-0.6818721982933181,2.822262569067014e-07,-0.6818718360814661,48.98901962646209,4.591709945588508e-12,0.02313180272914762,0.018662501469444277,608
3e-05,3e-08,0.5,20000,0.001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,759.6677765780187,158.08,1.0,-158.08,200.0,0.0,-200.0,-6.629819402132616,-6.629835364557745,2.650101969668519e-06,-6.629819755792378,352.9826949084352,2.3763736892673652e-08,0.08933983865754064,0.015541862468387123,192
3e-05,3e-08,0.005,20000,0.001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,760.0259126719902,158.08,1.0,-158.08,200.0,0.0,-200.0,-6.629819401840628,-6.629835365957811,2.6503897714934665e-06,-6.629819755546183,352.9826949072493,2.3765049961516038e-08,0.08933983864621792,0.015541862467700746,120
3e-05,3e-08,0.02,20000,0.001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,760.2710793309961,158.08,1.0,-158.08,200.0,0.0,-200.0,-6.629819401851453,-6.629835365917359,2.650381049977639e-06,-6.62981975555562,352.9826949078443,2.3797497639330686e-08,0.0893398386563678,0.01554186246772183,144
0.0001,1e-08,0.5,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,760.3597206170089,158.08,1.0,-158.08,200.0,0.0,-200.0,-0.6818717955838459,-0.6818719925365938,9.40727008852514e-08,-0.6818718718028166,48.98901965223973,1.5292124681775958e-12,0.02313198116161041,0.018662502321159912,560
0.0001,3e-08,0.5,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,761.0073260010104,158.08,1.0,-158.08,200.0,0.0,-200.0,-0.6818716074547334,-0.6818721982551066,2.8218746679606743e-07,-0.6818718360880583,48.98901962646765,4.591965347758132e-12,0.023131802767619475,0.018662501469591142,656
3e-05,3e-08,0.1,20000,0.001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,761.2186501490069,158.08,1.0,-158.08,200.0,0.0,-200.0,-6.62981940189863,-6.629835365691057,2.6503345336280593e-06,-6.629819755595396,352.98269490803233,2.3796957708671317e-08,0.08933983865815574,0.015541862467832764,168
0.0001,3e-08,0.1,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,761.5286976429634,158.08,1.0,-158.08,200.0,0.0,-200.0,-0.6818716074224059,-0.6818721982869488,2.8221979138334877e-07,-0.6818718360825645,48.98901962646301,4.591727059474907e-12,0.023131802735561438,0.018662501469469,632
0.0001,3e-08,0.005,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,761.5751795160177,158.08,1.0,-158.08,200.0,0.0,-200.0,-0.6818716074147279,-0.6818721982945123,2.8222746921493343e-07,-0.6818718360812599,48.989019626461904,4.591697511535291e-12,0.023131802727945416,0.018662501469439714,584
0.0001,1e-08,0.02,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,762.3736731710087,158.08,1.0,-158.08,200.0,0.0,-200.0,-0.6818717955795355,-0.6818719925408402,9.407701129439394e-08,-0.6818718718020843,48.989019652239115,1.529178143826352e-12,0.023131981157336053,0.0186625023211421,512
0.0001,1e-08,0.005,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,762.5715041320072,158.08,1.0,-158.08,200.0,0.0,-200.0,-0.6818717955794006,-0.6818719925409726,9.407714599903007e-08,-0.6818718718020613,48.98901965223908,1.5291776999193853e-12,0.023131981157202292,0.01866250232114153,488
0.0001,1e-06,0.02,20000,0.0001,10,1e-08,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,751.9375675729825,158.14,0.98,-158.14,200.0,0.0,-200.0,-0.6819224005621763,-0.6819431665129748,8.102012459669838e-06,-0.681929164768892,69.24566916640437,4.51805961600754e-08,0.021817510707681047,0.019025978112133246,893
0.0001,1e-06,0.1,20000,0.0003,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,753.7904337350046,158.14,1.0,-158.14,200.0,0.0,-200.0,-2.045598795252113,-2.0456741767951176,1.859214160146193e-05,-2.04560740176363,146.9724260903723,2.5458361525955687e-09,0.03684241246618319,0.018911625162794873,927
0.0001,1e-06,0.02,20000,0.0003,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,754.3086570099695,158.14,1.0,-158.14,200.0,0.0,-200.0,-2.0455987826772097,-2.045674211841561,1.8604710902797282e-05,-2.0456073956681076,146.9724262640876,2.5498433109731404e-09,0.03684237093892045,0.0189116269071297,903
0.0001,1e-06,0.005,20000,0.0003,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,754.7230322390096,158.14,1.0,-158.14,200.0,0.0,-200.0,-2.0455987803180657,-2.045674218416318,1.8607068999075225e-05,-2.045607394524592,146.97242629669762,2.550595498072101e-09,0.03684236314759971,0.01891162723340672,879
0.0001,1e-06,0.5,20000,0.0003,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,755.1205596410437,158.14,1.0,-158.14,200.0,0.0,-200.0,-2.0455988579447246,-2.0456740020394406,1.852947691600429e-05,-2.0456074321595366,146.97242522688597,2.525910440718379e-09,0.03684261948688804,0.018911616494241945,951
0.0001,1e-06,0.005,20000,0.0001,10,1e-08,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,755.6165492919972,158.14,0.98,-158.14,200.0,0.0,-200.0,-0.6819223995406881,-0.6819431680192798,8.103031935413054e-06,-0.681929164702246,69.24582717088037,4.5189218340071756e-08,0.02181734505356702,0.019025980456534114,869
0.0001,1e-06,0.1,20000,0.0001,10,1e-08,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,756.0915276830201,158.14,0.98,-158.14,200.0,0.0,-200.0,-0.6819224060072088,-0.681943158483435,8.096578163037914e-06,-0.6819291651245903,69.24482724490609,4.513464607301593e-08,0.021818394017582902,0.019025965620374216,917
3e-05,1e-06,0.005,20000,0.0001,10,1e-07,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,759.0267184069962,158.14,1.0,-158.14,200.0,0.0,-200.0,-0.6818777842477454,-0.6818976161183319,9.053494385513047e-06,-0.6818852892976398,50.4996825275931,2.053974621395473e-08,0.022592576898706442,0.01902037596672373,390
3e-05,1e-06,0.02,20000,0.0001,10,1e-07,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,759.4937741720059,158.14,1.0,-158.14,200.0,0.0,-200.0,-0.6818777855036874,-0.6818976147546532,9.052253606255077e-06,-0.6818852894626797,50.49967646278514,2.053391401868656e-08,0.022592668502608274,0.019020374388710258,414
0.0003,1e-07,0.02,20000,0.001,10,1e-07,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,753.782444662007,158.16,0.98,-158.16,200.0,0.0,-200.0,-6.818725023049507,-6.818784279097326,1.0005086433551412e-05,-6.818726243304795,490.04339845220323,2.822820979251341e-10,0.09571155154178716,0.018982289398123173,1198
0.0003,1e-07,0.5,20000,0.001,10,1e-07,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,753.9082259620191,158.16,0.98,-158.16,200.0,0.0,-200.0,-6.8187250265255,-6.818784262387687,1.0001613498589984e-05,-6.818726246276,490.0433984737023,2.82020377215545e-10,0.09571156220992788,0.018982289331537994,1246
0.0003,1e-07,0.1,20000,0.001,10,1e-07,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,755.0283432910219,158.16,0.98,-158.16,200.0,0.0,-200.0,-6.818725023628963,-6.818784276311797,1.000450748632108e-05,-6.8187262438001,490.0433984557838,2.8223846571385127e-10,0.09571155332039523,0.018982289387038553,1222
0.0003,1e-07,0.005,20000,0.001,10,1e-07,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,756.4325627360377,158.16,0.98,-158.16,200.0,0.0,-200.0,-6.818725022940857,-6.818784279619642,1.00051949917183e-05,-6.818726243211923,490.0433984515309,2.822902813889717e-10,0.09571155120833535,0.01898228940021006,1174
0.0001,3e-07,0.5,20000,0.001,10,1e-07,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,759.0577645219746,158.2,0.98,-158.2,200.0,0.0,-200.0,-6.818705073878286,-6.818882610482833,2.9946533678746412e-05,-6.8187087181175485,490.04357153365953,2.4206383985250856e-09,0.0956681459384977,0.01898284149927051,862
0.0001,3e-07,0.1,20000,0.001,10,1e-07,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,759.7243886160431,158.2,0.98,-158.2,200.0,0.0,-200.0,-6.8187050479004485,-6.818882735700966,2.9972488392453457e-05,-6.818708695903961,490.0435719220187,2.4261823720658203e-09,0.09566807291431793,0.018982842965025375,838
0.0001,3e-07,0.02,20000,0.001,10,1e-07,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,760.087652133021,158.2,0.98,-158.2,200.0,0.0,-200.0,-6.818705042700852,-6.81888276076365,2.997768335386182e-05,-6.818708691457879,490.04357199985765,2.4272930456530082e-09,0.09566805829720629,0.018982843258739106,814
0.0001,3e-07,0.005,20000,0.001,10,1e-07,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,760.3160151010379,158.2,0.98,-158.2,200.0,0.0,-200.0,-6.81870504172579,-6.818882765463623,2.9978657558222645e-05,-6.818708690624127,490.0435720144601,2.4275013989164072e-09,0.09566805555575413,0.018982843313712538,790
0.0003,3e-08,0.02,20000,0.0001,10,1e-12,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,754.5252428959939,158.24,1.0,-158.24,200.0,0.0,-200.0,-0.6819317334688187,-0.6819324084289797,2.700447550566139e-07,-0.681931956964744,75.61677447373275,1.6201410748499206e-09,0.022760683412498903,0.019018064294652897,1081
0.0003,3e-08,0.5,20000,0.0001,10,1e-12,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,755.2281399280182,158.24,1.0,-158.24,200.0,0.0,-200.0,-0.6819317335031739,-0.6819324083798073,2.700104734823417e-07,-0.6819319569678608,75.6167445866512,1.619765094870255e-09,0.022760788287431742,0.019018064292187567,1128
0.0003,3e-08,0.005,20000,0.0001,10,1e-12,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,756.2476124410168,158.24,1.0,-158.24,200.0,0.0,-200.0,-0.6819317334677449,-0.6819324084305163,2.7004582645118847e-07,-0.6819319569646465,75.61677540780656,1.6201528260054934e-09,0.022760680135065832,0.019018064294736493,1057
0.0003,3e-08,0.1,20000,0.0001,10,1e-12,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,756.459464294021,158.24,1.0,-158.24,200.0,0.0,-200.0,-0.681931733474546,-0.6819324084207844,2.7003904105146193e-07,-0.6819319569652644,75.61676949210197,1.6200784039019784e-09,0.022760700892096385,0.019018064294240897,1105
3e-05,1e-07,0.5,20000,0.001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,760.1332722470106,158.24,0.98,-158.24,200.0,0.0,-200.0,-6.629813146171264,-6.629866340908704,8.831365636904469e-06,-6.629814324662871,352.98267375305926,1.7782074590391024e-08,0.0893396553692223,0.01554184722130651,288
3e-05,1e-07,0.1,20000,0.001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,760.6780602690123,158.24,0.98,-158.24,200.0,0.0,-200.0,-6.629813143549981,-6.629866353476154,8.833949052885896e-06,-6.629814322452626,352.9826737423369,1.7786823985055605e-08,0.08933965526532593,0.015541847215145288,264
3e-05,1e-07,0.02,20000,0.001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,761.2809967529902,158.24,0.98,-158.24,200.0,0.0,-200.0,-6.629813143025669,-6.629866355990364,8.834465870918323e-06,-6.629814322010546,352.98267374021464,1.7789804562152007e-08,0.08933965524431056,0.015541847213912722,240
3e-05,1e-07,0.005,20000,0.001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,763.4490587470063,158.24,0.98,-158.24,200.0,0.0,-200.0,-6.6298131429274205,-6.629866356461867,8.834562779270958e-06,-6.629814321927716,352.9826737398353,1.7792057602190563e-08,0.08933965524017899,0.015541847213681593,216
0.0003,3e-07,0.02,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,754.0888916649856,158.26,0.98,-158.26,200.0,0.0,-200.0,-0.6818690678300068,-0.6818749757212814,2.8216176530849737e-06,-0.6818713541990425,48.98901960621588,2.4739724648449916e-11,0.023129392490431055,0.018662489840576262,1280
0.0003,3e-07,0.005,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,754.4944248760003,158.26,0.98,-158.26,200.0,0.0,-200.0,-0.6818690677088114,-0.6818749758406899,2.8217388387142466e-06,-0.6818713541784701,48.98901960622912,2.474187090747464e-11,0.023129392370408775,0.018662489840226944,1256
0.0003,3e-07,0.1,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,755.4671996950055,158.26,0.98,-158.26,200.0,0.0,-200.0,-0.681869068476265,-0.6818749750845506,2.8209714495966753e-06,-0.6818713543087453,48.98901960614422,2.4728364518429523e-11,0.023129393130408706,0.01866248984242757,1304
0.0003,3e-07,0.5,20000,0.0001,10,1e-05,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,757.0259325359948,158.26,0.98,-158.26,200.0,0.0,-200.0,-0.6818690717045247,-0.6818749719036957,2.8177434575224234e-06,-0.6818713548567727,48.9890196057863,2.4671770235843637e-11,0.023129396327262613,0.018662489851704298,1328
3e-05,3e-08,0.1,20000,0.0001,10,1e-11,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,753.8040962929954,158.28,0.98,-158.28,200.0,0.0,-200.0,-0.6819317320411636,-0.6819324070038236,2.6965394488362016e-07,-0.6819319554818949,75.60074425634437,1.6171185529162284e-09,0.0227433033606236,0.01901805949675858,146
0.0003,3e-08,0.02,20000,0.001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,754.2445405059843,158.28,0.98,-158.28,200.0,0.0,-200.0,-6.818715892239346,-6.818733659752002,3.0043749524308515e-06,-6.818716256824536,489.89019666886617,2.700578628452317e-12,0.095760769438998,0.018662496229740495,1103
0.0003,3e-08,0.5,20000,0.001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,754.760561425006,158.28,0.98,-158.28,200.0,0.0,-200.0,-6.818715892552486,-6.8187336582489975,3.004061825684738e-06,-6.81871625709242,489.89019666888015,2.699859292285182e-12,0.09576076954204842,0.0186624962303888,1151
3e-05,3e-08,0.005,20000,0.0001,10,1e-11,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,754.9516478109872,158.28,0.98,-158.28,200.0,0.0,-200.0,-0.6819317320343999,-0.6819324070135893,2.6966069425199153e-07,-0.6819319554813104,75.60075022386461,1.617192443126161e-09,0.022743281656812993,0.019018059496881734,98
0.0003,3e-08,0.1,20000,0.001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,755.3387124179862,158.28,0.98,-158.28,200.0,0.0,-200.0,-6.8187158922915385,-6.8187336595014845,3.004322761260486e-06,-6.818716256869187,489.89019666886844,2.700456377930616e-12,0.09576076945616645,0.018662496229848252,1127
0.0003,3e-08,0.005,20000,0.001,10,1e-06,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,757.8474634800223,158.28,0.98,-158.28,200.0,0.0,-200.0,-6.81871589222956,-6.8187336597989745,3.0043847384267825e-06,-6.818716256816165,489.89019666886537,2.7005987286851548e-12,0.09576076943578309,0.018662496229720448,1079
0.0001,1e-07,0.005,20000,0.001,10,1e-07,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,758.6235787000041,158.28,0.98,-158.28,200.0,0.0,-200.0,-6.81872502296594,-6.818784279626767,1.0005169443787385e-05,-6.818726243232925,490.0433986567754,2.925426207616542e-10,0.09571143816626271,0.018982289828011218,694
0.0001,1e-07,0.5,20000,0.001,10,1e-07,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,758.8122450360097,158.28,0.98,-158.28,200.0,0.0,-200.0,-6.818725026550555,-6.81878426239481,1.0001587990973737e-05,-6.818726246296977,490.04339867860153,2.9226246932648656e-10,0.09571144930247191,0.018982289758697746,766
0.0001,1e-07,0.02,20000,0.001,10,1e-07,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,760.2367147830082,158.28,0.98,-158.28,200.0,0.0,-200.0,-6.818725023074596,-6.818784279104454,1.000506088683935e-05,-6.818726243325801,490.043398657437,2.925341682453518e-10,0.09571143850374945,0.01898228982589846,718
0.0001,1e-07,0.1,20000,0.001,10,1e-07,,rbf,15x15,225,675,0.05,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,760.382230836025,158.28,0.98,-158.28,200.0,0.0,-200.0,-6.818725023654046,-6.818784276318927,1.0004481946126688e-05,-6.818726243821101,490.04339866096507,2.9248889189570457e-10,0.09571144030411732,0.018982289814709584,742
