alpha,eta,rho,D_theta,T,beta,seed,device,status,error,elapsed_seconds,greedy_avg_reward,greedy_success_rate,solver_avg_reward,solver_success_rate,run_idx
0.005,0.002,0.0005,40.0,20000,1e-07,42,cuda,ok,,13.636755981948227,-0.8227412376069501,1.0,-0.8344580418011306,1.0,703
