status,error,seed,lambda_entropy,eta,lr_value,lr_policy,tau,max_buffer_size,batch_size,episodes,collect_per_episode,updates_per_episode,epsilon,elapsed_seconds,buffer_size_final,objective,v_sbeed_minus_v_lambda_star_l2,v_sbeed_minus_v_lambda_star_linf,v_sbeed_minus_v_star_l2,v_sbeed_minus_v_star_linf,soft_bellman_residual_linf,hard_bellman_residual_linf,V_sbeed,V_lambda_star,V_star
ok,,42,0.001,0.001,0.001,0.001,1,3000,64,1000,10,10,0.1,20.90860366821289,3000,0.011694610124390957,2.5650108436852643,1.012476653944155,2.5227634072464893,1.0000000055109817,0.9999997875807193,0.9999997875807193,"[-0.000140285841810002, -3.485144173480036e-05, -1.852862614766433e-06, 2.4836825951160597e-07, 1.3364545041634983e-06, -8.307900040681004e-06, 0.0, 0.0, -7.05165274488872e-06, 8.215866427782693e-06, -1.0644368818522848e-05, 1.1703727151846426e-05, 0.0, -6.182976051007091e-06, 2.2814308052894797e-07, 1.369097806871523e-06, 1.2768479634467673e-06, -1.5500159196744818e-06, 7.88265725442845e-06, 3.437320502936702e-07, -9.733524295577509e-07, 5.073935709728857e-06, 2.0254000369389246e-07, -5.510981652332992e-09, -2.42144735955963e-07]","[-0.03574599884837199, 0.07036548382220117, 0.1892949821154353, 0.3214388691079175, 0.46709547648640215, 0.07083220351298022, 0.1889087850150272, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.18981355954963428, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.8112289835081654, 0.3214388691079175, 0.4677886236669621, 0.6301060850756584, 0.013862942794293169, 1.0124766484331733, 0.46709547648640215, 0.6301060850756584, 0.8112289835081654, 1.0124766484331733, 0.013862942794293169]","[-0.04340619999999991, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.8, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.0, 1.0, 0.4580000000000002, 0.6200000000000001, 0.8, 1.0, 0.0]"
ok,,42,0.001,0.001,0.001,0.001,1,3000,64,1000,10,10,0.2,20.502549171447754,3000,0.011365557231497625,2.565010920357752,1.0124766139944161,2.522763477962824,0.9999999655612428,0.9999999395786814,0.9999999395786814,"[-0.0001370419563179017, -3.176430641722473e-05, -7.741507544965441e-06, -9.545616777080341e-07, 1.4368641817154264e-06, -9.231344428370653e-06, 0.0, 0.0, -3.8595667086213675e-06, 8.376689665213133e-06, 4.566853733551094e-06, -3.197204135763297e-06, 0.0, -3.873060916623188e-07, 7.224068368872951e-08, 7.750969174901243e-07, 1.6965000870920233e-07, -1.337379515702863e-06, 3.240770598813759e-06, 3.4438757230276905e-08, 2.159084956105897e-06, 4.6519899696284445e-07, 3.9736787955698e-07, 2.2119609858662768e-07, -2.886951270600959e-08]","[-0.03574599884837199, 0.07036548382220117, 0.1892949821154353, 0.3214388691079175, 0.46709547648640215, 0.07083220351298022, 0.1889087850150272, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.18981355954963428, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.8112289835081654, 0.3214388691079175, 0.4677886236669621, 0.6301060850756584, 0.013862942794293169, 1.0124766484331733, 0.46709547648640215, 0.6301060850756584, 0.8112289835081654, 1.0124766484331733, 0.013862942794293169]","[-0.04340619999999991, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.8, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.0, 1.0, 0.4580000000000002, 0.6200000000000001, 0.8, 1.0, 0.0]"
ok,,42,0.001,0.001,0.001,0.001,1,3000,64,1000,10,10,0.3,20.264926433563232,3000,0.01103491081815061,2.5650136613983623,1.0124784414308898,2.5227662706155627,1.0000017929977165,1.0000017929977165,1.0000017929977165,"[-0.00013429971668653528, -3.364873100281767e-05, -4.016414987299937e-06, -1.1919332245333697e-06, 1.1523160202675545e-06, -1.138335282147789e-05, 0.0, 0.0, -7.159923812224322e-06, 8.133632038844923e-06, 4.659390262546871e-06, -9.027277384648977e-07, 0.0, -6.04008735719155e-06, 8.039888426764767e-07, -9.359315681640726e-07, -2.81495305892977e-07, -3.1101719699364302e-06, 1.1457840830265732e-05, 1.8263993194035188e-07, 2.8603840592071377e-06, 8.288922649177132e-07, 2.2917222076764363e-07, -1.7929977164620455e-06, 0.0]","[-0.03574599884837199, 0.07036548382220117, 0.1892949821154353, 0.3214388691079175, 0.46709547648640215, 0.07083220351298022, 0.1889087850150272, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.18981355954963428, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.8112289835081654, 0.3214388691079175, 0.4677886236669621, 0.6301060850756584, 0.013862942794293169, 1.0124766484331733, 0.46709547648640215, 0.6301060850756584, 0.8112289835081654, 1.0124766484331733, 0.013862942794293169]","[-0.04340619999999991, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.8, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.0, 1.0, 0.4580000000000002, 0.6200000000000001, 0.8, 1.0, 0.0]"
ok,,42,0.001,0.001,0.001,0.001,1,3000,64,1000,10,20,0.1,38.82485580444336,3000,0.011694503817392598,2.5650108636151727,1.012476644880341,2.5227633851078677,0.9999999964471677,0.9999997864647044,0.9999997864647044,"[-0.00015054861947832193, -3.486221110335927e-05, -1.4702924189246105e-06, -9.237109318364725e-07, -2.4246883269561605e-06, -8.81203545053185e-06, 0.0, 0.0, -6.114785842374894e-06, 1.057645473040859e-05, -1.1608345208300249e-05, 1.1954668205205734e-05, 0.0, -5.800841376823043e-06, 2.8517474987087563e-07, 1.0757919094149768e-07, 1.3721054896358518e-06, -1.6884769259189427e-06, 7.691417181066464e-06, 3.320018050752134e-07, -6.311563162704226e-07, 4.938775079552316e-06, 1.4040881145828654e-07, 3.552832252826216e-09, -2.3331384812841022e-07]","[-0.03574599884837199, 0.07036548382220117, 0.1892949821154353, 0.3214388691079175, 0.46709547648640215, 0.07083220351298022, 0.1889087850150272, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.18981355954963428, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.8112289835081654, 0.3214388691079175, 0.4677886236669621, 0.6301060850756584, 0.013862942794293169, 1.0124766484331733, 0.46709547648640215, 0.6301060850756584, 0.8112289835081654, 1.0124766484331733, 0.013862942794293169]","[-0.04340619999999991, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.8, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.0, 1.0, 0.4580000000000002, 0.6200000000000001, 0.8, 1.0, 0.0]"
ok,,42,0.001,0.001,0.001,0.001,1,3000,64,1000,10,20,0.2,38.01416230201721,3000,0.011365998224643264,2.5650110451979784,1.0124765992931692,2.5227635637399675,0.9999999508599958,0.9999999120206957,0.9999999120206957,"[-0.00014603899790988046, -3.523017868886771e-05, -7.615986709116727e-06, -2.319224244692861e-06, -1.875475836622467e-06, -7.776978329499523e-06, 0.0, 0.0, -2.603473854626128e-06, 1.0792351564868532e-05, 4.1327040043110686e-06, -4.72971734156451e-06, 0.0, -3.9566590467718856e-07, 5.044899972990466e-08, 1.0248655205351935e-06, 5.038166509404847e-07, -1.5226421522448817e-06, 3.3398515748603753e-06, 4.914000413730031e-08, 2.1143116641655176e-06, 2.778595353273502e-07, 3.435167099717867e-07, 2.180582555390447e-07, -4.3154777872307944e-08]","[-0.03574599884837199, 0.07036548382220117, 0.1892949821154353, 0.3214388691079175, 0.46709547648640215, 0.07083220351298022, 0.1889087850150272, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.18981355954963428, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.8112289835081654, 0.3214388691079175, 0.4677886236669621, 0.6301060850756584, 0.013862942794293169, 1.0124766484331733, 0.46709547648640215, 0.6301060850756584, 0.8112289835081654, 1.0124766484331733, 0.013862942794293169]","[-0.04340619999999991, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.8, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.0, 1.0, 0.4580000000000002, 0.6200000000000001, 0.8, 1.0, 0.0]"
ok,,42,0.001,0.001,0.001,0.001,1,3000,64,1000,20,10,0.1,14.420156240463257,3000,0.01466089016415778,2.5650212203584477,1.0124745729089983,2.5227739505506492,0.9999979244758249,0.9999922660778198,0.9999922660778198,"[-8.095833047315724e-05, -3.1751263426956736e-05, -1.2400313830173557e-05, 2.7760603983579664e-06, -1.6665912783692845e-06, -2.1434716953536912e-05, 0.0, 0.0, -7.988760095645698e-06, 7.204469822036882e-06, -2.9180482474453586e-05, 3.986160073810517e-06, 0.0, -1.375172286292641e-05, 3.602408959547045e-08, -3.3112146483639785e-07, -1.6354112879198935e-06, -1.4990803302349148e-05, 2.895678635059917e-05, 2.895722930712114e-06, -1.6559552653176375e-06, 3.1992508769644657e-06, -2.5430958599296074e-06, 2.0755241750402303e-06, -6.287108894552343e-06]","[-0.03574599884837199, 0.07036548382220117, 0.1892949821154353, 0.3214388691079175, 0.46709547648640215, 0.07083220351298022, 0.1889087850150272, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.18981355954963428, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.8112289835081654, 0.3214388691079175, 0.4677886236669621, 0.6301060850756584, 0.013862942794293169, 1.0124766484331733, 0.46709547648640215, 0.6301060850756584, 0.8112289835081654, 1.0124766484331733, 0.013862942794293169]","[-0.04340619999999991, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.8, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.0, 1.0, 0.4580000000000002, 0.6200000000000001, 0.8, 1.0, 0.0]"
ok,,42,0.001,0.001,0.001,0.001,1,3000,64,1000,20,10,0.3,15.036130666732788,3000,0.014659069429375548,2.5650204301729786,1.0124744768899785,2.5227731521054304,0.9999978284568053,0.999991646067102,0.999991646067102,"[-7.7073919314905e-05, -3.848830844730237e-05, -1.32531536161566e-05, 1.9812126245823104e-06, -2.2566588613700667e-06, -2.809225466593122e-05, 0.0, 0.0, -8.16255551654086e-06, 6.781995147526614e-06, -2.62889159734808e-07, -1.6624009627012406e-05, 0.0, -9.88616898390495e-06, 8.715670833479258e-07, -2.4276365961548686e-06, -1.5176491600175807e-06, -1.260098716326295e-05, 2.6997383164224967e-05, 2.6796330405629086e-06, -3.416313210869411e-07, 1.083528137349927e-06, 1.1167479229848106e-07, 2.1715431947597467e-06, -6.869321892551689e-06]","[-0.03574599884837199, 0.07036548382220117, 0.1892949821154353, 0.3214388691079175, 0.46709547648640215, 0.07083220351298022, 0.1889087850150272, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.18981355954963428, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.8112289835081654, 0.3214388691079175, 0.4677886236669621, 0.6301060850756584, 0.013862942794293169, 1.0124766484331733, 0.46709547648640215, 0.6301060850756584, 0.8112289835081654, 1.0124766484331733, 0.013862942794293169]","[-0.04340619999999991, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.8, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.0, 1.0, 0.4580000000000002, 0.6200000000000001, 0.8, 1.0, 0.0]"
ok,,42,0.001,0.001,0.001,0.001,1,3000,64,1000,20,10,0.2,15.766206741333008,3000,0.014657900404394724,2.565022701397016,1.012479968266977,2.522775469045092,1.0000033198338036,0.9999973004243732,0.9999973004243732,"[-7.65465582563882e-05, -3.4761250840888955e-05, -1.8463919724329078e-05, -9.128544111631018e-07, -8.936247536325935e-07, -3.362591845277478e-05, 0.0, 0.0, -6.439924103496097e-06, 6.074232346760796e-06, -4.2184519359153175e-06, -9.192578172266146e-06, 0.0, -6.476596312469043e-06, 2.3184849901877434e-08, -4.720032105039663e-06, 5.468695776651316e-06, -2.1991879587299186e-05, 3.604786646296591e-05, 3.958850010642261e-06, 7.92776052722592e-07, -5.183996735289736e-07, 2.974118369766993e-07, -3.3198338036061494e-06, -6.688232700458631e-06]","[-0.03574599884837199, 0.07036548382220117, 0.1892949821154353, 0.3214388691079175, 0.46709547648640215, 0.07083220351298022, 0.1889087850150272, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.18981355954963428, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.8112289835081654, 0.3214388691079175, 0.4677886236669621, 0.6301060850756584, 0.013862942794293169, 1.0124766484331733, 0.46709547648640215, 0.6301060850756584, 0.8112289835081654, 1.0124766484331733, 0.013862942794293169]","[-0.04340619999999991, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.8, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.0, 1.0, 0.4580000000000002, 0.6200000000000001, 0.8, 1.0, 0.0]"
ok,,42,0.001,0.001,0.001,0.001,1,3000,64,1000,20,20,0.2,24.065001726150513,3000,0.014657505607750412,2.565022939639608,1.0124795731356067,2.5227756691906382,1.0000029247024333,0.9999968842513565,0.9999968842513565,"[-8.557092704319869e-05, -4.410521084747978e-05, -1.8282658663459578e-05, -6.93283986703879e-07, 2.5621952525536744e-07, -2.234841515114724e-05, 0.0, 0.0, -9.942875502791559e-06, 7.394404798479398e-06, -8.664211478478176e-06, -1.1817010565512068e-05, 0.0, -6.352284714481722e-06, 1.5076477128076287e-08, -6.4568701693211674e-06, 7.691995321120104e-06, -2.2365944131037107e-05, 3.622331842941261e-05, 3.917951475665501e-06, 1.0611081038157268e-06, 1.0808571674267565e-07, -2.222798145981456e-07, -2.9247024334401403e-06, -6.7116123078309394e-06]","[-0.03574599884837199, 0.07036548382220117, 0.1892949821154353, 0.3214388691079175, 0.46709547648640215, 0.07083220351298022, 0.1889087850150272, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.18981355954963428, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.8112289835081654, 0.3214388691079175, 0.4677886236669621, 0.6301060850756584, 0.013862942794293169, 1.0124766484331733, 0.46709547648640215, 0.6301060850756584, 0.8112289835081654, 1.0124766484331733, 0.013862942794293169]","[-0.04340619999999991, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.8, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.0, 1.0, 0.4580000000000002, 0.6200000000000001, 0.8, 1.0, 0.0]"
ok,,42,0.001,0.001,0.001,0.001,1,3000,64,1000,10,20,0.3,25.538143157958984,3000,0.011035194629424053,2.5650136902097667,1.0124785845978828,2.522766259031412,1.0000019361647094,1.0000019361647094,1.0000019361647094,"[-0.00014725249383458787, -3.499159894377219e-05, -4.361063295378466e-06, -2.206822124002036e-06, -2.5293368874107684e-06, -8.42482578774471e-06, 0.0, 0.0, -6.334208162688035e-06, 1.0632526204566607e-05, 6.049268997537704e-06, -3.578488376191011e-06, 0.0, -6.347971987603122e-06, 7.969650079778678e-07, -3.508937791395502e-07, 1.5269566934078446e-07, -2.6947087380447694e-06, 1.1549952789434617e-05, 1.8144007273308725e-07, 2.6235445655411915e-06, 6.431085138400409e-07, 2.472630646373227e-07, -1.936164709440002e-06, 0.0]","[-0.03574599884837199, 0.07036548382220117, 0.1892949821154353, 0.3214388691079175, 0.46709547648640215, 0.07083220351298022, 0.1889087850150272, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.18981355954963428, 0.32100976121857516, 0.4677886236669621, 0.6301060850756584, 0.8112289835081654, 0.3214388691079175, 0.4677886236669621, 0.6301060850756584, 0.013862942794293169, 1.0124766484331733, 0.46709547648640215, 0.6301060850756584, 0.8112289835081654, 1.0124766484331733, 0.013862942794293169]","[-0.04340619999999991, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.0628820000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.1809800000000001, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.8, 0.31220000000000014, 0.4580000000000002, 0.6200000000000001, 0.0, 1.0, 0.4580000000000002, 0.6200000000000001, 0.8, 1.0, 0.0]"
