ok,run_id,seed,seconds,episodes_completed,stopped_early,stop_reason,episodes,collect_per_episode,updates_per_episode,initial_collect_steps,max_buffer_size,tau,rollout_length,lambda_entropy,eta,lr_value,lr_rho,lr_policy,fisher_damping,batch_size,epsilon,eval_return_mean,eval_return_std,eval_return_median,eval_return_min,eval_return_max,eval_length_mean,eval_done_rate,eval_success_rate,score,mean_best_prob,min_best_prob,mean_entropy,best_actions,best_probs,last_objective,last_primal_mse,last_dual_mse,last_theta_grad_norm,last_beta_grad_norm,last_policy_grad_norm,tail_objective_mean,tail_objective_std,tail_primal_mse_mean,tail_primal_mse_std,tail_dual_mse_mean,tail_dual_mse_std
True,3,45,651.4415211677551,1200,False,,1200,20,10,1000,12000,30000.0,3,0.01,0.05,0.001,0.001,0.001,0.001,256,0.3,-0.04340619999999995,0.0,-0.04340619999999995,-0.04340619999999995,-0.04340619999999995,8.0,1.0,1.0,-0.0437863261332253,0.9467728686525702,0.5051453168355621,0.08966503159363626,"[1, 3, 3, 1, 1, 1, 3, 3, 3, 1, 1, 1, 3, 3, 1, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3]","[0.6227104685223661, 0.9889756029082647, 0.9990213805693533, 0.5775584125220681, 0.9999968441355697, 0.9972616420585996, 0.9832371645389467, 0.9999999994987665, 0.9999999471761906, 0.9999999086034362, 0.9991672167412587, 0.9999999160190198, 0.9964255047731719, 0.9999833524433547, 0.9999999999986755, 0.5051453168355621, 0.9999999911897833, 0.9998424702398876, 0.9999999999356117, 0.9999999854904011, 0.999996598704408, 0.999999993488081, 1.0, 1.0, 0.9999999999214737]",0.07777516828570459,0.07864252026046366,0.01734703949518124,0.02910127106645475,0.014166692095024799,0.055319904758442395,0.07710980002888447,0.000390766075378933,0.07796799296533433,0.0003943387339817195,0.0171638587289972,8.624785562712886e-05
True,7,49,652.092057466507,1200,False,,1200,20,10,1000,12000,30000.0,3,0.02,0.05,0.003,0.001,0.003,0.001,512,0.3,-0.04340619999999995,0.0,-0.04340619999999995,-0.04340619999999995,-0.04340619999999995,8.0,1.0,1.0,-0.04363958173639467,0.9588183229690382,0.5881128466428273,0.10367338882099242,"[1, 3, 3, 3, 1, 1, 3, 3, 3, 1, 1, 1, 3, 3, 1, 1, 1, 1, 3, 1, 3, 3, 3, 3, 3]","[0.7212360128400691, 0.9882958288454797, 0.9998199805843458, 0.9866468892763259, 0.999075846228604, 0.9929191643396366, 0.9999977105658729, 0.9999980670681005, 0.9639212854415211, 0.8991585923922856, 0.999883602834487, 0.9555255684786701, 0.9997778692527959, 0.9990401742123873, 0.9999888279494387, 0.989423920706063, 0.9968507671610912, 0.9979833195048582, 0.5881128466428273, 0.9999961119245173, 0.9999279329092741, 0.8929102716308034, 0.9999990934133985, 0.9999999999593145, 0.999968390063788]",0.05750531671479009,0.05835866402348545,0.017066946173907197,0.009024189600631729,0.00825703328436631,0.0384413107520787,0.057595547314540946,0.00034317649938678225,0.05844604805126133,0.0003393324605069231,0.017010014734407778,0.0001256034637617215
True,16,58,352.2243182659149,1200,False,,1200,20,10,1000,12000,30000.0,2,0.05,0.01,0.001,0.001,0.001,0.001,512,0.25,-0.04340619999999995,0.0,-0.04340619999999995,-0.04340619999999995,-0.04340619999999995,8.0,1.0,1.0,-0.043480926041141864,0.5524473849278758,0.25658524522668863,0.9809529273765843,"[3, 3, 3, 1, 1, 1, 3, 3, 3, 1, 3, 2, 2, 3, 1, 0, 1, 2, 3, 1, 3, 3, 3, 3, 1]","[0.2930933569787515, 0.33750066719053556, 0.40113236053960416, 0.3685448967169698, 0.5835807809008472, 0.27756379863929903, 0.7053008067048059, 0.80342358750341, 0.7537023209934206, 0.8503776061793165, 0.25658524522668863, 0.30407974806675125, 0.43057907696825387, 0.6530944625508808, 0.9540890772291138, 0.27053668038813894, 0.35889058459111, 0.45522307225950753, 0.707801517737356, 0.9458511424622962, 0.2994057751257514, 0.41457143406009306, 0.8508872715575663, 0.8943989678505367, 0.6409703847758929]",0.010324476404165834,0.010355837111804978,0.003136070763914425,0.012632497783236243,0.0036820966921738514,0.02392566267351494,0.010302893668928764,1.419499824321878e-05,0.010333809855055283,1.436211551413688e-05,0.003091618612652332,2.0165387480732024e-05
True,13,55,728.4307596683502,1200,False,,1200,20,10,1000,12000,30000.0,5,0.02,0.01,0.001,0.001,0.001,0.01,512,0.3,-0.04340619999999995,0.0,-0.04340619999999995,-0.04340619999999995,-0.04340619999999995,8.0,1.0,1.0,-0.043686565250497245,0.8994030071757965,0.5734255192970525,0.2311712247032256,"[1, 3, 3, 3, 1, 1, 3, 3, 3, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 3, 3, 3, 3, 3]","[0.8161845063028974, 0.9588495160229676, 0.9942970771324894, 0.8106359409925404, 0.9951931758430715, 0.9510707269280684, 0.7560599865498958, 0.9990842797543157, 0.9962485024536133, 0.9932041522714503, 0.9370933097954982, 0.9918425366560388, 0.5734255192970525, 0.7341407242319548, 0.9986599343814723, 0.585083127638041, 0.9909572898477997, 0.9502811154159526, 0.7887273282147645, 0.99682215464534, 0.9891777873803521, 0.9947415061763281, 0.9992414483112073, 0.9985241148214302, 0.6855294183303686]",0.07841791861013328,0.0786031666844005,0.018524807426721607,0.02790580367545996,0.02258400350714862,0.10951375544004972,0.07867585731910365,0.00017208277039344608,0.07886122554244605,0.0001725188191456174,0.018536822334240626,5.139990597846387e-05
True,17,59,356.9875626564026,1200,False,,1200,20,10,1000,12000,30000.0,2,0.05,0.03,0.001,0.001,0.001,0.01,512,0.3,-0.04340619999999995,0.0,-0.04340619999999995,-0.04340619999999995,-0.04340619999999995,8.0,1.0,1.0,-0.04349550268403691,0.4365970238979968,0.26030433325173125,1.190220655593735,"[3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3]","[0.26030433325173125, 0.26523293247887086, 0.2971903998280916, 0.3074227813825503, 0.3667019085299933, 0.26864949669432686, 0.3517578855664178, 0.4531473572025074, 0.46632382490314755, 0.4604589654932626, 0.27926024406256694, 0.3126396634682755, 0.31417335006201375, 0.31170655470276776, 0.7736500609456827, 0.2928090574752816, 0.4203221490400761, 0.47275605314569547, 0.596338349269015, 0.8401851909185356, 0.3500020180591256, 0.38534604475197715, 0.7133444397143955, 0.8253754930860004, 0.5298270434176137]",0.008459717640009459,0.00852097379871377,0.0020418719568103512,0.0067055317582014285,0.0016435037024645363,0.009452849779783726,0.00851873646190557,6.143299113294128e-05,0.008581770002734327,6.200272707874731e-05,0.002101118027625254,2.4550290251659723e-05
True,14,56,812.5322554111481,1200,False,,1200,20,10,1000,12000,30000.0,5,0.01,0.03,0.001,0.001,0.001,0.01,512,0.4,-0.04340619999999995,0.0,-0.04340619999999995,-0.04340619999999995,-0.04340619999999995,8.0,1.0,1.0,-0.04383419295963678,0.9182900266936719,0.6157302599350596,0.17616441278371817,"[3, 3, 3, 3, 1, 1, 3, 3, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 1]","[0.717094742337063, 0.9990622919626301, 0.9998840804901602, 0.959390429980977, 0.9993762587209959, 0.9888712372133983, 0.6358517162989179, 0.9999888412576327, 0.9999831606513473, 0.9990222149824544, 0.995312829059239, 0.9999818277542127, 0.6157302599350596, 0.9879349527816148, 0.9999822801945166, 0.6951384410282754, 0.999994445709201, 0.9981762924445846, 0.6993962749829844, 0.9999853989163556, 0.9903431325222223, 0.9200071687418981, 0.9988208848536605, 0.9996964527772088, 0.7582250517451843]",0.10435806392894836,0.10487306802282481,0.017166803129214973,0.022139631279522703,0.012697490269468831,0.12518586054683173,0.10421083372782858,0.0001367373070199816,0.10472612169000717,0.00013847328360814997,0.017176265405953187,7.535586815478867e-05
True,12,54,825.0337398052216,1200,False,,1200,20,10,1000,12000,30000.0,5,0.01,0.01,0.001,0.001,0.001,0.01,512,0.3,-0.04340619999999995,0.0,-0.04340619999999995,-0.04340619999999995,-0.04340619999999995,8.0,1.0,1.0,-0.04379778459497386,0.9206541800223097,0.5294701746596143,0.1739157101471264,"[3, 3, 3, 3, 1, 1, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 1]","[0.9994217145802907, 0.9999188126484531, 0.9997310612066229, 0.7457393268677415, 0.99996105231369, 0.5294701746596143, 0.9497950624133498, 0.9997997437196648, 0.9832276923187855, 0.9999983799841109, 0.9974971322596798, 0.9992985365418066, 0.5317743616595397, 0.8362294411624741, 0.999999992022692, 0.9901946113185986, 0.9998491018104351, 0.9848168061978742, 0.9938317818272573, 0.9999999904498155, 0.8390831986271152, 0.803522377450207, 0.9769690669308247, 0.8567469904626949, 0.999478091124405]",0.09956042999145966,0.09973182871346868,0.017139872200902725,0.014658231598344533,0.021254596538011785,0.12515260884987311,0.0998293784359047,0.00043922014272990205,0.09999935317557104,0.0004391040081726525,0.01699747396663732,5.479039903921196e-05
True,15,57,842.4014341831207,1200,False,,1200,20,10,1000,12000,30000.0,5,0.02,0.03,0.001,0.0003,0.001,0.01,512,0.4,-0.04340619999999995,0.0,-0.04340619999999995,-0.04340619999999995,-0.04340619999999995,8.0,1.0,1.0,-0.04371907066090581,0.9012126064668551,0.559524996231787,0.22398310383765227,"[1, 3, 3, 3, 1, 1, 3, 3, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3]","[0.9971460501367702, 0.7280209778938914, 0.9955135525408053, 0.9683936126601947, 0.9011186888110945, 0.990728756883145, 0.6496860843049687, 0.9987144225115085, 0.9977424153919843, 0.8659604376404212, 0.9686597801011455, 0.99504411764398, 0.8197902336220304, 0.6622176582618271, 0.9705185642648408, 0.559524996231787, 0.9972024577610633, 0.9830083346856058, 0.6281575393538154, 0.8713378759735849, 0.9959583678570123, 0.991921433128362, 0.9995569004835669, 0.9999316412125937, 0.9944602623153789]",0.08778763347418278,0.08837767304579838,0.0196679857205203,0.02860181827351581,0.015077844677200466,0.07079276867525446,0.08801014278613233,0.0002829671022803394,0.08860942245149493,0.00028595955376244233,0.019975988845419405,0.0001408657809665095
True,29,71,238.60446214675903,1200,False,,1200,20,10,1000,12000,30000.0,1,0.02,0.03,0.003,0.001,0.003,0.001,256,0.25,-0.9999734386011134,2.224156070299059e-16,-0.9999734386011132,-0.9999734386011132,-0.9999734386011132,100.0,0.0,0.0,-1.0000983977035995,0.7357017548943774,0.3701321056435483,0.5750231539841151,"[3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 2, 2, 3, 3, 1, 0, 2, 1, 1, 1, 0, 1, 1, 1, 1]","[0.42080362180748615, 0.686652459870831, 0.7761644220311303, 0.5129039990444578, 0.9759072332828523, 0.5707477005219892, 0.9483839219608658, 0.99810186169119, 0.9994679660084775, 0.5523253626018039, 0.3701321056435483, 0.42550296627696915, 0.8609346440868874, 0.9998977377239302, 0.999916795228914, 0.4186066945749014, 0.5058191163521272, 0.5421820900984171, 0.9981470429198968, 0.9999999990503912, 0.46484767729595444, 0.38195974231162005, 0.9831593625337846, 0.9999793647143487, 0.9999999847266632]",0.010291228677854982,0.010383865226526486,0.0030878849557168073,0.004873169018959653,0.002383312085158252,0.018535079166092493,0.0102863172563432,8.972198982026541e-06,0.010379690700345225,9.549588724724171e-06,0.00311244813340083,4.5376317133924584e-05
True,21,63,430.2539370059967,1200,False,,1200,20,10,1000,12000,30000.0,2,0.05,0.0,0.001,0.001,0.001,0.001,512,0.3,-0.04340619999999995,0.0,-0.04340619999999995,-0.04340619999999995,-0.04340619999999995,8.0,1.0,1.0,-0.043490103277958055,0.5966501690300303,0.28073418404053896,0.9333601613734953,"[1, 3, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 2, 0, 1, 3, 1, 1, 1, 1, 3, 3, 3, 3, 3]","[0.29279418142695024, 0.30963225819921186, 0.28073418404053896, 0.33111109255568105, 0.3659440023712809, 0.3483106927133595, 0.7727933917195738, 0.7834862025717578, 0.4809529964303275, 0.5250784315979137, 0.40764621342339924, 0.4794948310858653, 0.4188302062629894, 0.3810271133768223, 0.8884494082154811, 0.40813081845625376, 0.8306679495589314, 0.8102864743186088, 0.8363462005187825, 0.8828517476101833, 0.6448052132047215, 0.8242602862765755, 0.933487841709164, 0.9331587328433628, 0.7459737552630236]",0.011304915702317455,0.011304915702317455,0.0036858257667595823,0.0069344876670358446,0.0035183545168199957,0.025062278437176077,0.011241977348818932,4.754578023777594e-05,0.011241977348818932,4.754578023777594e-05,0.0036604660132478705,2.3365967152275707e-05
True,18,60,623.1102864742279,1200,False,,1200,20,10,1000,12000,30000.0,3,0.05,0.05,0.001,0.001,0.001,0.01,512,0.3,-0.04340619999999995,0.0,-0.04340619999999995,-0.04340619999999995,-0.04340619999999995,8.0,1.0,1.0,-0.04352481415407575,0.5138286309692386,0.2732349337287739,1.0765732112482242,"[3, 3, 3, 3, 1, 1, 3, 3, 3, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 1]","[0.2748887342060603, 0.3001526470668216, 0.3910218767582559, 0.41532656506201726, 0.5455149070760327, 0.2732349337287739, 0.4338371584811204, 0.6349506807651505, 0.6742216842631475, 0.655188104948212, 0.30578861435720694, 0.3150155246032872, 0.3365777894433101, 0.4829295054621105, 0.9064613687140703, 0.30370469385631416, 0.456600653033986, 0.46715347965569837, 0.6146719745116476, 0.9385984942182916, 0.44537303733752737, 0.4762051744367834, 0.7911837319233481, 0.8586857921263181, 0.5484286481954715]",0.017950879118155197,0.018171962603410467,0.004421669705105434,0.01633068580997866,0.008038812558763861,0.03618175597808126,0.017998365587830904,6.343345343621601e-05,0.01821465344683398,6.261626720504921e-05,0.004325757180061508,3.329377423500043e-05
True,20,62,594.261969089508,1200,False,,1200,20,10,1000,12000,30000.0,3,0.02,0.0,0.001,0.001,0.003,0.001,256,0.25,-0.04340619999999995,0.0,-0.04340619999999995,-0.04340619999999995,-0.04340619999999995,8.0,1.0,1.0,-0.0437157987560311,0.9583269900635636,0.6589027518959805,0.11533438490678258,"[1, 3, 3, 3, 1, 1, 3, 3, 3, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3]","[0.9991962849970082, 0.8993050084235278, 0.9982299508044152, 0.6589027518959805, 0.9994024667107568, 0.9962591847874687, 0.9999465676641858, 0.9997929786429083, 0.9872976618114255, 0.7321854496322396, 0.9995266502793123, 0.8936454298114367, 0.96050085889427, 0.9917542763213347, 0.9999814901419349, 0.973287436128296, 0.9972966314091121, 0.9999927220479814, 0.9980413723338228, 0.9993332953766871, 0.9999030050527019, 0.8744320388882185, 0.9999612395583667, 0.999999999980409, 0.99999999999529]",0.0534143818156132,0.0534143818156132,0.01531461177696146,0.014888925483433457,0.013577437641377092,0.06823819197547147,0.05306644163520915,0.0002941278467259824,0.05306644163520915,0.0002941278467259824,0.015387795852477775,7.746696113867008e-05
