problem,ablation,beta_update,T,alpha,eta,rho,theta_lambda,theta_lr,theta_inner_steps,policy_optimizer,policy_gradient,reinforce_samples,fisher_damping,cg_iters,cg_tol,state_weight_update,dataset_path,seed,theta_mode,theta_optimizer,theta_start_mode,theta_include_beta_cov,num_trajectories,max_steps,eval_seed,device,status,error,solver_success_rate,greedy_success_rate,solver_avg_reward,greedy_avg_reward,elapsed_seconds,run_idx
deterministic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,0.03,1e-07,0.001,10,adam,reinforce,16,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,46,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,1.0,1.0,0.9257000000000001,0.9300000000000002,5338.795681038988,234
