problem,ablation,theta_mode,theta_start_mode,theta_lambda,D_theta,theta_lr,theta_inner_steps,rho,T,count,ok_count,failed_count,elapsed_seconds_mean,solver_success_rate_best,solver_success_rate_mean,solver_success_rate_std,solver_success_rate_sem,solver_success_rate_ci95,greedy_success_rate_best,greedy_success_rate_mean,greedy_success_rate_std,greedy_success_rate_sem,greedy_success_rate_ci95,solver_avg_reward_best,solver_avg_reward_mean,solver_avg_reward_std,solver_avg_reward_sem,solver_avg_reward_ci95,greedy_avg_reward_best,greedy_avg_reward_mean,greedy_avg_reward_std,greedy_avg_reward_sem,greedy_avg_reward_ci95
stochastic,reg_fixed_inner_steps,reg_fixed,warm,3e-07,,0.001,1,1.0,3000,1,1,0,151.96310290700058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0000000000000004,-2.0000000000000004,0.0,0.0,0.0,-2.0000000000000004,-2.0000000000000004,0.0,0.0,0.0
stochastic,reg_fixed_inner_steps,reg_fixed,warm,3e-07,,0.001,2,1.0,3000,1,1,0,151.29441666300409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0049500000000005,-2.0049500000000005,0.0,0.0,0.0,-2.00225,-2.00225,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,warm,3e-07,,0.001,10,1.0,3000,1,1,0,146.200663408963,0.91,0.91,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.0,-0.1663000000000001,-0.1663000000000001,0.0,0.0,0.0,0.018750000000000062,0.018750000000000062,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,warm,1e-09,,0.001,10,1.0,3000,1,1,0,139.34793649998028,0.9,0.9,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.0,-0.19330000000000014,-0.19330000000000014,0.0,0.0,0.0,0.018750000000000062,0.018750000000000062,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,warm,3e-09,,0.001,10,1.0,3000,1,1,0,147.60315745603293,0.88,0.88,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.0,-0.24430000000000013,-0.24430000000000013,0.0,0.0,0.0,0.018750000000000062,0.018750000000000062,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,warm,1e-08,,0.001,10,1.0,3000,1,1,0,138.13440385903232,0.88,0.88,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.0,-0.18570000000000011,-0.18570000000000011,0.0,0.0,0.0,0.018750000000000062,0.018750000000000062,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,warm,3e-08,,0.001,10,1.0,3000,1,1,0,140.30813719396247,0.87,0.87,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.0,-0.20105000000000012,-0.20105000000000012,0.0,0.0,0.0,0.018750000000000062,0.018750000000000062,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,warm,1e-07,,0.001,10,1.0,3000,1,1,0,145.8735850569792,0.84,0.84,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.0,-0.24630000000000013,-0.24630000000000013,0.0,0.0,0.0,0.018750000000000062,0.018750000000000062,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,warm,1e-06,,0.001,10,1.0,3000,1,1,0,143.8148317579762,0.65,0.65,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.0,-0.6928500000000001,-0.6928500000000001,0.0,0.0,0.0,0.018750000000000062,0.018750000000000062,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,warm,3e-06,,0.001,10,1.0,3000,1,1,0,138.61061406199588,0.53,0.53,0.0,0.0,0.0,0.87,0.87,0.0,0.0,0.0,-1.0189500000000005,-1.0189500000000005,0.0,0.0,0.0,-0.10300000000000001,-0.10300000000000001,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,1e-09,,0.001,10,1.0,3000,1,1,0,149.9026626420091,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,3e-09,,0.001,10,1.0,3000,1,1,0,147.15517747198464,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,1e-08,,0.001,10,1.0,3000,1,1,0,141.11558944999706,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,3e-08,,0.001,10,1.0,3000,1,1,0,146.9583134460263,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,1e-07,,0.001,10,1.0,3000,1,1,0,142.72741158603458,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,3e-07,,0.001,10,1.0,3000,1,1,0,140.593006586947,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,1e-06,,0.001,10,1.0,3000,1,1,0,144.2915446520201,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1289000000000002,-2.1289000000000002,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,3e-06,,0.001,10,1.0,3000,1,1,0,149.557961864979,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1365500000000006,-2.1365500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,1e-05,,0.001,10,1.0,3000,1,1,0,138.56254077795893,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1365500000000006,-2.1365500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,3e-05,,0.001,10,1.0,3000,1,1,0,136.31743803201243,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1497500000000005,-2.1497500000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,0.0001,,0.001,10,1.0,3000,1,1,0,135.1572820399888,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.174000000000001,-2.174000000000001,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,warm,1e-05,,0.001,10,1.0,3000,1,1,0,152.17585607699584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0087000000000006,-2.0087000000000006,0.0,0.0,0.0,-1.9907500000000005,-1.9907500000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,warm,3e-05,,0.001,10,1.0,3000,1,1,0,149.42412785597844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0000000000000004,-2.0000000000000004,0.0,0.0,0.0,-2.0018000000000002,-2.0018000000000002,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,warm,0.0001,,0.001,10,1.0,3000,1,1,0,145.96603681403212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9995500000000004,-1.9995500000000004,0.0,0.0,0.0,-2.000900000000001,-2.000900000000001,0.0,0.0,0.0
