problem,ablation,beta_update,T,alpha,eta,rho,theta_lambda,theta_lr,theta_inner_steps,policy_optimizer,policy_gradient,reinforce_samples,fisher_damping,cg_iters,cg_tol,state_weight_update,dataset_path,seed,theta_mode,theta_optimizer,theta_start_mode,theta_include_beta_cov,num_trajectories,max_steps,eval_seed,device,status,error,solver_success_rate,greedy_success_rate,solver_avg_reward,greedy_avg_reward,elapsed_seconds,run_idx
deterministic,sgd_exact_alpha,fogas_full,3000,0.01,0.0001,0.03,1e-07,0.001,10,sgd,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,129.8954297649907,1
deterministic,sgd_exact_alpha,fogas_full,3000,3e-05,0.0001,0.03,1e-07,0.001,10,sgd,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,137.5673287580139,2
deterministic,sgd_exact_alpha,fogas_full,3000,0.003,0.0001,0.03,1e-07,0.001,10,sgd,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,140.57118024496594,4
deterministic,sgd_exact_alpha,fogas_full,3000,0.001,0.0001,0.03,1e-07,0.001,10,sgd,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,141.43028883298393,5
deterministic,sgd_exact_alpha,fogas_full,3000,1e-05,0.0001,0.03,1e-07,0.001,10,sgd,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,143.89780360402074,6
deterministic,sgd_exact_alpha,fogas_full,3000,0.0003,0.0001,0.03,1e-07,0.001,10,sgd,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,148.52063349902164,7
deterministic,sgd_exact_alpha,fogas_full,3000,0.0001,0.0001,0.03,1e-07,0.001,10,sgd,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,156.3753266299609,9
deterministic,npg_exact_alpha_fisher,fogas_full,3000,3e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.01,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,264.94995324802585,14
deterministic,npg_exact_alpha_fisher,fogas_full,3000,0.0003,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.01,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,269.78916897799354,15
deterministic,npg_exact_alpha_fisher,fogas_full,3000,1e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.01,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,272.71540596400155,16
deterministic,npg_exact_alpha_fisher,fogas_full,3000,0.0001,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.01,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,284.8004437920172,18
deterministic,npg_exact_alpha_fisher,fogas_full,3000,1e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.003,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,308.4979983390076,24
deterministic,npg_exact_alpha_fisher,fogas_full,3000,3e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,1e-06,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,314.52535104198614,26
deterministic,npg_exact_alpha_fisher,fogas_full,3000,1e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.0003,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,315.36737940099556,27
deterministic,npg_exact_alpha_fisher,fogas_full,3000,0.0003,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.003,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,318.2986215770361,28
deterministic,npg_exact_alpha_fisher,fogas_full,3000,1e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.0001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,319.8121856049984,29
deterministic,npg_exact_alpha_fisher,fogas_full,3000,1e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,323.6456675470108,31
deterministic,npg_exact_alpha_fisher,fogas_full,3000,0.0001,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.003,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,324.561606984993,33
deterministic,npg_exact_alpha_fisher,fogas_full,3000,3e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.003,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,329.2147142000031,35
deterministic,npg_exact_alpha_fisher,fogas_full,3000,0.0001,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.0001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,339.3985934430384,37
deterministic,npg_exact_alpha_fisher,fogas_full,3000,3e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.0003,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,345.4393331320025,38
deterministic,npg_exact_alpha_fisher,fogas_full,3000,1e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,1e-06,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,347.64557269896613,39
deterministic,npg_exact_alpha_fisher,fogas_full,3000,3e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,348.0303649699781,41
deterministic,npg_exact_alpha_fisher,fogas_full,3000,0.0001,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,353.09051382902544,42
deterministic,npg_exact_alpha_fisher,fogas_full,3000,1e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,1e-05,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,354.98856637696736,43
deterministic,npg_exact_alpha_fisher,fogas_full,3000,3e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,3e-06,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,362.6854456809815,45
deterministic,npg_exact_alpha_fisher,fogas_full,3000,3e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,1e-05,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,363.29316595796263,46
deterministic,npg_exact_alpha_fisher,fogas_full,3000,3e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.0001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,366.38188702601474,48
deterministic,npg_exact_alpha_fisher,fogas_full,3000,1e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,3e-06,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,367.8680878109881,50
deterministic,npg_exact_alpha_fisher,fogas_full,3000,1e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,3e-05,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,369.01133350096643,51
deterministic,npg_exact_alpha_fisher,fogas_full,3000,0.0001,0.0001,0.03,1e-07,0.001,10,npg,exact,4,1e-05,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,372.31993634899845,55
deterministic,npg_exact_alpha_fisher,fogas_full,3000,0.0001,0.0001,0.03,1e-07,0.001,10,npg,exact,4,1e-06,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,374.1334104599664,57
deterministic,npg_exact_alpha_fisher,fogas_full,3000,0.0001,0.0001,0.03,1e-07,0.001,10,npg,exact,4,3e-06,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,374.51572071999544,59
deterministic,npg_exact_alpha_fisher,fogas_full,3000,0.0001,0.0001,0.03,1e-07,0.001,10,npg,exact,4,0.0003,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,375.3829890449997,61
deterministic,npg_exact_alpha_fisher,fogas_full,3000,3e-05,0.0001,0.03,1e-07,0.001,10,npg,exact,4,3e-05,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,383.5698984970222,64
deterministic,npg_exact_alpha_fisher,fogas_full,3000,0.0001,0.0001,0.03,1e-07,0.001,10,npg,exact,4,3e-05,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.06,1.0,-0.1379,0.9300000000000002,391.244710849016,67
stochastic,adam_exact_baseline,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.91,0.93,-0.1663000000000001,0.018750000000000062,117.4823381290189,13
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,8,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,43,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.91,0.93,-0.17285000000000011,0.018750000000000062,1505.0601988179842,218
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,46,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.91,0.93,-0.17440000000000008,0.018750000000000062,896.9816062140162,211
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,8,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,45,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.91,0.93,-0.1765000000000001,0.018750000000000062,603.2046314469771,208
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,2,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,43,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.9,0.93,-0.17730000000000012,0.018750000000000062,581.5833273899625,206
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.1,0.0001,1.0,3e-07,0.001,10,npg,exact,4,3e-05,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.89,0.93,-0.19075000000000014,0.018750000000000062,364.90693528205156,193
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.89,0.93,-0.23840000000000006,0.018750000000000062,193.68543092603795,166
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,8,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,44,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.88,0.93,-0.2307000000000001,0.018750000000000062,1564.9750812629936,219
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.1,0.0001,1.0,3e-07,0.001,10,npg,exact,4,1e-05,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.88,0.93,-0.24180000000000013,0.018750000000000062,379.12916847795714,196
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,1,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,44,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.88,0.93,-0.25240000000000007,0.018750000000000062,555.7704756300081,203
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,43,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.87,0.93,-0.17795000000000008,0.018750000000000062,265.8306883419864,197
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,45,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.87,0.93,-0.2363000000000001,0.018750000000000062,290.6216896570404,199
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,2,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,44,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.87,0.93,-0.2515500000000001,0.018750000000000062,500.03574952000054,202
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.1,0.0001,1.0,3e-07,0.001,10,npg,exact,4,0.0003,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.87,0.93,-0.26275000000000015,0.018750000000000062,345.1349986749701,189
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.1,0.0001,1.0,3e-07,0.001,10,npg,exact,4,3e-06,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.87,0.93,-0.3544500000000001,0.018750000000000062,371.7918886090047,191
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,2,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,45,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.86,0.93,-0.18170000000000008,0.018750000000000062,786.8141843099729,210
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,44,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.86,0.93,-0.20160000000000008,0.018750000000000062,208.16946217999794,177
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,8,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.86,0.93,-0.2289500000000001,0.018750000000000062,1216.855644418043,217
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.1,0.0001,1.0,3e-07,0.001,10,npg,exact,4,0.01,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.86,0.93,-0.2817000000000002,0.018750000000000062,220.62160929397214,145
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,8,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,46,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.85,0.93,-0.2212000000000001,0.018750000000000062,1559.6541501300526,220
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,1,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,45,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.85,0.93,-0.2327500000000001,0.018750000000000062,601.5254460640135,207
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,1,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.85,0.93,-0.2623000000000001,0.018750000000000062,562.9298815680086,204
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,1,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,43,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.85,0.93,-0.27605000000000013,0.018750000000000062,505.34830403595697,200
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.1,0.0001,1.0,3e-07,0.001,10,npg,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.85,0.93,-0.27835000000000015,0.018750000000000062,311.7577290709596,181
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.03,0.0001,1.0,3e-07,0.001,10,npg,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.85,0.93,-0.2942500000000002,0.018750000000000062,334.9972625130322,175
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,1,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,46,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.84,0.93,-0.2212000000000001,0.018750000000000062,499.7747427819995,201
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,2,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.84,0.93,-0.25935000000000014,0.018750000000000062,781.3980333870277,209
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.03,0.0001,1.0,3e-07,0.001,10,npg,exact,4,1e-06,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.84,0.93,-0.3204500000000002,0.018750000000000062,390.1495303839911,190
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.03,0.0001,1.0,3e-07,0.001,10,npg,exact,4,3e-06,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.84,0.93,-0.3597000000000002,0.018750000000000062,381.34704060695367,188
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.03,0.0001,1.0,3e-07,0.001,10,npg,exact,4,0.0003,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.84,0.93,-0.37455000000000027,0.018750000000000062,366.15294950804673,185
stochastic,adam_reinforce_samples,fogas_full,3000,0.001,0.0001,1.0,3e-07,0.001,10,adam,reinforce,2,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,46,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.83,0.93,-0.2522500000000001,0.018750000000000062,555.4740864839987,205
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.1,0.0001,1.0,3e-07,0.001,10,npg,exact,4,1e-06,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.83,0.93,-0.2861500000000001,0.018750000000000062,385.40606897399994,195
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.01,0.0001,1.0,3e-07,0.001,10,npg,exact,4,3e-06,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.77,0.93,-0.5471000000000004,0.018750000000000062,398.80131085100584,187
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.01,0.0001,1.0,3e-07,0.001,10,npg,exact,4,1e-06,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.77,0.93,-0.5536000000000003,0.018750000000000062,372.8123466289835,180
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.01,0.0001,1.0,3e-07,0.001,10,npg,exact,4,0.0001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.77,0.93,-0.5629000000000004,0.018750000000000062,359.495642400987,176
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.03,0.0001,1.0,3e-07,0.001,10,npg,exact,4,0.01,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.77,0.93,-0.5989500000000003,0.018750000000000062,242.0459682889632,140
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.01,0.0001,1.0,3e-07,0.001,10,npg,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.77,0.93,-0.6280500000000003,0.018750000000000062,343.87256013200385,169
stochastic,npg_exact_alpha_fisher,fogas_full,3000,0.01,0.0001,1.0,3e-07,0.001,10,npg,exact,4,3e-05,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,42,reg_fixed,adam,warm,False,100,20,10000,cpu,ok,,0.76,0.93,-0.5695000000000003,0.018750000000000062,375.6223723049625,183
