problem,ablation,beta_update,T,alpha,eta,rho,theta_mode,theta_lambda,D_theta,theta_lr,theta_inner_steps,theta_start_mode,policy_optimizer,policy_gradient,reinforce_samples,fisher_damping,cg_iters,cg_tol,state_weight_update,dataset_path,theta_optimizer,theta_include_beta_cov,num_trajectories,max_steps,seed,eval_seed,device,status,error,solver_success_rate,greedy_success_rate,solver_avg_reward,greedy_avg_reward,elapsed_seconds,run_idx
deterministic,projection_dtheta,fogas_full,3000,0.001,0.0001,0.03,projection,,1.0,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.11,0.0,-0.08520000000000001,-0.2,179.68858340999577,31
deterministic,reg_fixed_baseline,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.11,0.0,-0.08520000000000001,-0.2,179.96644835599,34
deterministic,projection_dtheta,fogas_full,3000,0.001,0.0001,0.03,projection,,0.3,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.11,0.0,-0.08520000000000001,-0.2,180.0370794510236,33
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.11,0.0,-0.08520000000000001,-0.2,180.85465988295618,36
deterministic,projection_dtheta,fogas_full,3000,0.001,0.0001,0.03,projection,,300.0,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.11,0.0,-0.08520000000000001,-0.2,180.90342362702359,38
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,3e-06,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.11,0.0,-0.08520000000000001,-0.2,181.8308185940259,39
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-06,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.11,0.0,-0.08520000000000001,-0.2,181.95524170802673,40
deterministic,projection_dtheta,fogas_full,3000,0.001,0.0001,0.03,projection,,3.0,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.11,0.0,-0.08520000000000001,-0.2,182.4917473649839,41
deterministic,projection_dtheta,fogas_full,3000,0.001,0.0001,0.03,projection,,10.0,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.11,0.0,-0.08520000000000001,-0.2,182.60164063697448,42
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.11,0.0,-0.08520000000000001,-0.2,185.43207466899185,46
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-08,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.11,0.0,-0.08520000000000001,-0.2,187.67551810399164,50
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-05,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.11,0.0,-0.08560000000000002,-0.2,185.5347045090166,47
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,3e-05,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.11,0.0,-0.08560000000000002,-0.2,186.845812796033,48
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,0.0001,,0.001,10,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.1,0.0,-0.0963,-0.2,178.25610364502063,25
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,20,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.02,0.0,-0.1796,-0.2,187.44462382502388,49
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,40,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-0.2,-0.2,154.28719635796733,52
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,2,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-0.2,-0.2,171.04382262995932,16
deterministic,projection_dtheta,fogas_full,3000,0.001,0.0001,0.03,projection,,0.3,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-0.2,-0.2,172.44271881197346,18
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,1,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-0.2,-0.2,175.55613222299144,19
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,5,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-0.2,-0.2,176.88865893601906,21
deterministic,projection_dtheta,fogas_full,3000,0.001,0.0001,0.03,projection,,3.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-0.2,-0.2,181.00835213100072,37
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-06,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-0.2,-0.2,182.89599114196608,43
deterministic,projection_dtheta,fogas_full,3000,0.001,0.0001,0.03,projection,,1.0,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-0.2,-0.2,184.50284773495514,44
deterministic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,3e-06,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-0.2,-0.2,185.25968378898688,45
deterministic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,0.03,reg_fixed,1e-07,,0.001,80,zero,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-0.2,-0.2,204.60047687002225,54
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,1e-05,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-2.0087000000000006,-1.9907500000000005,152.17585607699584,90
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,1,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-2.0000000000000004,-2.0000000000000004,151.96310290700058,94
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,0.0001,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-1.9995500000000004,-2.000900000000001,145.96603681403212,75
stochastic,reg_fixed_lambda,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-05,,0.001,10,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-2.0000000000000004,-2.0018000000000002,149.42412785597844,82
stochastic,reg_fixed_inner_steps,fogas_full,3000,0.001,0.0001,1.0,reg_fixed,3e-07,,0.001,2,warm,adam,exact,4,0.001,50,1e-10,normal,/shared/home/mauro.diaz/work/FOGAS/data/datasets_clean/generalization/5grid_stochastic.csv,adam,False,100,20,42,10000,cpu,ok,,0.0,0.0,-2.0049500000000005,-2.00225,151.29441666300409,92
