problem,ablation,theta_mode,theta_start_mode,theta_lambda,D_theta,theta_lr,theta_inner_steps,rho,T,checkpoint_step,count,solver_success_rate_best,solver_success_rate_mean,solver_success_rate_std,solver_success_rate_sem,solver_success_rate_ci95,greedy_success_rate_best,greedy_success_rate_mean,greedy_success_rate_std,greedy_success_rate_sem,greedy_success_rate_ci95,solver_avg_reward_best,solver_avg_reward_mean,solver_avg_reward_std,solver_avg_reward_sem,solver_avg_reward_ci95,greedy_avg_reward_best,greedy_avg_reward_mean,greedy_avg_reward_std,greedy_avg_reward_sem,greedy_avg_reward_ci95
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1060,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0539000000000005,-2.0539000000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1080,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.064600000000001,-2.064600000000001,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1100,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.064600000000001,-2.064600000000001,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1120,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.072050000000001,-2.072050000000001,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1140,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.072050000000001,-2.072050000000001,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1160,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0792500000000005,-2.0792500000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1180,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0757000000000003,-2.0757000000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1200,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0757000000000003,-2.0757000000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1220,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0757000000000003,-2.0757000000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1240,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0757000000000003,-2.0757000000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1260,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0757000000000003,-2.0757000000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1280,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0757000000000003,-2.0757000000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1300,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0757000000000003,-2.0757000000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1320,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.091700000000001,-2.091700000000001,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1340,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.091700000000001,-2.091700000000001,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1360,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.091700000000001,-2.091700000000001,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1380,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0858000000000008,-2.0858000000000008,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1400,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0858000000000008,-2.0858000000000008,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1420,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0858000000000008,-2.0858000000000008,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1440,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0919000000000008,-2.0919000000000008,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1460,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0919000000000008,-2.0919000000000008,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1480,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0919000000000008,-2.0919000000000008,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1500,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0919000000000008,-2.0919000000000008,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1520,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0919000000000008,-2.0919000000000008,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1540,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0919000000000008,-2.0919000000000008,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1560,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0910000000000006,-2.0910000000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1580,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0914500000000005,-2.0914500000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1600,1,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0960000000000005,-2.0960000000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1620,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.093550000000001,-2.093550000000001,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1640,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.093550000000001,-2.093550000000001,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1660,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.093550000000001,-2.093550000000001,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1680,1,0.04,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0972000000000004,-2.0972000000000004,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1700,1,0.04,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0972000000000004,-2.0972000000000004,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1720,1,0.04,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0963000000000007,-2.0963000000000007,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1740,1,0.04,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0963000000000007,-2.0963000000000007,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1760,1,0.04,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0963000000000007,-2.0963000000000007,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1780,1,0.04,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0963000000000007,-2.0963000000000007,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1800,1,0.04,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0963000000000007,-2.0963000000000007,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1820,1,0.04,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0963000000000007,-2.0963000000000007,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1840,1,0.04,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0963000000000007,-2.0963000000000007,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1860,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1016000000000004,-2.1016000000000004,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1880,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1016000000000004,-2.1016000000000004,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1900,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1067000000000005,-2.1067000000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1920,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1067000000000005,-2.1067000000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1940,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1067000000000005,-2.1067000000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1960,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1067000000000005,-2.1067000000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,1980,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1067000000000005,-2.1067000000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2000,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1117000000000004,-2.1117000000000004,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2020,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1117000000000004,-2.1117000000000004,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2040,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1117000000000004,-2.1117000000000004,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2060,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1117000000000004,-2.1117000000000004,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2080,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1046000000000005,-2.1046000000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2100,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1046000000000005,-2.1046000000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2120,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1046000000000005,-2.1046000000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2140,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1041500000000006,-2.1041500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2160,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1041500000000006,-2.1041500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2180,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1041500000000006,-2.1041500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2200,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1041500000000006,-2.1041500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2220,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1041500000000006,-2.1041500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2240,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1041500000000006,-2.1041500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2260,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1022500000000006,-2.1022500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2280,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1022500000000006,-2.1022500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2300,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1022500000000006,-2.1022500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2320,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1022500000000006,-2.1022500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2340,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1022500000000006,-2.1022500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2360,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0994500000000005,-2.0994500000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2380,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0994500000000005,-2.0994500000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2400,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0994500000000005,-2.0994500000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2420,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0994500000000005,-2.0994500000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2440,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0968000000000004,-2.0968000000000004,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2460,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0968000000000004,-2.0968000000000004,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2480,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1064500000000006,-2.1064500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2500,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.11275,-2.11275,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2520,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.11275,-2.11275,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2540,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.11275,-2.11275,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2560,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.11275,-2.11275,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2580,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.11275,-2.11275,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2600,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.11275,-2.11275,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2620,1,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.11275,-2.11275,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2640,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1224000000000003,-2.1224000000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2660,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1224000000000003,-2.1224000000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2680,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1235000000000004,-2.1235000000000004,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2700,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1235000000000004,-2.1235000000000004,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2720,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1252500000000003,-2.1252500000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2740,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1252500000000003,-2.1252500000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2760,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1252500000000003,-2.1252500000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2780,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1252500000000003,-2.1252500000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2800,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1252500000000003,-2.1252500000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2820,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1252500000000003,-2.1252500000000003,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2840,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2860,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2880,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2900,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,projection_dtheta,projection,zero,,10.0,0.001,10,1.0,3000,2920,1,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
