problem,ablation,theta_mode,theta_start_mode,theta_lambda,D_theta,theta_lr,theta_inner_steps,rho,T,checkpoint_step,count,solver_success_rate_best,solver_success_rate_mean,solver_success_rate_std,solver_success_rate_sem,solver_success_rate_ci95,greedy_success_rate_best,greedy_success_rate_mean,greedy_success_rate_std,greedy_success_rate_sem,greedy_success_rate_ci95,solver_avg_reward_best,solver_avg_reward_mean,solver_avg_reward_std,solver_avg_reward_sem,solver_avg_reward_ci95,greedy_avg_reward_best,greedy_avg_reward_mean,greedy_avg_reward_std,greedy_avg_reward_sem,greedy_avg_reward_ci95
deterministic,projection_dtheta,projection,warm,,100.0,0.001,10,0.03,3000,2860,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9236000000000003,0.9236000000000003,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,100.0,0.001,10,0.03,3000,2880,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9236000000000003,0.9236000000000003,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,100.0,0.001,10,0.03,3000,2900,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9236000000000001,0.9236000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,100.0,0.001,10,0.03,3000,2920,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.924,0.924,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,100.0,0.001,10,0.03,3000,2940,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9242000000000001,0.9242000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,100.0,0.001,10,0.03,3000,2960,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9242000000000001,0.9242000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,100.0,0.001,10,0.03,3000,2980,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9241000000000001,0.9241000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,100.0,0.001,10,0.03,3000,3000,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9241000000000001,0.9241000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,20,1,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1379,-0.1379,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,40,1,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1379,-0.1379,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,60,1,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1588,-0.1588,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,80,1,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1588,-0.1588,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,100,1,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1588,-0.1588,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,120,1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14859999999999998,-0.14859999999999998,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,140,1,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15889999999999999,-0.15889999999999999,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,160,1,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1588,-0.1588,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,180,1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1484,-0.1484,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,200,1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14859999999999998,-0.14859999999999998,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,220,1,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1374,-0.1374,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,240,1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1482,-0.1482,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,260,1,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15849999999999997,-0.15849999999999997,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,280,1,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16879999999999998,-0.16879999999999998,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,300,1,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1686,-0.1686,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,320,1,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17939999999999998,-0.17939999999999998,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,340,1,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17939999999999998,-0.17939999999999998,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,360,1,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16879999999999998,-0.16879999999999998,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,380,1,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17909999999999995,-0.17909999999999995,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,400,1,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16849999999999998,-0.16849999999999998,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,420,1,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17909999999999995,-0.17909999999999995,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,440,1,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17909999999999995,-0.17909999999999995,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,460,1,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17909999999999995,-0.17909999999999995,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,480,1,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17909999999999995,-0.17909999999999995,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,500,1,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17909999999999995,-0.17909999999999995,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,520,1,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17909999999999995,-0.17909999999999995,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,540,1,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17909999999999995,-0.17909999999999995,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,560,1,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17909999999999995,-0.17909999999999995,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,580,1,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17909999999999995,-0.17909999999999995,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,600,1,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1685,-0.1685,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,620,1,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1479,-0.1479,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,640,1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1164,-0.1164,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,660,1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09560000000000002,-0.09560000000000002,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,680,1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0855,-0.0855,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,700,1,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06370000000000003,-0.06370000000000003,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,720,1,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02050000000000003,-0.02050000000000003,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,740,1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012399999999999967,0.012399999999999967,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,760,1,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06639999999999997,0.06639999999999997,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,780,1,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0895,0.0895,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,800,1,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1335,0.1335,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,820,1,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19829999999999998,0.19829999999999998,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,840,1,0.4,0.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.23009999999999994,0.23009999999999994,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,860,1,0.41,0.41,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.24069999999999997,0.24069999999999997,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,880,1,0.44,0.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.27479999999999993,0.27479999999999993,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,900,1,0.49,0.49,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3271,0.3271,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,920,1,0.52,0.52,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3590999999999999,0.3590999999999999,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,940,1,0.59,0.59,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.43499999999999994,0.43499999999999994,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,960,1,0.62,0.62,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.46709999999999996,0.46709999999999996,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,980,1,0.63,0.63,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4785999999999999,0.4785999999999999,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1000,1,0.69,0.69,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5435,0.5435,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1020,1,0.71,0.71,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5650999999999999,0.5650999999999999,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1040,1,0.73,0.73,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1060,1,0.73,0.73,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5927,0.5927,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1080,1,0.74,0.74,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6057,0.6057,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1100,1,0.8,0.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6711999999999999,0.6711999999999999,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1120,1,0.86,0.86,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7371,0.7371,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1140,1,0.88,0.88,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7606,0.7606,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1160,1,0.91,0.91,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7951,0.7951,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1180,1,0.91,0.91,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7969000000000002,0.7969000000000002,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1200,1,0.91,0.91,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7964000000000001,0.7964000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1220,1,0.92,0.92,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8082,0.8082,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1240,1,0.92,0.92,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8087000000000001,0.8087000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1260,1,0.9,0.9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7886,0.7886,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1280,1,0.92,0.92,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8111,0.8111,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1300,1,0.94,0.94,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8338000000000001,0.8338000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1320,1,0.94,0.94,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8341000000000001,0.8341000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1340,1,0.97,0.97,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8680000000000001,0.8680000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1360,1,0.97,0.97,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8698000000000001,0.8698000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1380,1,0.97,0.97,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8715,0.8715,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1400,1,0.98,0.98,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8847,0.8847,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1420,1,0.99,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8969000000000001,0.8969000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1440,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9103000000000001,0.9103000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1460,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9119000000000002,0.9119000000000002,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1480,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9129,0.9129,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1500,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9145,0.9145,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1520,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9153000000000001,0.9153000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1540,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9161,0.9161,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1560,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9162,0.9162,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1580,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9168000000000001,0.9168000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1600,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9179,0.9179,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1620,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9177000000000001,0.9177000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1640,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9183000000000001,0.9183000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1660,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9192000000000001,0.9192000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1680,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9195000000000002,0.9195000000000002,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1700,1,0.99,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9095000000000002,0.9095000000000002,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1720,1,0.99,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9098000000000002,0.9098000000000002,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1740,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9215000000000001,0.9215000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1760,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9218000000000001,0.9218000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1780,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9219000000000002,0.9219000000000002,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1800,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9221,0.9221,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1820,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9227000000000001,0.9227000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
deterministic,projection_dtheta,projection,warm,,300.0,0.001,10,0.03,3000,1840,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9225000000000001,0.9225000000000001,0.0,0.0,0.0,0.9300000000000002,0.9300000000000002,0.0,0.0,0.0
