alpha,eta,rho,fisher_damping,T,theta_lr,D_theta,theta_mode,theta_optimizer,theta_inner_steps,theta_start_mode,theta_include_beta_cov,d_theta_scale,beta_update,policy_optimizer,policy_gradient,cg_iters,cg_tol,state_weight_update,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.0002,0.0001,0.001,0.001,1600,1.0,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,84.99862840678543,0.91,-0.7911113820161333,1.01836844658558,1.8431608712781566,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0015807518831283186,-1.624702694194554e-05,0.0015974216917303094,-1.735167938559872e-05,0.0010000000000000002,3.790096313951499e-07,0.01989597161379695,0.05060922082758312,207
0.0002,0.0001,0.001,0.001,1600,0.01,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,85.31454606773332,0.91,-0.7911113820161333,1.01836844658558,1.8431608712781566,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0015807518831283186,-1.6247026941945537e-05,0.0015974216917303094,-1.7351679385598716e-05,0.001,3.7900963139514986e-07,0.01989597161379695,0.05060922082758312,182
0.0002,0.0001,0.001,0.001,1600,0.1,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,85.54462522407994,0.91,-0.7911113820161333,1.01836844658558,1.8431608712781566,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0015807518831283186,-1.624702694194554e-05,0.0015974216917303094,-1.735167938559872e-05,0.001,3.7900963139514986e-07,0.01989597161379695,0.05060922082758312,202
0.0002,0.0001,0.001,0.0001,1600,0.01,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,86.06046211719513,0.91,-0.7911113820161333,1.0183684367756867,1.8431608740455105,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0015807518831563306,-1.6247026921007513e-05,0.0015974216917589064,-1.7351679364730565e-05,0.001,3.790096311753221e-07,0.01989597161403633,0.05060922082736133,50
0.0002,0.0001,0.001,0.0001,1600,0.001,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,87.14690364617854,0.91,-0.7911113820161333,1.0183684367756867,1.8431608740455105,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0015807518831563306,-1.6247026921007516e-05,0.0015974216917589064,-1.7351679364730565e-05,0.001,3.790096311753221e-07,0.01989597161403633,0.05060922082736133,54
0.0002,0.0001,0.001,0.0001,1600,1.0,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,88.19644212117419,0.91,-0.7911113820161333,1.0183684367756867,1.8431608740455105,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0015807518831563306,-1.6247026921007513e-05,0.0015974216917589064,-1.7351679364730562e-05,0.0009999999999999998,3.79009631175322e-07,0.01989597161403633,0.05060922082736133,62
0.0002,0.0001,0.001,0.0001,1600,0.1,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,91.21567013906315,0.91,-0.7911113820161333,1.0183684367756867,1.8431608740455105,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0015807518831563306,-1.6247026921007516e-05,0.0015974216917589064,-1.7351679364730565e-05,0.001,3.7900963117532215e-07,0.01989597161403633,0.05060922082736133,70
0.0002,0.0001,0.001,0.01,1000,0.01,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,48.44355129823089,0.91,-0.7911113820161333,1.0183681658328019,1.843160981963099,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0008227667227279763,-0.00016513066430297568,0.0009905517342494567,-0.00017181111745835664,0.01,2.3599453732848e-06,0.01977250619709674,0.05036521569206857,259
0.0002,0.0001,0.001,0.01,1000,0.001,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,52.443983254022896,0.91,-0.7911113820161333,1.0183681658328019,1.843160981963099,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0008227667227279763,-0.00016513066430297562,0.0009905517342494567,-0.00017181111745835667,0.01,2.3599453732848002e-06,0.01977250619709674,0.05036521569206857,254
0.0002,0.0001,0.001,0.01,1000,0.1,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,54.15523885190487,0.91,-0.7911113820161333,1.0183681658328019,1.843160981963099,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0008227667227279763,-0.00016513066430297565,0.0009905517342494567,-0.00017181111745835664,0.01,2.3599453732848002e-06,0.01977250619709674,0.05036521569206857,273
0.0002,0.0001,0.001,0.001,2500,0.01,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,129.64346119668335,0.91,-0.7911113820161333,1.0183681550123131,1.8431609823663457,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.002479752599039415,-1.600806371319668e-05,0.0024964212746169173,-1.7734245515707093e-05,0.001,5.923093778228462e-07,0.019895972147428033,0.050957009646578094,229
0.0002,0.0001,0.001,0.001,2500,1.0,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,131.08118416694924,0.91,-0.7911113820161333,1.0183681550123131,1.8431609823663457,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.002479752599039415,-1.600806371319668e-05,0.0024964212746169173,-1.77342455157071e-05,0.001,5.923093778228463e-07,0.019895972147428033,0.050957009646578094,242
0.0002,0.0001,0.001,0.001,2500,0.001,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,131.13718377193436,0.91,-0.7911113820161333,1.0183681550123131,1.8431609823663457,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.002479752599039415,-1.600806371319668e-05,0.0024964212746169173,-1.77342455157071e-05,0.0010000000000000002,5.923093778228463e-07,0.019895972147428033,0.050957009646578094,221
0.0002,0.0001,0.001,0.001,2500,0.1,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,131.76912928186357,0.91,-0.7911113820161333,1.0183681550123131,1.8431609823663457,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.002479752599039415,-1.600806371319668e-05,0.0024964212746169173,-1.7734245515707096e-05,0.001,5.923093778228462e-07,0.019895972147428033,0.050957009646578094,237
0.0002,0.0001,0.001,0.0001,2500,1.0,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,126.68793326616287,0.91,-0.7911113820161333,1.0183681310323234,1.8431609891351144,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.002479752599147733,-1.6008063632003065e-05,0.002496421274726151,-1.773424543468961e-05,0.0009999999999999998,5.923093769836136e-07,0.019895972148013134,0.05095700964525421,111
0.0002,0.0001,0.001,0.0001,2500,0.001,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,132.71955049131066,0.91,-0.7911113820161333,1.0183681310323234,1.8431609891351144,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.002479752599147733,-1.6008063632003065e-05,0.002496421274726151,-1.773424543468961e-05,0.001,5.923093769836137e-07,0.019895972148013134,0.05095700964525421,84
0.0002,0.0001,0.001,0.0001,2500,0.01,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,133.25060131121427,0.91,-0.7911113820161333,1.0183681310323234,1.8431609891351144,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.002479752599147733,-1.6008063632003065e-05,0.002496421274726151,-1.773424543468961e-05,0.001,5.923093769836136e-07,0.019895972148013134,0.05095700964525421,88
0.0002,0.0001,0.001,0.0001,2500,0.1,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,141.39204214699566,0.91,-0.7911113820161333,1.0183681310323234,1.8431609891351144,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.002479752599147733,-1.6008063632003065e-05,0.002496421274726151,-1.773424543468961e-05,0.001,5.923093769836137e-07,0.019895972148013134,0.05095700964525421,96
0.0002,0.0001,0.001,0.001,1000,0.001,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,53.90357591584325,0.91,-0.7911113820161333,1.018367927164632,1.8431610446297646,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0008227666019234288,-0.00016513078140758993,0.0009905517354470027,-0.00017181123862808746,0.009999999999999998,2.3599458698035928e-06,0.019772506169227995,0.05036521568702112,100
0.0002,0.0001,0.001,0.001,1000,0.1,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,53.904916991945356,0.91,-0.7911113820161333,1.018367927164632,1.8431610446297646,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0008227666019234288,-0.00016513078140758993,0.0009905517354470027,-0.0001718112386280875,0.01,2.359945869803593e-06,0.019772506169227995,0.05036521568702112,129
0.0002,0.0001,0.001,0.001,1000,1.0,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,55.69049170613289,0.91,-0.7911113820161333,1.018367927164632,1.8431610446297646,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0008227666019234288,-0.0001651307814075899,0.0009905517354470027,-0.00017181123862808746,0.009999999999999998,2.3599458698035928e-06,0.019772506169227995,0.05036521568702112,137
0.0002,0.0001,0.001,0.001,1000,0.01,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,56.21496899379417,0.91,-0.7911113820161333,1.018367927164632,1.8431610446297646,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0008227666019234288,-0.00016513078140759,0.0009905517354470027,-0.00017181123862808752,0.01,2.359945869803593e-06,0.019772506169227995,0.05036521568702112,108
0.0002,0.0001,0.001,0.0001,1000,0.1,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,53.811965194996446,0.91,-0.7911113820161333,1.0183678929700035,1.8431610523800857,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,0.0008227665832673,-0.0001651307996539,0.0009905517355487,-0.0001718112573197,0.01,2.3599459702260538e-06,0.0197725061626566,0.0503652156862704,17
0.0002,0.0001,0.001,0.0001,1000,0.01,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,54.76412261091173,0.91,-0.7911113820161333,1.0183678929700035,1.8431610523800857,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,0.0008227665832673,-0.0001651307996539,0.0009905517355487,-0.0001718112573197,0.01,2.3599459702260538e-06,0.0197725061626566,0.0503652156862704,21
0.0002,0.0001,0.001,0.0001,1000,0.001,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,55.39170615421608,0.91,-0.7911113820161333,1.0183678929700035,1.8431610523800857,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,0.0008227665832673,-0.0001651307996539,0.0009905517355487,-0.0001718112573197,0.01,2.3599459702260538e-06,0.0197725061626566,0.0503652156862704,23
0.0002,0.0001,0.001,0.0001,1000,1.0,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,55.73491040384397,0.91,-0.7911113820161333,1.0183678929700035,1.8431610523800857,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,0.0008227665832673,-0.0001651307996539,0.0009905517355487,-0.0001718112573197,0.01,2.3599459702260538e-06,0.0197725061626566,0.0503652156862704,28
0.0002,0.0001,0.001,0.0001,4000,0.1,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,189.54321437096223,0.91,-0.7911113820161333,1.0183673230377361,1.8431612933111112,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.003977906231981414,-1.5610967048029475e-05,0.003994574152236729,-1.837290675122938e-05,0.001,9.477662675009222e-07,0.01989597252896584,0.05154423720238113,145
0.0002,0.0001,0.001,0.0001,4000,0.01,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,209.05374566093087,0.91,-0.7911113820161333,1.0183673230377361,1.8431612933111112,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.003977906231981414,-1.5610967048029475e-05,0.003994574152236729,-1.837290675122938e-05,0.001,9.477662675009222e-07,0.01989597252896584,0.05154423720238113,154
0.0002,0.0001,0.001,0.0001,4000,1.0,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,210.50198321789503,0.91,-0.7911113820161333,1.0183673230377361,1.8431612933111112,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.003977906231981414,-1.561096704802947e-05,0.003994574152236729,-1.837290675122938e-05,0.0009999999999999998,9.47766267500922e-07,0.01989597252896584,0.05154423720238113,183
0.0002,0.0001,0.001,0.0001,4000,0.001,0.001,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,210.62335594836622,0.91,-0.7911113820161333,1.0183673230377361,1.8431612933111112,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.003977906231981414,-1.5610967048029475e-05,0.003994574152236729,-1.8372906751229385e-05,0.0010000000000000002,9.477662675009222e-07,0.01989597252896584,0.05154423720238113,153
0.0002,0.0001,0.001,0.0001,1600,1.0,10.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,88.77932232012972,0.91,-0.7911113820161333,1.018367171300108,1.8431763964168848,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.16873149050297725,-0.1847886883810023,0.0007100873112293995,-0.167709688285971,10.0,3.406257354479426e-05,0.013666521742373093,0.0492282164891623,65
0.0002,0.0001,0.001,0.0001,1600,0.1,10.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,89.34002669434994,0.91,-0.7911113820161333,1.0183669464743397,1.8431778197535746,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.1669156635400415,-0.182893023685343,0.0006898113671717346,-0.16589610289799306,9.999999999999998,2.0404734762050658e-05,0.013416422885254731,0.04921869493435628,68
0.0002,0.0001,0.001,0.001,1600,0.01,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,75.25234632799402,0.91,-0.7911113820161333,1.01836680253539,1.8431614343188656,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0014177031220083411,-0.0001634936815922964,0.001585436465241056,-0.00017417533209630368,0.01,3.778051486261571e-06,0.019772517647044224,0.05058655851569143,173
0.0002,0.0001,0.001,0.001,1600,0.1,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,85.13626386085525,0.91,-0.7911113820161333,1.01836680253539,1.8431614343188656,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0014177031220083411,-0.00016349368159229634,0.001585436465241056,-0.00017417533209630368,0.009999999999999998,3.7780514862615704e-06,0.019772517647044224,0.05058655851569143,201
0.0002,0.0001,0.001,0.001,1600,0.001,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,85.88407176593319,0.91,-0.7911113820161333,1.01836680253539,1.8431614343188656,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0014177031220083411,-0.00016349368159229634,0.001585436465241056,-0.00017417533209630368,0.009999999999999998,3.7780514862615704e-06,0.019772517647044224,0.05058655851569143,176
0.0002,0.0001,0.001,0.001,1600,1.0,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,86.6899413941428,0.91,-0.7911113820161333,1.01836680253539,1.8431614343188656,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0014177031220083411,-0.00016349368159229634,0.001585436465241056,-0.00017417533209630368,0.009999999999999998,3.7780514862615704e-06,0.019772517647044224,0.05058655851569143,209
0.0002,0.0001,0.001,0.0001,1600,0.1,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,88.02684445912018,0.91,-0.7911113820161333,1.0183667150001185,1.843161454149918,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0014177030726808847,-0.00016349372940583504,0.0015854364655673618,-0.00017417538154020117,0.01,3.778051946737583e-06,0.01977251762803921,0.05058655851171297,59
0.0002,0.0001,0.001,0.0001,1600,1.0,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,88.14581024693325,0.91,-0.7911113820161333,1.0183667150001185,1.843161454149918,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0014177030726808847,-0.00016349372940583504,0.0015854364655673618,-0.00017417538154020117,0.01,3.7780519467375826e-06,0.01977251762803921,0.05058655851171297,61
0.0002,0.0001,0.001,0.0001,1600,0.01,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,88.40449161175638,0.91,-0.7911113820161333,1.0183667150001185,1.843161454149918,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0014177030726808847,-0.00016349372940583504,0.0015854364655673618,-0.00017417538154020117,0.01,3.778051946737582e-06,0.01977251762803921,0.05058655851171297,63
0.0002,0.0001,0.001,0.0001,1600,0.001,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,88.60567177087069,0.91,-0.7911113820161333,1.0183667150001185,1.843161454149918,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0014177030726808847,-0.00016349372940583506,0.0015854364655673618,-0.00017417538154020117,0.01,3.7780519467375826e-06,0.01977251762803921,0.05058655851171297,64
0.0002,0.0001,0.001,0.001,1600,0.1,10.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,77.06816746294498,0.91,-0.7911113820161333,1.0183666280919499,1.8431756389278364,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.16930837526967604,-0.1853925865861625,0.0007167775552593454,-0.16828553410337474,10.0,3.4338711562735934e-05,0.014168259647435311,0.04923225199493979,199
0.0002,0.0001,0.001,0.001,1600,1.0,10.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,86.9997683800757,0.91,-0.7911113820161333,1.0183654778850832,1.843176114516295,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.16904091461493603,-0.18510471142006205,0.0007135953432191476,-0.16801866709940894,9.999999999999998,3.662754390157214e-05,0.013823806788207807,0.04922994071089694,215
0.0002,0.0001,0.001,0.001,2500,0.1,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,126.68135210173205,0.91,-0.7911113820161333,1.0183641441556377,1.8431623548442773,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0023099998196938034,-0.00016108209724021856,0.002477697835346836,-0.00017776314761361556,0.01,5.905220636896515e-06,0.019772525731628507,0.050921284239313996,233
0.0002,0.0001,0.001,0.001,2500,0.001,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,126.92088850401342,0.91,-0.7911113820161333,1.0183641441556377,1.8431623548442773,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0023099998196938034,-0.0001610820972402186,0.002477697835346836,-0.00017776314761361556,0.01,5.905220636896515e-06,0.019772525731628507,0.050921284239313996,218
0.0002,0.0001,0.001,0.001,2500,0.01,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,130.67801824584603,0.91,-0.7911113820161333,1.0183641441556377,1.8431623548442773,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0023099998196938034,-0.00016108209724021854,0.002477697835346836,-0.00017776314761361556,0.01,5.905220636896515e-06,0.019772525731628507,0.050921284239313996,230
0.0002,0.0001,0.001,0.001,2500,1.0,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,134.56255321810022,0.91,-0.7911113820161333,1.0183641441556377,1.8431623548442773,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0023099998196938034,-0.0001610820972402186,0.002477697835346836,-0.00017776314761361558,0.010000000000000002,5.905220636896515e-06,0.019772525731628507,0.050921284239313996,248
0.0002,0.0001,0.001,0.0001,2500,0.1,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,122.90226238593459,0.91,-0.7911113820161333,1.0183639305068635,1.843162403210688,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0023099996974901963,-0.0001610822142226141,0.0024776978364080813,-0.00017776327019680438,0.01,5.905222521354472e-06,0.019772525682021383,0.05092128421945368,78
0.0002,0.0001,0.001,0.0001,2500,1.0,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,128.7853899896145,0.91,-0.7911113820161333,1.0183639305068635,1.843162403210688,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0023099996974901963,-0.00016108221422261407,0.0024776978364080813,-0.00017776327019680438,0.01,5.90522252135447e-06,0.019772525682021383,0.05092128421945368,112
0.0002,0.0001,0.001,0.0001,2500,0.01,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,132.9612559247762,0.91,-0.7911113820161333,1.0183639305068635,1.843162403210688,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0023099996974901963,-0.00016108221422261404,0.0024776978364080813,-0.00017776327019680436,0.009999999999999998,5.90522252135447e-06,0.019772525682021383,0.05092128421945368,85
0.0002,0.0001,0.001,0.0001,2500,0.001,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,136.6964835608378,0.91,-0.7911113820161333,1.0183639305068635,1.843162403210688,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0023099996974901963,-0.0001610822142226141,0.0024776978364080813,-0.00017776327019680438,0.01,5.905222521354471e-06,0.019772525682021386,0.05092128421945368,91
0.0002,0.0001,0.001,0.001,2500,1.0,10.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,122.4480807306245,0.91,-0.7911113820161333,1.0183578041857708,1.8432013011948651,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.16674450351118214,-0.19161560032353667,0.0010749191683952835,-0.1651603158841093,10.000000000000002,2.159728334043283e-05,0.013335300502961995,0.04881985103091714,243
0.0002,0.0001,0.001,0.001,4000,0.001,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,196.24678233684972,0.91,-0.7911113820161333,1.0183571247840595,1.8431647838693141,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.003796950254602556,-0.00015709875185771204,0.003964623393815741,-0.00018377545434307706,0.01,9.450321223444478e-06,0.019772532172907108,0.05148622567719108,278
0.0002,0.0001,0.001,0.0001,4000,1.0,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,199.51639950787649,0.91,-0.7911113820161333,1.0183565781421047,1.843164907470667,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0037969499395049434,-0.00015709904687797671,0.003964623397685419,-0.00018377577083510382,0.01,9.450329252779174e-06,0.019772532040800338,0.051486225565606766,172
0.0002,0.0001,0.001,0.0001,4000,0.001,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,208.36225037416443,0.91,-0.7911113820161333,1.0183565781421047,1.843164907470667,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0037969499395049434,-0.0001570990468779767,0.003964623397685419,-0.00018377577083510382,0.01,9.450329252779174e-06,0.019772532040800338,0.051486225565606766,151
0.0002,0.0001,0.001,0.0001,4000,0.1,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,209.45289067085832,0.91,-0.7911113820161333,1.0183565781421047,1.843164907470667,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0037969499395049434,-0.0001570990468779767,0.003964623397685419,-0.00018377577083510382,0.01,9.450329252779176e-06,0.019772532040800338,0.051486225565606766,159
0.0002,0.0001,0.001,0.0001,4000,0.01,0.01,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,209.45965042104945,0.91,-0.7911113820161333,1.0183565781421047,1.843164907470667,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0037969499395049434,-0.00015709904687797674,0.003964623397685419,-0.00018377577083510384,0.01,9.450329252779176e-06,0.019772532040800338,0.051486225565606766,157
0.0002,0.0001,0.001,0.001,2500,0.1,10.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,140.56055999873206,0.91,-0.7911113820161333,1.0183553663077842,1.8432023017391024,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.16767135967663738,-0.19254255088571284,0.0010902767355590042,-0.1660865444586078,10.0,4.818320738191652e-05,0.01348526223906603,0.04882439446830782,250
0.0002,0.0001,0.001,0.01,1000,0.1,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,45.72193815978244,0.91,-0.7911113820161333,1.018354928743752,1.8431678565168716,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.0008877410605369683,-0.0017417991228995764,0.0009265444740031096,-0.0018447143467056207,0.1,1.6261514485238587e-05,0.018917693277481506,0.050299598828980406,267
0.0002,0.0001,0.001,0.01,1000,0.001,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,54.60460770409554,0.91,-0.7911113820161333,1.018354928743752,1.8431678565168716,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.0008877410605369838,-0.0017417991228994554,0.0009265444740031095,-0.001844714346705636,0.09999999999999999,1.6261514485242544e-05,0.018917693277482217,0.050299598828980406,257
