alpha,eta,rho,fisher_damping,T,theta_lr,D_theta,theta_mode,theta_optimizer,theta_inner_steps,theta_start_mode,theta_include_beta_cov,d_theta_scale,beta_update,policy_optimizer,policy_gradient,cg_iters,cg_tol,state_weight_update,seed,device,status,error,elapsed_seconds,solver_success_rate,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_avg_return,greedy_v_x0,greedy_v_gap,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.0002,0.0001,0.001,0.01,1000,0.01,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,55.18985085980967,0.91,-0.7911113820161333,1.018354928743752,1.8431678565168716,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.0008877410605368426,-0.0017417991228991653,0.0009265444740031119,-0.0018447143467054947,0.1,1.626151448524431e-05,0.01891769327748319,0.0502995988289804,264
0.0002,0.0001,0.001,0.0001,2500,0.1,10.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,128.29146587429568,0.91,-0.7911113820161333,1.0183546422933534,1.843205286623286,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.16726464554295423,-0.19213716737039593,0.001083656332819875,-0.16567993273505738,9.999999999999998,3.7414170633262624e-05,0.013345433515849367,0.048823405750937555,110
0.0002,0.0001,0.001,0.001,1000,0.1,20.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,56.63766413601115,0.91,-0.7911113820161333,1.0183544995436509,1.8432312810925442,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.3329388237788122,-0.38743480957659726,0.004956158398641756,-0.3307769445680242,20.0,0.00463290834365513,0.47303111134348425,0.048371132666452515,136
0.0002,0.0001,0.001,0.0001,2500,1.0,10.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,140.10736915003508,0.91,-0.7911113820161333,1.0183530081318988,1.843203990271497,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.1689374290940664,-0.19392386415216728,0.0011134186484444677,-0.16734874398771063,10.0,5.8893502385712594e-05,0.01390009056120095,0.048827025899113634,119
0.0002,0.0001,0.001,0.001,1000,1.0,20.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,56.67788581037894,0.91,-0.7911113820161333,1.0183508955722438,1.8432332968130625,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.33023234146803576,-0.4001104757643212,0.0050785354108715255,-0.3280745698332105,20.0,7.959203807561848e-05,0.046272039064818526,0.048354967145975,147
0.0002,0.0001,0.001,0.001,1000,1.0,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,53.722946936730295,0.91,-0.7911113820161333,1.0183489195115871,1.8431709551853095,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.000887731935457049,-0.0017417893456156308,0.0009265449311926044,-0.0018447053616341973,0.1,1.6261568478892248e-05,0.018917709679839828,0.05029959932321734,138
0.0002,0.0001,0.001,0.001,1000,0.1,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,54.228998898062855,0.91,-0.7911113820161333,1.0183489195115871,1.8431709551853095,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.0008877319354572316,-0.0017417893456155224,0.0009265449311926013,-0.0018447053616343796,0.10000000000000002,1.6261568478896104e-05,0.018917709679841323,0.05029959932321734,130
0.0002,0.0001,0.001,0.001,1000,0.001,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,54.778068736195564,0.91,-0.7911113820161333,1.0183489195115871,1.8431709551853095,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.0008877319354571639,-0.0017417893456153665,0.0009265449311926023,-0.0018447053616343122,0.1,1.6261568478897676e-05,0.018917709679841875,0.05029959932321734,101
0.0002,0.0001,0.001,0.001,1000,0.01,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,56.52327224612236,0.91,-0.7911113820161333,1.0183489195115871,1.8431709551853095,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.0008877319354569696,-0.0017417893456152988,0.0009265449311926057,-0.001844705361634118,0.1,1.626156847889952e-05,0.01891770967984131,0.05029959932321734,109
0.0002,0.0001,0.001,0.0001,1000,0.01,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,46.09658079594374,0.91,-0.7911113820161333,1.0183480055692289,1.8431714332249447,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.0008877306552557,-0.0017417879545019,0.0009265449961232,-0.0018447041008205,0.1,1.626157734921073e-05,0.0189177120829618,0.050299599386052,3
0.0002,0.0001,0.001,0.0001,1000,1.0,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,50.84066682867706,0.91,-0.7911113820161333,1.0183480055692289,1.8431714332249447,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.0008877306552556,-0.001741787954502,0.0009265449961232,-0.0018447041008204,0.1,1.6261577349209327e-05,0.0189177120829608,0.050299599386052,4
0.0002,0.0001,0.001,0.0001,1000,0.1,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,52.43469300679863,0.91,-0.7911113820161333,1.0183480055692289,1.8431714332249447,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.0008877306552552,-0.0017417879545015,0.0009265449961232,-0.0018447041008201,0.1,1.6261577349213535e-05,0.0189177120829618,0.050299599386052,8
0.0002,0.0001,0.001,0.0001,1000,0.001,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,55.4128805520013,0.91,-0.7911113820161333,1.0183480055692289,1.8431714332249447,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.0008877306552552,-0.0017417879545017,0.0009265449961232,-0.00184470410082,0.0999999999999999,1.6261577349210597e-05,0.0189177120829605,0.050299599386052,24
0.0002,0.0001,0.001,0.0001,1000,0.1,20.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,57.13715294003487,0.91,-0.7911113820161333,1.0183443791469355,1.843243413451945,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.3298328084053984,-0.3996665019429464,0.0050670785634823,-0.3276761388504134,20.0,6.62674947389643e-05,0.0462559442861874,0.0483533933397211,30
0.0002,0.0001,0.001,0.0001,1000,1.0,20.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,56.787397557869554,0.91,-0.7911113820161333,1.0183254784185611,1.8432526938777225,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.3303091132419387,-0.4001583675814276,0.0050759272082868,-0.3281531294999098,20.000000000000004,7.304723859596736e-05,0.0466043066087889,0.0483544035689524,36
0.0002,0.0001,0.001,0.001,1600,0.1,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,71.48993286117911,0.91,-0.7911113820161333,1.0183180604726378,1.8431868416782615,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.0003309209518401817,-0.00169796577743488,0.001483017457955098,-0.0018626224743493198,0.1,2.6023708674385784e-05,0.018917728883228437,0.05048134511118345,192
0.0002,0.0001,0.001,0.001,1600,1.0,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,81.4085342749022,0.91,-0.7911113820161333,1.0183180604726378,1.8431868416782615,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.00033092095183999003,-0.001697965777434864,0.0014830174579551036,-0.0018626224743491294,0.1,2.6023708674376616e-05,0.01891772888322804,0.05048134511118345,208
0.0002,0.0001,0.001,0.001,1600,0.001,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,84.64906366495416,0.91,-0.7911113820161333,1.0183180604726378,1.8431868416782615,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.0003309209518402578,-0.001697965777435004,0.0014830174579550956,-0.0018626224743493961,0.1,2.6023708674380936e-05,0.018917728883228176,0.050481345111183455,175
0.0002,0.0001,0.001,0.001,1600,0.01,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,85.44722000416368,0.91,-0.7911113820161333,1.0183180604726378,1.8431868416782615,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.00033092095183965935,-0.0016979657774343266,0.0014830174579551117,-0.001862622474348798,0.10000000000000003,2.6023708674380715e-05,0.018917728883229023,0.05048134511118345,184
0.0002,0.0001,0.001,0.0001,4000,1.0,10.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,209.01786115486175,0.91,-0.7911113820161333,1.0183180328400883,1.8432783411027365,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.16606625263842487,-0.2057334699090233,0.0017144125126110428,-0.16353768411126912,10.0,3.934397297977824e-05,0.01330798000743093,0.048154213736232375,188
0.0002,0.0001,0.001,0.0001,1600,0.01,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,85.54730102606118,0.91,-0.7911113820161333,1.018315716677334,1.8431880674156207,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.0003309180745631585,-0.001697962918883855,0.001483017711262675,-0.001862619676414212,0.09999999999999999,2.60237182032923e-05,0.01891773297923265,0.050481345366504574,45
0.0002,0.0001,0.001,0.0001,1600,0.001,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,87.11213779589161,0.91,-0.7911113820161333,1.018315716677334,1.8431880674156207,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.00033091807456358375,-0.0016979629188846842,0.0014830177112626639,-0.0018626196764146372,0.10000000000000002,2.602371820326689e-05,0.018917732979230873,0.050481345366504574,53
0.0002,0.0001,0.001,0.0001,1600,0.1,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,88.1189993340522,0.91,-0.7911113820161333,1.018315716677334,1.8431880674156207,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.00033091807456300847,-0.0016979629188844055,0.0014830177112626788,-0.0018626196764140615,0.10000000000000003,2.602371820328376e-05,0.018917732979230367,0.050481345366504574,60
0.0002,0.0001,0.001,0.0001,1600,1.0,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,89.4461033786647,0.91,-0.7911113820161333,1.018315716677334,1.8431880674156207,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.0003309180745635406,-0.0016979629188842798,0.001483017711262665,-0.0018626196764145947,0.10000000000000002,2.6023718203292158e-05,0.01891773297923214,0.05048134536650458,69
0.0002,0.0001,0.001,0.0001,4000,0.1,10.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,210.3825886012055,0.91,-0.7911113820161333,1.0183151432905957,1.8432759227940219,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.16834227354798395,-0.2080930615118245,0.0017727782757833994,-0.1658146459869902,10.0,9.374082373387973e-05,0.013949929831052428,0.04816981994907076,180
0.0002,0.0001,0.001,0.001,1600,1.0,20.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,88.69398385705426,0.91,-0.7911113820161333,1.0183110979073162,1.8433523416278548,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.32718656093980436,-0.4384969747893341,0.008094896069805454,-0.3237464968267585,20.000000000000004,0.0001358892661701615,0.04643024108484781,0.047470769323555775,216
0.0002,0.0001,0.001,0.0001,1600,1.0,20.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,89.32543752714992,0.91,-0.7911113820161333,1.018310945878018,1.8433653389981495,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.32666297563336694,-0.40645453848889024,0.007842731741782405,-0.32322391940799233,20.0,0.012658879562618266,0.541411290068919,0.04747014081627602,67
0.0002,0.0001,0.001,0.01,1000,0.01,0.5,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,55.17965716822073,0.91,-0.7911113820161333,1.0182965391952399,1.8431998463459784,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.008159661005046344,-0.008401406289708688,0.0007265833063759544,-0.009000879740024035,0.5,3.9672102054833445e-05,0.01737150369059165,0.05025615408064292,269
0.0002,0.0001,0.001,0.01,1000,0.001,0.5,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,49.483133672270924,0.91,-0.7911113820161333,1.018296393685452,1.8431999281987246,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.008088741978888018,-0.008262884724663348,0.0007275404399956389,-0.008929992008398667,0.5,2.537221787831899e-05,0.017313951728903636,0.05025668005786456,255
0.0002,0.0001,0.001,0.01,1000,0.1,0.5,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,54.219222879968584,0.91,-0.7911113820161333,1.0182963411961503,1.8431999532571837,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.00800547987718115,-0.008244402060680292,0.0007284801436146927,-0.008846596301902508,0.5,5.03277449535863e-05,0.017367637771282342,0.050256076269816416,274
0.0002,0.0001,0.001,0.0001,1600,0.1,20.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,74.67791962297633,0.91,-0.7911113820161333,1.018296027752101,1.843367765218041,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.32802193569370725,-0.4394920058353576,0.008133652537555875,-0.3245781934126998,19.999999999999996,0.0002166223754782439,0.04625968153468475,0.047472514459370924,38
0.0002,0.0001,0.001,0.01,1000,0.001,2.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,48.258804264012724,0.91,-0.7911113820161333,1.018288222368511,1.8432041974807,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.00930139094981461,-0.00939903303596511,0.0006986050700332076,-0.010125892942260843,0.5637034836584188,2.8079636694458613e-05,0.017168824573029914,0.05025238814404403,256
0.0002,0.0001,0.001,0.01,1000,0.001,10.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,52.142949915956706,0.91,-0.7911113820161333,1.018288222368511,1.8432041974807,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.00930139094981461,-0.00939903303596511,0.0006986050700332076,-0.010125892942260843,0.5637034836584188,2.8079636694458613e-05,0.017168824573029914,0.05025238814404403,261
0.0002,0.0001,0.001,0.01,1000,0.001,20.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,52.154894842300564,0.91,-0.7911113820161333,1.018288222368511,1.8432041974807,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.00930139094981461,-0.00939903303596511,0.0006986050700332076,-0.010125892942260843,0.5637034836584188,2.8079636694458613e-05,0.017168824573029914,0.05025238814404403,263
0.0002,0.0001,0.001,0.01,1000,0.001,1.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,52.43279442097992,0.91,-0.7911113820161333,1.018288222368511,1.8432041974807,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.00930139094981461,-0.00939903303596511,0.0006986050700332076,-0.010125892942260843,0.5637034836584188,2.8079636694458613e-05,0.017168824573029914,0.05025238814404403,258
0.0002,0.0001,0.001,0.01,1000,0.001,5.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,53.16505000786856,0.91,-0.7911113820161333,1.018288222368511,1.8432041974807,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.00930139094981461,-0.00939903303596511,0.0006986050700332076,-0.010125892942260843,0.5637034836584188,2.8079636694458613e-05,0.017168824573029914,0.05025238814404403,262
0.0002,0.0001,0.001,0.001,1600,0.1,20.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,87.05819551227614,0.91,-0.7911113820161333,1.018282291999045,1.8433743042914161,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.3261442186965603,-0.4374413295589286,0.008055541885322598,-0.3227050698566504,20.0,5.150955160199359e-05,0.046494317759603256,0.04745900947900834,206
0.0002,0.0001,0.001,0.001,1000,0.01,0.5,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,51.45863942196593,0.91,-0.7911113820161333,1.0182629984538432,1.8432188813748849,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.00822357743348716,-0.008441284832231485,0.0007257876917915036,-0.009064826166710192,0.5,3.075346988603357e-05,0.017176119941209725,0.05025606515661121,121
0.0002,0.0001,0.001,0.001,1000,0.001,0.5,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,52.60647747386247,0.91,-0.7911113820161333,1.018262947146449,1.843218931973068,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.008385520074566,-0.008580997180032695,0.0007238133678148964,-0.009226825015131548,0.49999999999999994,4.3839927453959685e-05,0.01753860548222044,0.05025670710440185,98
0.0002,0.0001,0.001,0.001,1000,0.1,0.5,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,53.948685094714165,0.91,-0.7911113820161333,1.0182629451204908,1.8432189250245663,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.008068794826401288,-0.008298709189628557,0.0007277469603656355,-0.00891003049892542,0.49999999999999994,3.393956412827755e-05,0.017499455832750057,0.05025617134536814,132
0.0002,0.0001,0.001,0.001,1000,1.0,0.5,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,53.95136934798211,0.91,-0.7911113820161333,1.0182629058181552,1.8432189542151698,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.008274906778499945,-0.008471534528703244,0.0007251344939427649,-0.009116111736722762,0.5,3.7809040635912356e-05,0.017012772364308683,0.05025612806299171,139
0.0002,0.0001,0.001,0.0001,1000,1.0,0.5,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,52.86620231997222,0.91,-0.7911113820161333,1.0182578035155023,1.8432219079313472,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.0080644490259095,-0.0082994657307646,0.0007277570366428,-0.0089056725593219,0.5,3.4087569252767646e-05,0.0177244154447533,0.0502561510615243,32
0.0002,0.0001,0.001,0.0001,1000,0.001,0.5,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,53.90094833495096,0.91,-0.7911113820161333,1.0182577872940315,1.84322189815232,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.0081292255886471,-0.0083499637823283,0.0007270335873773,-0.0089705324030847,0.5,3.2489336040887594e-05,0.0178697118231375,0.0502566500997681,16
0.0002,0.0001,0.001,0.0001,1000,0.01,0.5,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,39.60896556312218,0.91,-0.7911113820161333,1.0182577076872197,1.843221960174228,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.0081369849415894,-0.0083627202570443,0.0007268848326566,-0.0089782085629458,0.4999999999999999,3.989360868841887e-05,0.016984235113775,0.0502561223145346,1
0.0002,0.0001,0.001,0.0001,1000,0.1,0.5,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,54.29893022635952,0.91,-0.7911113820161333,1.0182576845584634,1.843221972826932,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.0080888915529906,-0.0082830689979623,0.0007275028058691,-0.0089301273809676,0.4999999999999999,2.622265169831212e-05,0.017383996255006,0.0502561072800366,19
0.0002,0.0001,0.001,0.001,1000,0.001,20.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,51.44013347523287,0.91,-0.7911113820161333,1.0182508013889637,1.8432254073013574,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.009301384746169249,-0.009382947809203275,0.0006986112736812977,-0.010125891097971289,0.5655029620685847,2.6629804173789102e-05,0.017035014713461024,0.05025242039205774,104
0.0002,0.0001,0.001,0.001,1000,0.001,2.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,51.517817401792854,0.91,-0.7911113820161333,1.0182508013889637,1.8432254073013574,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.009301384746169249,-0.009382947809203275,0.0006986112736812977,-0.010125891097971289,0.5655029620685847,2.6629804173789102e-05,0.017035014713461024,0.05025242039205774,102
0.0002,0.0001,0.001,0.001,1000,0.001,10.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,52.70560692809522,0.91,-0.7911113820161333,1.0182508013889637,1.8432254073013574,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.009301384746169249,-0.009382947809203275,0.0006986112736812977,-0.010125891097971289,0.5655029620685847,2.6629804173789102e-05,0.017035014713461024,0.05025242039205774,103
0.0002,0.0001,0.001,0.001,1000,0.001,1.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,52.875136230140924,0.91,-0.7911113820161333,1.0182508013889637,1.8432254073013574,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.009301384746169249,-0.009382947809203275,0.0006986112736812977,-0.010125891097971289,0.5655029620685847,2.6629804173789102e-05,0.017035014713461024,0.05025242039205774,99
0.0002,0.0001,0.001,0.001,1000,0.001,5.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,54.350587618071586,0.91,-0.7911113820161333,1.0182508013889637,1.8432254073013574,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,-0.009301384746169249,-0.009382947809203275,0.0006986112736812977,-0.010125891097971289,0.5655029620685847,2.6629804173789102e-05,0.017035014713461024,0.05025242039205774,105
0.0002,0.0001,0.001,0.0001,1000,0.001,1.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,44.6212473041378,0.91,-0.7911113820161333,1.0182452495381549,1.843228647858878,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.0093013781862968,-0.0093920159666517,0.000698617833557,-0.0101258847771767,0.5607320515860909,3.2012956780942564e-05,0.0170193178549972,0.0502524641726642,2
0.0002,0.0001,0.001,0.0001,1000,0.001,10.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,53.40146838966757,0.91,-0.7911113820161333,1.0182452495381549,1.843228647858878,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.0093013781862968,-0.0093920159666517,0.000698617833557,-0.0101258847771767,0.5607320515860909,3.2012956780942564e-05,0.0170193178549972,0.0502524641726642,13
0.0002,0.0001,0.001,0.0001,1000,0.001,5.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,53.6101129418239,0.91,-0.7911113820161333,1.0182452495381549,1.843228647858878,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.0093013781862968,-0.0093920159666517,0.000698617833557,-0.0101258847771767,0.5607320515860909,3.2012956780942564e-05,0.0170193178549972,0.0502524641726642,15
0.0002,0.0001,0.001,0.0001,1000,0.001,2.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,54.35323508782312,0.91,-0.7911113820161333,1.0182452495381549,1.843228647858878,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.0093013781862968,-0.0093920159666517,0.000698617833557,-0.0101258847771767,0.5607320515860909,3.2012956780942564e-05,0.0170193178549972,0.0502524641726642,18
0.0002,0.0001,0.001,0.0001,1000,0.001,20.0,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,55.26449571410194,0.91,-0.7911113820161333,1.0182452495381549,1.843228647858878,0.0,-0.9948462247926808,-1.0000000000000002,2.8868400000000003,-0.0093013781862968,-0.0093920159666517,0.000698617833557,-0.0101258847771767,0.5607320515860909,3.2012956780942564e-05,0.0170193178549972,0.0502524641726642,25
0.0002,0.0001,0.001,0.001,2500,0.001,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,132.06798386992887,0.91,-0.7911113820161333,1.018245013875327,1.8432244378248472,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0005041063707589685,-0.00163237799884091,0.0023176835440598333,-0.0018896305873920755,0.10000000000000003,4.066782697527628e-05,0.0189179075455504,0.050756132138380906,224
0.0002,0.0001,0.001,0.001,2500,0.1,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,132.4654746358283,0.91,-0.7911113820161333,1.018245013875327,1.8432244378248472,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0005041063707589813,-0.0016323779988395846,0.0023176835440598337,-0.0018896305873920623,0.1,4.066782697531835e-05,0.018917907545553263,0.050756132138380906,239
0.0002,0.0001,0.001,0.001,2500,1.0,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,132.9836304942146,0.91,-0.7911113820161333,1.018245013875327,1.8432244378248472,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0005041063707605495,-0.0016323779988384297,0.0023176835440598975,-0.0018896305873904954,0.1,4.0667826975353426e-05,0.0189179075455536,0.050756132138380906,245
0.0002,0.0001,0.001,0.001,2500,0.01,0.1,projection,adam,100,zero,False,1.0,fogas_full,npg,exact,50,1e-10,normal,42,cpu,ok,,135.94574261410162,0.91,-0.7911113820161333,1.018245013875327,1.8432244378248472,0.0,-0.9948462247926807,-1.0000000000000002,2.8868400000000003,0.0005041063707593354,-0.0016323779988398454,0.0023176835440598485,-0.0018896305873917088,0.10000000000000002,4.066782697529399e-05,0.018917907545552236,0.05075613213838091,234
