problem,ablation,beta_update,T,alpha,eta,rho,theta_mode,theta_lambda,D_theta,theta_lr,theta_inner_steps,theta_optimizer,theta_start_mode,theta_include_beta_cov,policy_optimizer,policy_gradient,reinforce_samples,fisher_damping,cg_iters,cg_tol,state_weight_update,intended_prob,dataset_path,seed,checkpoint_idx,checkpoint_step,num_trajectories,max_steps,eval_seed,solver_success_rate,solver_avg_return,solver_v_x0,solver_v_gap,greedy_success_rate,greedy_avg_return,greedy_v_x0,greedy_v_gap,total_loss,policy_objective,beta_objective,q_objective,theta_norm,policy_grad_norm,beta_grad_norm,theta_grad_norm,status,error,run_idx
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,4,2000,100,50,10000,0.02,-1.4807292715708105,-1.4472176512658135,1.6860932426052555,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.004953941436016546,-0.009977082773364369,0.014953898838360277,-0.010710517344576785,1.186276423805425,1.4966051805889492e-07,0.02526134427906717,0.05008391114972318,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,5,2500,100,50,10000,0.02,-1.4788636709752208,-1.4684658155426409,1.7417540307099157,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.00855738280287353,-0.009963572125418381,0.01855734022256585,-0.010887112016118913,1.2183032267930796,1.02606263567881e-07,0.02526027717082638,0.05011618941257194,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,6,3000,100,50,10000,0.01,-1.4850922346218802,-1.4850132873515736,1.7909417043740004,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.012107122791975088,-0.009950522553829132,0.022107080228879764,-0.011061315772160596,1.239295735938625,7.63659688346241e-08,0.025259165741928647,0.050150487318719864,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,7,3500,100,50,10000,0.0,-1.500449439339099,-1.4985732575699642,1.8346427692825218,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.01560399833114144,-0.009937731813921519,0.025603955785078136,-0.011233047128978445,1.2537943072657696,6.056964941946296e-08,0.025258269055632315,0.05018659959003543,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,8,4000,100,50,10000,0.0,-1.50789915009689,-1.5099519259909906,1.8731092032159897,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.01904880628788272,-0.009925208551148623,0.029048763758648007,-0.011402291630433018,1.2641840142677947,4.977382734513209e-08,0.02525758397912008,0.05022436476344015,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,9,4500,100,50,10000,0.0,-1.5099232611798306,-1.519579601828842,1.9064809097283182,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.022442321854707466,-0.009912996412682888,0.03244227934208514,-0.011569059396446202,1.2719463855602846,4.110422501950831e-08,0.025257057321640984,0.05026365436621632,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,10,5000,100,50,10000,0.0,-1.5088130398403825,-1.5277256212310228,1.9349861338465457,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.025785298650021618,-0.009901051530708685,0.03578525615378835,-0.011733374947307293,1.2781319504265523,3.460817049965063e-08,0.025256640364983745,0.05030436622481118,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,11,5500,100,50,10000,0.0,-1.509917900877266,-1.5345927818270049,1.9589884689976245,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.029078493690018185,-0.00988935259495673,0.03907845120994688,-0.011895264740218922,1.283183135665194,2.9537466127039617e-08,0.025256302751353907,0.05034641762752662,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,12,6000,100,50,10000,0.0,-1.5183228717837036,-1.5403569258706309,1.9789639538604191,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.03232265044371599,-0.009877870971585117,0.042322607979577896,-0.012054759771153337,1.2873756328608608,2.5513615952356127e-08,0.025256024348242298,0.050389738190062504,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,13,6500,100,50,10000,0.0,-1.5291470143157864,-1.5451802550976153,1.9954504751955828,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.03551850073614844,-0.009866587425879033,0.04551845828771454,-0.012211892305680948,1.29089418366194,2.222727787052711e-08,0.025255791436305602,0.05043426363630141,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,14,7000,100,50,10000,0.0,-1.5322448020581783,-1.5492124750429743,2.0089939537376194,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.03866676485668665,-0.00985549518096429,0.04866672242372859,-0.012366695101156636,1.2938762131821548,1.9448076793984747e-08,0.025255594558333573,0.05047993152043885,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,15,7500,100,50,10000,0.0,-1.5378475744426594,-1.5525880271983916,2.0201059806826853,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.04176815169426379,-0.009844593495754679,0.05176810927655454,-0.012519200891166253,1.2964392092041315,1.7135634575725867e-08,0.02525542676672032,0.050526679063977765,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,16,8000,100,50,10000,0.0,-1.5388881674507173,-1.5554236748282382,2.0292383495913278,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.04482335930240624,-0.009833876598879788,0.05482331689972056,-0.012669442265463399,1.2986810801735875,1.5317855597509964e-08,0.025255280289272312,0.050574442599709286,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,17,8500,100,50,10000,0.0,-1.5404529400546363,-1.5578178796505449,2.036773314551628,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.04783307547371843,-0.009823339630744084,0.057833033085833194,-0.01281745175848918,1.300671470920654,1.3710316871417128e-08,0.0252551567171217,0.050623157912429405,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,18,9000,100,50,10000,0.0,-1.5443562601542757,-1.559851833722644,2.0430249378288496,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.050797977884043624,-0.009813007420000951,0.06079793551073806,-0.01296326173488428,1.3024583208478482,3.235968579216295e-08,0.02525510430909431,0.05067276090659544,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,19,9500,100,50,10000,0.0,-1.5469202418024972,-1.5615914802314368,2.0482460788481145,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.053718734138765344,-0.009802772719340911,0.0637186917798212,-0.013106904284165498,1.3040765740106284,1.1615678038256299e-08,0.025254953310065473,0.05072318827831663,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-05,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,20,10000,100,50,10000,0.0,-1.5697226603154524,-1.5630898943644116,2.052638460286823,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.056596001855205386,-0.009792722934439238,0.06659595951040706,-0.013248411118349072,1.3055539296569403,3.5231896430151105e-08,0.025254864339590892,0.05077437805904371,ok,,560
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,1,500,100,50,10000,0.0,-1.2251417001029583,-1.2449041852409328,1.2240126868012446,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,-0.006201046457321999,-0.010010514407050843,0.0037989495055174233,-0.010185889067240116,1.2159465899689392,9.152740035911283e-07,0.024916833746050096,0.05002001380069654,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,2,1000,100,50,10000,0.03,-1.317037771575006,-1.311004678697496,1.3732676304215958,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,-0.0024332353272556086,-0.009994352970279929,0.007566760637330059,-0.010370601136944676,1.345784533663802,6.691755053409549e-07,0.025283554650869643,0.050046226280944434,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,3,1500,100,50,10000,0.03,-1.3085382466572235,-1.3513264285241582,1.4393982476166651,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.001279651363556707,-0.009980718371611243,0.011279647329870664,-0.010553162328812416,1.3738292088424195,1.0733484899578678e-06,0.025314382790369253,0.0500750636504749,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,4,2000,100,50,10000,0.02,-1.373409876855329,-1.3785077799597754,1.4836404445836968,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.004937422244430563,-0.00996770959605298,0.014937418212447066,-0.010733035705938055,1.383402921668708,1.5517147935559542e-06,0.02532293717027203,0.05010627162137901,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,5,2500,100,50,10000,0.02,-1.379679862464027,-1.3984457073232053,1.5189797555546527,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.008540788138954588,-0.009954961922810963,0.01854078410864694,-0.010910245250612184,1.387752732643106,2.0540515678135126e-06,0.02532671917604926,0.05013968506199808,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,6,3000,100,50,10000,0.02,-1.399693633260467,-1.4141503707174552,1.54988976739552,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.012090527958661782,-0.009942407101114974,0.02209052393000328,-0.01108482883397392,1.389378052836759,2.571314750578353e-06,0.02532883695440008,0.05017515538424945,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,7,3500,100,50,10000,0.02,-1.4201876122942017,-1.4272617624355028,1.578300108633869,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.015587427216498074,-0.009930037908117828,0.025587423189462298,-0.011256824768607352,1.3893647595134,3.099532065396715e-06,0.025330191448848002,0.05021254237851122,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,8,4000,100,50,10000,0.02,-1.4533426192839474,-1.438578299118951,1.6049625464496864,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.01903226717303534,-0.009917837138562681,0.029032263147596268,-0.011426270045691488,1.388438526227026,3.6361823900987855e-06,0.02533109164522476,0.05025171259054114,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,9,4500,100,50,10000,0.02,-1.456295369034234,-1.44850173102498,1.630139929021738,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.022425820582089154,-0.009905797051979446,0.0324258165582212,-0.011593200920430733,1.3870574308428085,4.1798796347031864e-06,0.02533170574604696,0.05029253909975546,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,10,5000,100,50,10000,0.02,-1.4612341235994055,-1.457300245320421,1.6539635265007773,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.025768850112971566,-0.009893925117525565,0.0357688460906496,-0.01175765317924307,1.385479167579099,4.730037199035705e-06,0.02533215570011816,0.05033490174091856,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,11,5500,100,50,10000,0.02,-1.466339267338368,-1.465181487538235,1.6765213368535898,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.029062107669528027,-0.009882224708207234,0.039062103648727385,-0.011919662317992779,1.3838293093752707,5.286037676220398e-06,0.025332520674515326,0.05037868741262219,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,12,6000,100,50,10000,0.02,-1.4691737979561401,-1.4723040643532004,1.6978689907949867,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.03230633422763462,-0.009870699470149943,0.042306330208331105,-0.012079263564961662,1.3821839965519411,5.846978228805706e-06,0.025332870298342653,0.0504237902692669,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,13,6500,100,50,10000,0.02,-1.470238014135617,-1.4787865059464442,1.718044002792089,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.03550225984808372,-0.009859354319792592,0.04550225583025358,-0.012236491863292946,1.3805974393429974,6.413560779585532e-06,0.025333268359051676,0.050470111664253955,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,14,7000,100,50,10000,0.02,-1.4710851321063094,-1.4847180093201426,1.7370787273567307,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.0386506037653849,-0.009848197279820897,0.048650599749004826,-0.012391381838356846,1.3791065024931692,6.987383166411506e-06,0.025333792375773698,0.05051755981448313,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,15,7500,100,50,10000,0.02,-1.478708795630025,-1.490166792430019,1.7550043674071436,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.04175207451289532,-0.009837244167085514,0.05175207049794244,-0.012543967762747353,1.3777352174584416,7.571489200136543e-06,0.025334552520790962,0.050566049260254986,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,16,8000,100,50,10000,0.01,-1.5021974942298593,-1.4951857596881064,1.7718514770617737,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.044807370066526575,-0.009826520878595087,0.05480736605297845,-0.012694283525086005,1.3764977301924333,8.169497045616714e-06,0.0253356624449956,0.05061550022828292,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,17,8500,100,50,10000,0.0,-1.5082003837593319,-1.4998169250903017,1.7876502399607825,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.04781717608850326,-0.009815219260002294,0.05781717207633785,-0.012842363501654332,1.3762781225279042,4.955024983269086e-06,0.02529001555249085,0.050665837898398916,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,18,9000,100,50,10000,0.0,-1.509641880472447,-1.504095261221039,1.8024460462973861,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.050782176252603894,-0.009800188907298533,0.06078217224179956,-0.012988238198288758,1.3740992499130003,3.5398284070644116e-06,0.025262149223472884,0.05071699223637782,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,19,9500,100,50,10000,0.0,-1.5121908950442315,-1.5080508509184622,1.816270609505488,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.05370303047291697,-0.009791101710754828,0.06370302646345248,-0.013131942915048819,1.374452385762801,2.752151829309103e-06,0.0252706399184917,0.050768896620051816,ok,,561
deterministic_10grid,reg_fixed_lambda,fogas_full,10000,0.001,3e-05,1.0,reg_fixed,3e-08,,0.01,10,adam,zero,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,42,20,10000,100,50,10000,0.0,-1.5151720636723838,-1.5117111362078655,1.8291840920378128,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,0.05658039429296855,-0.009801933964614281,0.06658039028482304,-0.013273512807553999,1.3738430949731326,8.15516811163591e-06,0.02536412447844298,0.05082148822208121,ok,,561
deterministic_10grid,projection_dtheta,fogas_full,10000,0.001,3e-05,1.0,projection,,10.0,0.01,10,adam,warm,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,43,1,500,100,50,10000,0.0,-1.1783210462797473,-1.19767534088527,1.1643186869547422,0.0,-0.9948462247926807,-1.0000000000000002,1.5456162956385073,-0.08175789655232454,-0.08382527266285429,0.0017381924276632169,-0.08430715807556308,10.000000000000002,2.246970221261511e-07,0.01486628582074386,0.04999318717676928,ok,,562
deterministic_10grid,projection_dtheta,fogas_full,10000,0.001,3e-05,1.0,projection,,10.0,0.01,10,adam,warm,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,43,2,1000,100,50,10000,0.0,-1.2151875127483036,-1.2428587823276394,1.4718483931851556,0.0,-2.1297181459240004,-2.1297181459240013,2.336418997785308,-0.07452845685359526,-0.07875238095088241,0.0036529907028916998,-0.07973844739150296,9.999999999999998,2.92514717433211e-07,0.015372722587673679,0.04999765892256223,ok,,562
deterministic_10grid,projection_dtheta,fogas_full,10000,0.001,3e-05,1.0,projection,,10.0,0.01,10,adam,warm,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,43,3,1500,100,50,10000,0.0,-1.253875054457772,-1.3077846511425049,1.727141654998987,0.0,-0.9948462247926807,-1.0000000000000002,2.3654626504665126,-0.06923432427032093,-0.07562068516710788,0.005634640550029596,-0.07713670900550473,10.000000000000002,5.65534644872094e-07,0.0158136441827797,0.050005168345987165,ok,,562
deterministic_10grid,projection_dtheta,fogas_full,10000,0.001,3e-05,1.0,projection,,10.0,0.01,10,adam,warm,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,43,4,2000,100,50,10000,0.0,-1.3962942153819262,-1.3744643103373781,1.877395731523885,0.0,-0.9948462247926807,-1.0000000000000002,2.3654626504665126,-0.06549244994477048,-0.07401508790590532,0.0076202876464693415,-0.07608841321269473,10.0,1.4678217611307057e-06,0.015960915268117642,0.05001480797827157,ok,,562
deterministic_10grid,projection_dtheta,fogas_full,10000,0.001,3e-05,1.0,projection,,10.0,0.01,10,adam,warm,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,43,5,2500,100,50,10000,0.0,-1.4542530293127798,-1.4221585231857048,1.9478509396549062,0.0,-0.9948462247926807,-1.0000000000000002,2.3654626504665126,-0.06270436060337915,-0.07333007251138149,0.009580058061934736,-0.07597436243439028,10.0,1.0382246690408796e-06,0.01606871521843158,0.05002612504244443,ok,,562
deterministic_10grid,projection_dtheta,fogas_full,10000,0.001,3e-05,1.0,projection,,10.0,0.01,10,adam,warm,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,43,6,3000,100,50,10000,0.0,-1.4853662853981586,-1.4544236202961147,1.9852634933055566,0.0,-0.9948462247926807,-1.0000000000000002,2.278035083679012,-0.06027810883162321,-0.07298323068357193,0.011514549547813167,-0.07619280140669832,10.000000000000002,2.073720301482206e-06,0.016264405086049802,0.05003884459268275,ok,,562
deterministic_10grid,projection_dtheta,fogas_full,10000,0.001,3e-05,1.0,projection,,10.0,0.01,10,adam,warm,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,43,7,3500,100,50,10000,0.0,-1.4986933801158806,-1.477026401584716,2.0085458401914584,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,-0.0580474577220371,-0.07278491142057894,0.013422577140645852,-0.0765736574146555,10.000000000000002,6.25136725111635e-06,0.016250962567003223,0.05005278529780797,ok,,562
deterministic_10grid,projection_dtheta,fogas_full,10000,0.001,3e-05,1.0,projection,,10.0,0.01,10,adam,warm,False,adam,exact,4,0.001,50,1e-10,normal,1.0,/shared/home/mauro.diaz/work/FOGAS/data/datasets/generalization/10grid_tabular_new.csv,43,8,4000,100,50,10000,0.0,-1.5187215680574964,-1.4935901929162827,2.0253647751346384,0.0,-0.9948462247926807,-1.0000000000000002,2.2342674880264073,-0.05608649355179519,-0.07282415328811281,0.015292498011492068,-0.07718835740727464,9.999999999999998,2.8796970531529906e-06,0.016149326515378447,0.05006781913282894,ok,,562
