ablation,theta_mode,theta_start_mode,theta_lambda,D_theta,theta_inner_steps,checkpoint_step,count,seed_count,ok_count,failed_count,elapsed_seconds_mean,solver_success_rate_best,solver_success_rate_mean,solver_success_rate_std,solver_success_rate_sem,solver_success_rate_ci95,greedy_success_rate_best,greedy_success_rate_mean,greedy_success_rate_std,greedy_success_rate_sem,greedy_success_rate_ci95,solver_avg_return_best,solver_avg_return_mean,solver_avg_return_std,solver_avg_return_sem,solver_avg_return_ci95,greedy_avg_return_best,greedy_avg_return_mean,greedy_avg_return_std,greedy_avg_return_sem,greedy_avg_return_ci95
projection_dtheta,projection,warm,,0.3,10,7500,5,5,5,0,,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4145734754887647,-1.4145734754887647,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,0.3,10,8000,5,5,5,0,,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4151033978732306,-1.4151033978732306,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,0.3,10,8500,5,5,5,0,,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4104061692473036,-1.4104061692473036,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,0.3,10,9000,5,5,5,0,,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4107252350196111,-1.4107252350196111,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,0.3,10,9500,5,5,5,0,,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.411482460587614,-1.411482460587614,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,0.3,10,10000,5,5,5,0,,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4098554347409946,-1.4098554347409946,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2310522301527678,-1.2310522301527678,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,1000,5,5,5,0,,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3142540971710284,-1.3142540971710284,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,1500,5,5,5,0,,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3076338060697434,-1.3076338060697434,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,2000,5,5,5,0,,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3451215493435547,-1.3451215493435547,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,2500,5,5,5,0,,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3761168411127258,-1.3761168411127258,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,3000,5,5,5,0,,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3851671108280306,-1.3851671108280306,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,3500,5,5,5,0,,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3826556747601304,-1.3826556747601304,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,4000,5,5,5,0,,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4262292972928465,-1.4262292972928465,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,4500,5,5,5,0,,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4271837724681269,-1.4271837724681269,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,5000,5,5,5,0,,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4593072418723232,-1.4593072418723232,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,5500,5,5,5,0,,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4640202001477811,-1.4640202001477811,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,6000,5,5,5,0,,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4592466230605234,-1.4592466230605234,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,6500,5,5,5,0,,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.465867583218776,-1.465867583218776,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,7000,5,5,5,0,,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.467121154053641,-1.467121154053641,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,7500,5,5,5,0,,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4702611086133697,-1.4702611086133697,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,8000,5,5,5,0,,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4710215117343586,-1.4710215117343586,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,8500,5,5,5,0,,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.471902337731687,-1.471902337731687,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,9000,5,5,5,0,,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4764738679630705,-1.4764738679630705,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,9500,5,5,5,0,,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47826619477264,-1.47826619477264,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,1.0,10,10000,5,5,5,0,,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.480208860010803,-1.480208860010803,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.199446878975434,-1.199446878975434,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,1000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.350215550867607,-1.350215550867607,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,1500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3560996672888725,-1.3560996672888725,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,2000,5,5,5,0,,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.400526874365304,-1.400526874365304,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,2500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4378755895671675,-1.4378755895671675,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,3000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4541595730661756,-1.4541595730661756,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,3500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4705365653529279,-1.4705365653529279,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,4000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4718820280870666,-1.4718820280870666,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,4500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4956529088458876,-1.4956529088458876,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,5000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.500232385473646,-1.500232385473646,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,5500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5121126238587805,-1.5121126238587805,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,6000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5200070631369402,-1.5200070631369402,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,6500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5203430283495676,-1.5203430283495676,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,7000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5252151786630412,-1.5252151786630412,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,7500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5267870015969436,-1.5267870015969436,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,8000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5307062326253902,-1.5307062326253902,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,8500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5294555113830972,-1.5294555113830972,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,9000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.528412990754189,-1.528412990754189,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,9500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.528647854727497,-1.528647854727497,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,3.0,10,10000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5329747660577118,-1.5329747660577118,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1783210462797473,-1.1783210462797473,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,1000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2151875127483036,-1.2151875127483036,0.0,0.0,0.0,-2.1297181459240004,-2.1297181459240004,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,1500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.253875054457772,-1.253875054457772,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,2000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3962942153819262,-1.3962942153819262,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,2500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4542530293127798,-1.4542530293127798,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,3000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4853662853981586,-1.4853662853981586,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,3500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4986933801158806,-1.4986933801158806,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,4000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5187215680574964,-1.5187215680574964,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,4500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5238213922768984,-1.5238213922768984,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,5000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5387577018099454,-1.5387577018099454,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,5500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5611266793190293,-1.5611266793190293,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,6000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.573935883542508,-1.573935883542508,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,6500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5552302968437246,-1.5552302968437246,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,7000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5557206350322474,-1.5557206350322474,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,7500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5575870826493712,-1.5575870826493712,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,8000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5570785432213563,-1.5570785432213563,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,8500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5592699916054193,-1.5592699916054193,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,9000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5612404475743888,-1.5612404475743888,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,9500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.561952710561153,-1.561952710561153,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,10.0,10,10000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.561952710561153,-1.561952710561153,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,30.0,10,500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2381160046723645,-1.2381160046723645,0.0,0.0,0.0,-2.1297181459240004,-2.1297181459240004,0.0,0.0,0.0
projection_dtheta,projection,warm,,30.0,10,1000,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2032100501718235,-1.2032100501718235,0.0,0.0,0.0,-0.9948462247926807,-0.9948462247926807,0.0,0.0,0.0
projection_dtheta,projection,warm,,30.0,10,1500,5,5,5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1537280420468696,-1.1537280420468696,0.0,0.0,0.0,-1.5403406870691974,-1.5403406870691974,0.0,0.0,0.0
projection_dtheta,projection,warm,,30.0,10,2000,5,5,5,0,,0.19,0.19,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.133168100188024,-1.133168100188024,0.0,0.0,0.0,-0.82274123760695,-0.8227412376069501,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
projection_dtheta,projection,warm,,30.0,10,2500,5,5,5,0,,0.49,0.49000000000000005,6.206335383118183e-17,2.7755575615628914e-17,5.440092820663267e-17,1.0,1.0,0.0,0.0,0.0,-1.0930478196738556,-1.0930478196738556,0.0,0.0,0.0,-0.82274123760695,-0.8227412376069501,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
projection_dtheta,projection,warm,,30.0,10,3000,5,5,5,0,,0.56,0.56,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0519727330042665,-1.0519727330042665,0.0,0.0,0.0,-0.82274123760695,-0.8227412376069501,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
projection_dtheta,projection,warm,,30.0,10,3500,5,5,5,0,,0.56,0.56,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.01642787856231,-1.01642787856231,0.0,0.0,0.0,-0.82274123760695,-0.8227412376069501,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
projection_dtheta,projection,warm,,30.0,10,4000,5,5,5,0,,0.57,0.57,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0127419125240282,-1.0127419125240282,0.0,0.0,0.0,-0.82274123760695,-0.8227412376069501,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
projection_dtheta,projection,warm,,30.0,10,4500,5,5,5,0,,0.58,0.58,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0066889556298044,-1.0066889556298044,0.0,0.0,0.0,-0.82274123760695,-0.8227412376069501,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
projection_dtheta,projection,warm,,30.0,10,5000,5,5,5,0,,0.62,0.62,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0005287757158996,-1.0005287757158996,0.0,0.0,0.0,-0.82274123760695,-0.8227412376069501,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
projection_dtheta,projection,warm,,30.0,10,5500,5,5,5,0,,0.62,0.62,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.9870648688383367,-0.9870648688383368,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16,-0.82274123760695,-0.8227412376069501,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
projection_dtheta,projection,warm,,30.0,10,6000,5,5,5,0,,0.63,0.63,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.9855328030850826,-0.9855328030850826,0.0,0.0,0.0,-0.82274123760695,-0.8227412376069501,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
projection_dtheta,projection,warm,,30.0,10,6500,5,5,5,0,,0.67,0.67,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.9834476219903016,-0.9834476219903016,0.0,0.0,0.0,-0.82274123760695,-0.8227412376069501,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
projection_dtheta,projection,warm,,30.0,10,7000,5,5,5,0,,0.68,0.68,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.9813926719507781,-0.981392671950778,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16,-0.82274123760695,-0.8227412376069501,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
projection_dtheta,projection,warm,,30.0,10,7500,5,5,5,0,,0.68,0.68,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.9797642875244469,-0.9797642875244469,0.0,0.0,0.0,-0.82274123760695,-0.8227412376069501,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
