alpha,eta,rho,T,theta_lr,theta_inner_steps,theta_lambda,batch_size,hidden_sizes,beta_reg,theta_mode,theta_optimizer,theta_start_mode,beta_update,policy_optimizer,policy_gradient,nn_seed,seed,device,status,error,elapsed_seconds,greedy_mean_steps,greedy_success_rate,greedy_avg_env_return,solver_mean_steps,solver_success_rate,solver_avg_env_return,final_total_loss,final_policy_objective,final_beta_objective,final_q_objective,final_theta_norm,final_policy_grad_norm,final_beta_grad_norm,final_theta_grad_norm,run_idx
0.0001,3e-08,0.1,20000,0.0001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,945.9832221440156,200.0,0.0,-200.0,200.0,0.0,-200.0,-36.76193790939113,-16.001773531932642,-2.60567892791994,-36.70287723832081,121.74697547462438,4.00638246955411e-07,37.25558723017519,0.4430540036784757,629
0.0001,1e-07,0.005,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,945.9911012209486,200.0,0.0,-200.0,200.0,0.0,-200.0,-319.1459663987891,-313.31430342751094,-3.402744884930393,-319.14589509077894,860.0809419745922,0.23324419923661394,52.85174140446805,0.427474591370339,692
0.0001,1e-06,0.5,20000,0.001,10,1e-12,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,946.003337230999,200.0,0.0,-200.0,200.0,0.0,-200.0,-340.9792886340461,-336.84446007174483,-0.8231482137922754,-340.98121135250835,937.8491031564184,0.05202405055558843,11.008039196725786,0.42346014998056125,953
0.0001,1e-08,0.005,20000,0.0001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,946.0869480080437,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.04804265051872,-13.582651295828908,-2.8917836588277184,-36.98109912990202,99.70844724756194,3.317045485443602e-07,38.9826523615668,0.4464050834384002,486
0.0003,1e-08,0.5,20000,0.0003,10,1e-11,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,946.1246915960219,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.8753142780284,-47.220002572466356,-7.719052515393039,-109.81555745491309,337.7389239305383,3.8399396892613675e-08,114.25853507842749,0.443226960647271,1042
3e-05,1e-06,0.005,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,946.1269892469863,200.0,0.0,-200.0,200.0,0.0,-200.0,-340.87219304927646,-337.42166453994145,-0.7175126884311791,-340.8723482802135,937.1721393880381,0.012595485305987347,25.68075738228247,0.4132670728479399,406
0.0001,3e-08,0.005,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,946.1630991479615,200.0,0.0,-200.0,200.0,0.0,-200.0,-100.5627459788319,-75.25707602399552,1.5935737030640151,-100.5412717448651,260.5607196565585,0.26346942416720814,717.395481413261,0.4336139563660631,590
3e-05,3e-07,0.5,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,946.1917313609738,200.0,0.0,-200.0,200.0,0.0,-200.0,-32.931822055623016,-46.16838735921605,1.160526546343034,-33.048852185652194,107.65517521274334,1.6073849753690284,10.789124216177338,0.4264537435627041,367
0.0001,1e-08,0.005,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,946.2205312270089,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.87749050482427,-47.21013424673531,-7.721171213401627,-109.81772291653313,252.3667231665876,1.047340593493379e-06,111.73435802898649,0.4429877015370268,495
0.0001,3e-08,0.02,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,946.2428278760053,200.0,0.0,-200.0,200.0,0.0,-200.0,-349.29100035649464,-315.2612488396063,-9.142064945425933,-349.2934086796099,875.737062047098,3.045808091274005,193.02761774092727,0.4352180188412562,621
3e-05,1e-08,0.5,20000,0.0001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,946.2436864360061,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.04599080580111,-13.59317364953187,-2.889728191419716,-36.979081566907794,116.15755955652267,2.97391332083219e-05,38.981024443448405,0.446388127615735,77
0.0003,1e-06,0.1,20000,0.001,10,1e-12,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,946.2505733969738,200.0,0.0,-200.0,200.0,0.0,-200.0,-4.657302960721424,1166.5084891049637,-117.92691280125175,-5.692510564233771,379.0907190395104,0.23142018240526716,246.67296524061717,0.06741449713842704,1409
0.0001,1e-07,0.5,20000,0.0003,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,946.2553858329775,200.0,0.0,-200.0,200.0,0.0,-200.0,-103.66674407515937,-86.59294620557664,-1.5143105497543072,-103.69434582453869,379.88430188703836,0.019340095616178832,30.365343682765378,0.437892441150817,755
0.0003,1e-06,0.005,20000,0.0003,10,1e-11,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,946.2671073279926,200.0,0.0,-200.0,200.0,0.0,-200.0,38.157999054659555,-508.411364337266,58.010474017671804,35.41864283742251,128.4621568883788,9.932932866857846e-15,61.50372965523216,0.7355999990046079,1354
3e-05,1e-07,0.1,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,946.2857073780033,200.0,0.0,-200.0,200.0,0.0,-200.0,-95.22066787654111,-162.57664404384764,6.935708634258192,-95.28932198238635,303.38948285162144,3.3045061532437483,163.4362726675007,0.3848116813807505,253
3e-05,1e-07,0.5,20000,0.0003,10,1e-12,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,946.2921683960012,200.0,0.0,-200.0,200.0,0.0,-200.0,-104.83476576376295,-92.44598991964618,-2.6802410115490485,-104.83159003523618,379.3331067778875,0.64101877930047,46.989926088437954,0.42324345005891306,272
3e-05,3e-07,0.005,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,946.2927929970319,200.0,0.0,-200.0,200.0,0.0,-200.0,-342.68072297356383,-331.9704036549276,-2.526098366518727,-342.6785277947971,977.3739218483074,0.1393197926324148,27.70867931239438,0.4162955018050536,309
3e-05,1e-08,0.1,20000,0.0001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,946.3027274410124,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.04647363278429,-13.591535411110945,-2.890211018228596,-36.97955907212815,116.17216255049702,2.973665880733244e-05,38.98471234363228,0.44639389514917893,53
3e-05,3e-07,0.1,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,946.3086198039819,200.0,0.0,-200.0,200.0,0.0,-200.0,-105.80915441068521,-102.92112627938177,-3.6583409279589136,-105.81564417470149,328.31836307917325,2.4622623335281895,85.42295640894109,0.42709525489642103,351
0.0001,1e-08,0.5,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,946.3446970200166,200.0,0.0,-200.0,200.0,0.0,-200.0,-354.8033233286436,-258.6501070031476,-14.648210293045565,-354.77975183411763,846.9899801835885,4.941973351506201,381.68730134788575,1.0989575619573562,573
3e-05,1e-08,0.02,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,946.3561096880003,200.0,0.0,-200.0,200.0,0.0,-200.0,-355.7775579929424,-252.84527342239642,-15.622408808067233,-355.7499701477173,855.9225357723553,11.953223890054561,696.8084131967329,0.4313022938045066,45
3e-05,3e-07,0.5,20000,0.0001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,946.3661600659834,200.0,0.0,-200.0,200.0,0.0,-200.0,-34.45824728907475,-29.76593736885768,-0.3083230390321625,-34.52221474432208,114.59341084019727,0.05393521982204706,11.817881873595262,0.41601734037313115,369
0.0003,3e-07,0.005,20000,0.001,10,1e-12,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,946.382468390977,200.0,0.0,-200.0,200.0,0.0,-200.0,138.0260874951557,-1944.83278097926,214.13709509602617,135.2930717090601,315.6562718123068,2.9207560999119273e-15,227.33221615094308,0.7329132050602867,1264
0.0003,1e-07,0.02,20000,0.0001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,946.3847243520431,200.0,0.0,-200.0,200.0,0.0,-200.0,-30.97204291928973,-33.5777409887675,3.1842123625695913,-30.982618978987524,181.2615077287819,0.00043928893973053734,146.5164355142823,0.5243943973719458,1180
3e-05,3e-07,0.02,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,946.3915452780202,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.001253141541625,-45.83852947221357,1.1046549803670591,-33.11711049644451,109.2434390210623,1.4220441558477686,10.274815638854117,0.44270634602509396,319
0.0003,3e-07,0.5,20000,0.0001,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,946.3957263519987,200.0,0.0,-200.0,200.0,0.0,-200.0,-27.516100786828957,-90.85838314111817,6.64015959425676,-27.701007958976867,138.8672228675249,3.794907606574654e-15,63.2016281311212,0.334387247453594,1323
0.0001,1e-08,0.005,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,946.4140038319747,200.0,0.0,-200.0,200.0,0.0,-200.0,-109.87812130712041,-47.20019860857413,-7.721802992518427,-109.81834289086281,257.9073596726888,7.717699417094029e-07,111.64630806451328,0.44321318842154644,494
3e-05,3e-07,0.005,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,946.4172424629796,200.0,0.0,-200.0,200.0,0.0,-200.0,-25.444276058071466,-778.8656591491917,76.7121215270303,-26.18570071522015,358.2005470791988,6.073218687304442,208.63179077359888,0.12093642711081586,302
0.0003,1e-07,0.02,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,946.4343419569777,200.0,0.0,-200.0,200.0,0.0,-200.0,-277.4932705493612,-379.6569953602833,4.9322426595329425,-277.6527260794393,722.5030258199075,3.524809875933641,71.49818721890867,9.80661976940254,1196
0.0001,1e-08,0.02,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,946.4637621919974,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.04772940002654,-13.584681863436007,-2.89147047623755,-36.980792496590624,90.88712147559811,3.282423656825873e-07,38.9833942533794,0.4463268255535321,511
0.0001,3e-08,0.005,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,946.4774791919626,200.0,0.0,-200.0,200.0,0.0,-200.0,-347.72576364182777,-304.7216949668208,-7.5719794670158915,-347.7255100708477,881.9028901926199,0.9343021783837585,133.5210277376197,0.44399838657025126,598
0.0003,3e-07,0.1,20000,0.0001,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,946.5004942369997,200.0,0.0,-200.0,200.0,0.0,-200.0,-27.47857778545245,-91.17930752842247,6.677682628830951,-27.664531327878258,138.88966649774292,1.4229914872204286e-14,63.33957808373053,0.333946926668851,1299
3e-05,1e-07,0.1,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,946.5007507550181,200.0,0.0,-200.0,200.0,0.0,-200.0,-102.22344799735113,-153.1373216487288,-0.06766225481581596,-102.30924967241293,289.07798739548804,33.09196229300091,164.85141767229732,1.994941172677572,255
3e-05,1e-07,0.5,20000,0.0001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,946.534538642969,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.51254780169815,-27.34692009161536,0.6437147020315692,-33.49710119167363,85.44532551112384,0.6858296370465804,137.43163759940816,0.4426685938742633,273
3e-05,1e-06,0.02,20000,0.0001,10,1e-11,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:1,ok,,946.5407221280038,200.0,0.0,-200.0,200.0,0.0,-200.0,-0.49553125299168954,-323.03345566953766,33.66072809955915,-1.4370757488372305,113.15079923015779,7.87354793931791e-12,75.71021303744197,0.01734737624620234,410
0.0003,1e-07,0.005,20000,0.001,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,946.5564904090133,200.0,0.0,-200.0,200.0,0.0,-200.0,-51.51101974830425,-2881.06274868997,288.6440447859361,-52.34261698927867,831.5969033107386,2.361597180138376e-13,715.052962236775,0.06344572827000854,1171
0.0003,1e-07,0.1,20000,0.001,10,1e-12,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,946.5592834210256,200.0,0.0,-200.0,200.0,0.0,-200.0,-52.3943613600793,-2873.291332704476,287.7607010895412,-53.2234149973815,888.1730196332509,1.8025802851082645e-13,714.5105524754156,0.06451344789746355,1217
0.0001,3e-08,0.02,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,946.5634272620082,200.0,0.0,-200.0,200.0,0.0,-200.0,-100.56447770393811,-75.25629338591582,1.5918419778779902,-100.5430009459231,260.53027965209014,0.2633606160844179,717.2594423696153,0.43293546227893936,614
3e-05,3e-07,0.005,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,946.5819685420138,200.0,0.0,-200.0,200.0,0.0,-200.0,-342.4308288875699,-336.70063655246116,-2.2751291065301924,-342.4284288136232,931.1894289289868,0.8264116581376775,53.753418217884736,0.428336701948988,310
3e-05,1e-07,0.02,20000,0.0001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,946.5879713000031,200.0,0.0,-200.0,200.0,0.0,-200.0,-30.347092211921513,-31.723358920080443,3.809171920655011,-30.354647082422332,140.59720479459236,0.35082878675874707,181.1520720937137,0.45088521338327875,221
0.0003,3e-08,0.1,20000,0.0003,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,946.6102041919949,200.0,0.0,-200.0,200.0,0.0,-200.0,-107.44108669728762,-67.67350094281099,-5.284825008188488,-107.40361422937373,323.89298873582584,2.3261327817972734e-06,114.1132582515944,0.4334918486529799,1115
3e-05,3e-08,0.02,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,946.6360887280316,200.0,0.0,-200.0,200.0,0.0,-200.0,-349.40376727565524,-336.7754093631165,-9.260839430720528,-349.4122977543955,934.2018889478245,2.4042020921059577,193.41386604640263,0.5916463384259866,141
3e-05,1e-07,0.005,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,946.6594844950014,200.0,0.0,-200.0,200.0,0.0,-200.0,-100.65762158957749,-121.79006180594948,1.4658669162223974,-100.69931330398742,311.9346240585902,1.599461342036689,22.542241114874233,0.40931636749701017,205
0.0001,1e-08,0.5,20000,0.0001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,946.6761844470166,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.045728120629605,-13.594608431553612,-2.889469280687206,-36.978823547680726,86.24671140732467,3.2603052258306556e-07,38.9971156199342,0.44555748475248397,559
3e-05,1e-06,0.005,20000,0.0003,10,1e-12,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,946.6840373789892,200.0,0.0,-200.0,200.0,0.0,-200.0,-102.77146885591849,-99.78022993300755,-0.6199663528166243,-102.7766830484148,378.6883785121328,0.4867313998063661,10.200846016016547,0.4158147391623785,393
0.0003,3e-08,0.02,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,946.711326855002,200.0,0.0,-200.0,200.0,0.0,-200.0,249.29095092755915,470.3471626720916,-24.896935940898388,249.21106258051327,775.5461449700987,2.410868973371208,336.5887871109989,0.3752662290764044,1100
3e-05,3e-08,0.1,20000,0.0001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,946.7541953409673,200.0,0.0,-200.0,200.0,0.0,-200.0,-36.75783973994638,-16.029617555403757,-2.601577148254369,-36.698869879555986,121.5681731044941,2.6247497567383743e-05,37.10556076737157,0.4430055734291084,149
3e-05,3e-07,0.02,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,946.759974542947,200.0,0.0,-200.0,200.0,0.0,-200.0,-320.33738049122707,-315.3089267457366,-3.6269821822990127,-320.3341573306808,873.4159152859982,7.783832177931095,56.76318194228163,0.43557844788753275,334
0.0001,1e-08,0.02,20000,0.0001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,946.8012994229794,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.0480245218524,-13.582714230943047,-2.8917655301670995,-36.98108120569432,99.7083707825536,3.317037454559513e-07,38.98252036127591,0.44640486694307857,510
0.0003,1e-07,0.005,20000,0.0001,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,946.8118822510005,200.0,0.0,-200.0,200.0,0.0,-200.0,-31.196244862843532,-32.29119390937462,2.9600099241242184,-31.204309267158965,204.74886723022976,0.0004946582349761573,151.31112071746188,0.5120323653089051,1155
3e-05,1e-06,0.5,20000,0.0001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,946.8503505690023,200.0,0.0,-200.0,200.0,0.0,-200.0,-34.4998996522199,-34.13008608770724,-0.346400887891887,-34.50175160637966,167.71359298808036,0.047942476561934344,4.60441003465713,0.4168466374131059,462
0.0001,3e-08,0.005,20000,0.0001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,946.8619137809728,200.0,0.0,-200.0,200.0,0.0,-200.0,-36.76219082692206,-16.003654142341684,-2.605931853471874,-36.70313629647053,102.05870516003583,4.4449495159204495e-07,37.215528171400535,0.4430496808117257,582
3e-05,3e-07,0.005,20000,0.0001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,946.8773026210256,200.0,0.0,-200.0,200.0,0.0,-200.0,-35.096409821344565,-30.893382674737893,-1.1612450047372067,-35.19093628906397,100.8236766212131,2.113893255093741,18.10176598147662,0.6762061124754819,293
0.0003,1e-07,0.5,20000,0.0003,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,946.9005922679789,200.0,0.0,-200.0,200.0,0.0,-200.0,-85.01900072708041,-251.16731488602653,17.137277560429325,-85.18148298923765,249.48314069356735,4.829205518712076e-12,185.08848039178994,0.3437987409985944,1236
3e-05,1e-06,0.5,20000,0.0001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,946.9008306640317,200.0,0.0,-200.0,200.0,0.0,-200.0,-34.15831501386864,-36.43134008466062,-0.01327109679223422,-34.18108529877032,145.66943112061583,0.6716506832257048,20.67143588705522,0.41853854484522474,463
0.0003,1e-08,0.5,20000,0.0001,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,946.9328171979869,200.0,0.0,-200.0,200.0,0.0,-200.0,-37.04768864293129,-13.582668396870712,-2.891435453632406,-36.98074516027491,168.2636196254771,2.0662180325070835e-08,38.976779570999746,0.44640915813950544,1035
3e-05,3e-07,0.1,20000,0.0001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,946.9440750280046,200.0,0.0,-200.0,200.0,0.0,-200.0,-35.17181352397328,-29.601415009181633,-1.039043469215842,-35.211764585641845,119.67448726835805,1.3158283725883253,28.263469557222816,0.429410891004817,342
0.0003,3e-08,0.1,20000,0.0001,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,946.9744417850161,200.0,0.0,-200.0,200.0,0.0,-200.0,-36.76241510167252,-15.998264791437327,-2.6061619248777173,-36.70334299358525,175.84645811606507,2.360956907620203e-08,37.25522026293635,0.44306052222654047,1107
0.0003,1e-07,0.1,20000,0.001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,946.9857435370213,200.0,0.0,-200.0,200.0,0.0,-200.0,-258.6230573372099,-251.25028392181596,1.1082832621130396,-258.75958157911197,706.2456840744035,1.3766025988873463,85.73502545340322,3.97484659950431,1220
3e-05,3e-07,0.5,20000,0.0003,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,947.0142214599764,200.0,0.0,-200.0,200.0,0.0,-200.0,-24.63934673816648,-773.5021033915814,77.51702873341803,-25.376145490309227,362.8041676549554,4.075663845386261,211.30560191909817,0.16994972534986805,374
0.0003,3e-07,0.02,20000,0.001,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,947.0346799119725,200.0,0.0,-200.0,200.0,0.0,-200.0,137.9169205757117,-1943.5393876786034,213.99404257743575,135.18453025489202,193.78844504457132,6.377989148610314e-13,227.21296145347534,0.7326514155137169,1291
0.0001,3e-08,0.1,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,947.0433856649906,200.0,0.0,-200.0,200.0,0.0,-200.0,-101.44247565280594,-74.98193911030761,0.713844860766467,-101.42047443750435,287.9720422615822,0.3000316295118995,636.4769811961297,0.8653256498364319,637
3e-05,1e-07,0.5,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,947.0474426840083,200.0,0.0,-200.0,200.0,0.0,-200.0,-344.2817195779749,-335.27579396187633,-4.130792162540934,-344.28146402137395,915.7325449346208,0.25458585842196596,40.557322132436695,0.421933244867713,287
0.0003,1e-06,0.5,20000,0.0001,10,1e-12,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:0,ok,,947.0585802759742,200.0,0.0,-200.0,200.0,0.0,-200.0,-0.997126294208833,-318.7200779127507,33.15913078600719,-1.924615105594512,116.68057331755455,9.050191791165195e-15,75.13096735320738,0.02323261393101172,1417
0.0003,3e-08,0.02,20000,0.001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,947.0664739609929,200.0,0.0,-200.0,200.0,0.0,-200.0,-346.4593323540711,-296.27497960657416,-6.311498187273316,-346.46796267675165,834.2187102438038,0.10124292490108616,110.45410697540476,0.42451556429828874,1103
3e-05,1e-06,0.5,20000,0.0001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,947.0854828210431,200.0,0.0,-200.0,200.0,0.0,-200.0,-33.77213536062665,-33.38475724824395,0.37389231420941965,-33.8664008869677,142.38331706680526,0.14247252072333186,10.2159620060577,0.40817821033428875,464
3e-05,3e-07,0.02,20000,0.0001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,947.102732660016,200.0,0.0,-200.0,200.0,0.0,-200.0,-35.09772879455481,-30.895602889141053,-1.164703451890016,-35.19224297535059,100.77885407693756,2.1235292459767416,18.13411224621111,0.6908063471590955,317
0.0003,3e-08,0.02,20000,0.0001,10,1e-05,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:7,ok,,947.1037990769837,200.0,0.0,-200.0,200.0,0.0,-200.0,-36.76072947560796,-16.023838255431272,-2.6044762484490867,-36.70174072823093,86.47810801796136,3.9490484164595926e-08,37.10544578233845,0.44221279897717675,1088
0.0003,3e-07,0.005,20000,0.0001,10,1e-09,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:3,ok,,947.1130852810456,200.0,0.0,-200.0,200.0,0.0,-200.0,-27.47537809409078,-91.20659552779053,6.680882304653872,-27.66142063548871,107.50713374770518,6.591182846215457e-14,63.370525428210854,0.33390930215396863,1251
3e-05,1e-07,0.5,20000,0.0003,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,947.1555681329919,200.0,0.0,-200.0,200.0,0.0,-200.0,-100.56085437258275,-144.02195406882177,1.5955186367541654,-100.61546266226613,318.87948060641844,7.82186940500606,100.89292535635214,0.4100813270272708,277
3e-05,1e-07,0.1,20000,0.001,10,1e-07,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:5,ok,,947.1793972320156,200.0,0.0,-200.0,200.0,0.0,-200.0,-344.79929816884555,-337.480406900264,-4.645132461531395,-344.7992596544902,957.4529843922924,0.163378854466744,40.79223027943031,0.44323644798221135,262
3e-05,3e-07,0.02,20000,0.001,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,947.1845371110248,200.0,0.0,-200.0,200.0,0.0,-200.0,-342.22938539391015,-334.47998248954997,-2.0745145090679924,-342.2289174775294,885.0609627597951,0.14365088025315623,27.4900715275328,0.41755169716581186,335
3e-05,1e-08,0.005,20000,0.001,10,1e-08,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:4,ok,,947.1931307679915,200.0,0.0,-200.0,200.0,0.0,-200.0,-354.17967028213593,-309.2138666927926,-14.03039551124124,-354.17679162658214,922.1620565081957,8.859608099141507,186.98591971006476,0.4745242872174108,21
3e-05,3e-07,0.02,20000,0.0003,10,1e-06,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:6,ok,,947.2002964830026,200.0,0.0,-200.0,200.0,0.0,-200.0,-104.11630893285779,-101.44874212444033,-1.9893945499496626,-104.12771261197358,321.7327999384314,1.2378744543874434,116.14230703335112,0.49998771274668413,327
0.0003,3e-07,0.005,20000,0.0003,10,1e-10,,16x16,,reg_fixed,adam,warm,fogas_diag,adam,exact,44,44,cuda:2,ok,,947.2165378219797,200.0,0.0,-200.0,200.0,0.0,-200.0,-24.308318957388465,-782.71744337479,77.84795137850152,-25.0499938903057,279.56401753948774,4.0760678797949194e-14,211.40248032761784,0.10110367682808662,1259
