run_idx,algorithm,dataset_size,epsilon,proportions,proportion_key,reset_mode,extra_terminal_steps,seed,status,error,feature_coverage,greedy_on_data_quality,greedy_optimal_states_quality,greedy_avg_reward,greedy_success_rate,greedy_v_x0,greedy_v_gap,solver_on_data_quality,solver_optimal_states_quality,solver_avg_reward,solver_success_rate,solver_v_x0,solver_v_gap,elapsed_seconds
312,FOGAS,8000,0.3,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,ok,,1.9393937372216594,0.01813078944809346,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.017563138864403773,0.0050238442394716,-0.8449676888662484,0.93,-0.844207798089378,0.007555583042565957,20.93339361716062
313,FOGAS,12000,0.3,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,ok,,1.9434958876508872,0.01872210203195204,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.01768776454225933,0.004900441745359874,-0.8433902185919294,0.94,-0.8441426498893044,0.007353343027459299,22.550413995049894
314,FOGAS,16000,0.3,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,ok,,1.957550510853469,0.4405623354795402,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.44052689849502896,0.0047248279333926575,-0.8415697265543696,0.95,-0.8427340592056429,0.007106184280617321,25.990417995955795
315,FOGAS,20000,0.3,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,ok,,1.9582796313679856,0.3941237654059307,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.3940868839723017,0.0046797753862468944,-0.8407525636597376,0.95,-0.8430906994541699,0.0070187367481999285,29.645686459960416
316,FOGAS,4000,0.5,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,ok,,2.40398028411002,0.023724140493208628,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.026328940609813053,0.009137756468439232,-0.8540724445596461,0.92,-0.8560351798868591,0.013969494642443186,20.652891722042114
317,FOGAS,8000,0.5,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,ok,,2.3836411355310565,0.19183623572371036,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.1992100287156492,0.009403603589314998,-0.8489781947660023,0.96,-0.8660156843209892,0.014015067349821192,20.896003162954003
318,FOGAS,12000,0.5,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,ok,,2.38105845155746,0.027633477462326212,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.03196041566508284,0.00887854891357901,-0.8568299944724649,0.89,-0.8567528754078374,0.013549319644769575,22.619345415150747
319,FOGAS,16000,0.5,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,ok,,2.4041032681353163,0.026278316037783384,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.06193621066720487,0.010082378998164034,-0.8750869961302681,0.87,-0.871856900695661,0.014851627048319015,26.204380923183635
320,FOGAS,20000,0.5,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,ok,,2.4123280318108558,0.028597331021385296,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.07112796108256488,0.010208194444010655,-0.8727291937311334,0.89,-0.8717004749404523,0.015097419805276357,29.46589314797893
321,FOGAS,4000,0.7,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,ok,,791.9485751651363,0.1031971577127621,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.12374589209631219,0.049381146291716665,-0.8929866841602437,0.86,-0.899222409509545,0.06897183316551432,20.979410278145224
322,FOGAS,8000,0.7,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,ok,,6.439371458618698,0.07853196074592335,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.09972423070784905,0.0480824178262539,-0.8915497281205751,0.79,-0.8999794930544825,0.06540385646511479,21.247537937015295
323,FOGAS,12000,0.7,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,ok,,6.647673005145556,0.06224971311518159,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.06769514682734908,0.030866465641830525,-0.8943385442001008,0.79,-0.8945755801882782,0.04705892898322959,22.952972524100915
324,FOGAS,16000,0.7,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,ok,,6.704651536301977,0.06908203908097002,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.0943511084633733,0.04395854092338935,-0.8940038425467036,0.81,-0.8969928597356437,0.06185048158741936,26.434388286201283
325,FOGAS,20000,0.7,100% optimal-eps / 0% random,100_0,x0_80_random_20,3,42,ok,,6.088214410748773,0.07029841038745757,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.09487955121703714,0.04327488304506149,-0.897962870093945,0.8,-0.898458386573347,0.061746356775721156,29.79345880704932
326,FOGAS,4000,0.0,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,1.9000533819123753,0.05183036455083171,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.0556794297661847,0.011707291265643321,-0.8727539249457945,0.75,-0.8791457821376976,0.017217723427789277,20.896381680155173
327,FOGAS,8000,0.0,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,1.9160265592365586,0.046242356745795604,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.04843234333753428,0.0075191334511685234,-0.8616908855211265,0.83,-0.863039399414407,0.010938317893880757,21.128789358073846
328,FOGAS,12000,0.0,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,1.876555904039241,0.04519988558761036,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.04648834596654006,0.0077711134163648285,-0.8638144900423785,0.82,-0.864885529501138,0.011246501733317746,22.701878044055775
329,FOGAS,16000,0.0,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,1.892840438428395,0.043805948253267064,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.04619677447163671,0.008036705312189724,-0.8660937277570117,0.81,-0.8659723043742298,0.011683252160166793,26.38469009194523
330,FOGAS,20000,0.0,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,1.9256009594450652,0.04607135047632634,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.0490785723893512,0.009680255752942558,-0.8813385595116249,0.72,-0.8788762550922659,0.013430662222040882,29.845458660973236
331,FOGAS,4000,0.1,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,1.7797507119065925,0.035524193038114375,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.09973761896516779,0.008672889695430001,-0.8739402175750324,0.85,-0.8779326227302665,0.010732148586658817,20.656759147066623
332,FOGAS,8000,0.1,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,1.8701121751413412,0.03360974541791672,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.03586548963416193,0.007418333277533216,-0.8686424842850393,0.79,-0.8665843967908815,0.009962248647474867,21.13589793210849
333,FOGAS,12000,0.1,80% optimal-eps / 20% random,80_20,x0_80_random_20,3,42,ok,,1.859467732538452,0.05128249754483702,1.442222014787673e-17,-0.82274123760695,1.0,-0.8227412376069501,-7.548460706246637e-19,0.03879807806229246,0.007576145532602669,-0.8683583598158084,0.78,-0.868841271651011,0.009901971631518576,22.893519593868405
