run_idx,algorithm,dataset_size,epsilon,proportions,proportion_key,reset_mode,extra_terminal_steps,seed,status,error,feature_coverage,greedy_on_data_quality,greedy_optimal_states_quality,greedy_avg_reward,greedy_success_rate,greedy_v_x0,greedy_v_gap,solver_on_data_quality,solver_optimal_states_quality,solver_avg_reward,solver_success_rate,solver_v_x0,solver_v_gap,elapsed_seconds
42,FQI,8000,0.5,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,2.914081008803188,0.23974664674983998,0.08250222096864587,-0.9948462247926807,0.0,-1.0000000000000002,0.1063552574358301,0.23974664674983998,0.08250222096864587,-0.9948462247926807,0.0,-1.0000000000000002,0.1063552574358301,13.98997212992981
43,FQI,12000,0.5,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,2.9510807590756762,0.133878637721627,0.0707413917106819,-0.9948462247926807,0.0,-1.0000000000000002,0.08862938119652508,0.133878637721627,0.0707413917106819,-0.9948462247926807,0.0,-1.0000000000000002,0.08862938119652508,15.266670937882736
44,FQI,16000,0.5,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,2.8757162546493817,0.133621578840613,0.0707413917106819,-0.9948462247926807,0.0,-1.0000000000000002,0.08862938119652508,0.133621578840613,0.0707413917106819,-0.9948462247926807,0.0,-1.0000000000000002,0.08862938119652508,16.613181728171185
45,FQI,20000,0.5,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,2.805746954350803,0.13386403895242185,0.0707413917106819,-0.9948462247926807,0.0,-1.0000000000000002,0.08862938119652508,0.13386403895242185,0.0707413917106819,-0.9948462247926807,0.0,-1.0000000000000002,0.08862938119652508,18.127194653032348
46,FQI,4000,0.7,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,16.134647473767334,1.6108503287092248,1.3589946408911424,-0.9948462247926807,0.0,-1.0000000000000002,1.024822095369617,1.6108503287092248,1.3589946408911424,-0.9948462247926807,0.0,-1.0000000000000002,1.024822095369617,12.857436888152733
47,FQI,8000,0.7,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,14.020335086879157,1.592966794102865,1.3589946408911424,-0.9948462247926807,0.0,-1.0000000000000002,1.024822095369617,1.592966794102865,1.3589946408911424,-0.9948462247926807,0.0,-1.0000000000000002,1.024822095369617,14.172475795028731
48,FQI,12000,0.7,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,10.348055992023385,0.16790716452646912,0.08250222096864587,-0.9948462247926807,0.0,-1.0000000000000002,0.10635525743583012,0.16790716452646912,0.08250222096864587,-0.9948462247926807,0.0,-1.0000000000000002,0.10635525743583012,15.389735182980075
49,FQI,16000,0.7,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,12.758228704708774,0.1693815044339206,0.08250222096864587,-0.9948462247926807,0.0,-1.0000000000000002,0.10635525743583012,0.1693815044339206,0.08250222096864587,-0.9948462247926807,0.0,-1.0000000000000002,0.10635525743583012,16.818171508144587
50,FQI,20000,0.7,80% optimal-eps / 20% random,80_20,custom_x0,3,42,ok,,11.996827610661587,0.14736361440973908,0.0707413917106819,-0.9948462247926807,0.0,-1.0000000000000002,0.0886293811965251,0.14736361440973908,0.0707413917106819,-0.9948462247926807,0.0,-1.0000000000000002,0.0886293811965251,18.230847785947844
51,FQI,4000,0.0,60% optimal-eps / 40% random,60_40,custom_x0,3,42,ok,,2.0042767669697232,1.5938513382445265,0.9798230819714365,-3.125764,0.0,-3.1257640000000007,0.7398599252529854,1.5938513382445265,0.9798230819714365,-3.125764,0.0,-3.1257640000000007,0.7398599252529854,6.935402928851545
