problem,ablation,policy_optimizer,policy_gradient,alpha,eta,rho,T,theta_lambda,theta_lr,theta_inner_steps,reinforce_samples,fisher_damping,cg_iters,cg_tol,count,ok_count,failed_count,elapsed_seconds_mean,solver_success_rate_best,solver_success_rate_mean,solver_success_rate_std,solver_success_rate_sem,solver_success_rate_ci95,greedy_success_rate_best,greedy_success_rate_mean,greedy_success_rate_std,greedy_success_rate_sem,greedy_success_rate_ci95,solver_avg_reward_best,solver_avg_reward_mean,solver_avg_reward_std,solver_avg_reward_sem,solver_avg_reward_ci95,greedy_avg_reward_best,greedy_avg_reward_mean,greedy_avg_reward_std,greedy_avg_reward_sem,greedy_avg_reward_ci95
deterministic,npg_exact_alpha_fisher,npg,exact,0.1,0.0001,0.03,3000,1e-07,0.001,10,4,0.0001,50,1e-10,5,5,0,447.19565215440235,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9239000000000002,0.9239,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16,0.9300000000000002,0.93,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
deterministic,npg_exact_alpha_fisher,npg,exact,0.1,0.0001,0.03,3000,1e-07,0.001,10,4,0.0003,50,1e-10,5,5,0,435.621733006055,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9230000000000002,0.9230000000000003,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16,0.9300000000000002,0.93,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
deterministic,npg_exact_alpha_fisher,npg,exact,0.1,0.0001,0.03,3000,1e-07,0.001,10,4,0.001,50,1e-10,5,5,0,359.210647305008,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9239000000000002,0.9239,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16,0.9300000000000002,0.93,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
deterministic,npg_exact_alpha_fisher,npg,exact,0.1,0.0001,0.03,3000,1e-07,0.001,10,4,0.003,50,1e-10,5,5,0,291.2379690238158,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9230000000000002,0.9230000000000003,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16,0.9300000000000002,0.93,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
deterministic,npg_exact_alpha_fisher,npg,exact,0.1,0.0001,0.03,3000,1e-07,0.001,10,4,0.01,50,1e-10,5,5,0,241.41873569841263,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9235000000000002,0.9235000000000003,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16,0.9300000000000002,0.93,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
deterministic,npg_exact_alpha_fisher,npg,exact,0.01,0.0001,0.03,3000,1e-07,0.001,10,4,1e-06,50,1e-10,5,5,0,437.3957467545988,0.99,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8856999999999999,0.8856999999999999,0.0,0.0,0.0,0.9300000000000002,0.93,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
deterministic,npg_exact_alpha_fisher,npg,exact,0.01,0.0001,0.03,3000,1e-07,0.001,10,4,3e-06,50,1e-10,5,5,0,431.5758842356154,0.99,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.885,0.885,0.0,0.0,0.0,0.9300000000000002,0.93,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
deterministic,npg_exact_alpha_fisher,npg,exact,0.01,0.0001,0.03,3000,1e-07,0.001,10,4,1e-05,50,1e-10,5,5,0,430.7975777265965,0.99,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8857,0.8857000000000002,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16,0.9300000000000002,0.93,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
deterministic,npg_exact_alpha_fisher,npg,exact,0.01,0.0001,0.03,3000,1e-07,0.001,10,4,3e-05,50,1e-10,5,5,0,434.70187134960435,0.99,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8855000000000001,0.8855000000000001,0.0,0.0,0.0,0.9300000000000002,0.93,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
deterministic,npg_exact_alpha_fisher,npg,exact,0.01,0.0001,0.03,3000,1e-07,0.001,10,4,0.0001,50,1e-10,5,5,0,431.1195014069905,0.99,0.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8854000000000001,0.8854000000000001,0.0,0.0,0.0,0.9300000000000002,0.93,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16
