problem,ablation,theta_mode,theta_start_mode,theta_lambda,D_theta,theta_lr,theta_inner_steps,rho,T,count,seed_count,ok_count,failed_count,elapsed_seconds_mean,solver_success_rate_best,solver_success_rate_mean,solver_success_rate_std,solver_success_rate_sem,solver_success_rate_ci95,greedy_success_rate_best,greedy_success_rate_mean,greedy_success_rate_std,greedy_success_rate_sem,greedy_success_rate_ci95,solver_avg_reward_best,solver_avg_reward_mean,solver_avg_reward_std,solver_avg_reward_sem,solver_avg_reward_ci95,greedy_avg_reward_best,greedy_avg_reward_mean,greedy_avg_reward_std,greedy_avg_reward_sem,greedy_avg_reward_ci95
stochastic,reg_fixed_inner_steps,reg_fixed,warm,3e-07,,0.001,5,1.0,3000,5,5,5,0,143.65111951419385,0.86,0.86,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.0,-0.2882000000000002,-0.2882000000000002,0.0,0.0,0.0,0.018750000000000062,0.018750000000000048,2.797157557069881e-17,1.2509268882771001e-17,2.451816701023116e-17
stochastic,reg_fixed_inner_steps,reg_fixed,warm,3e-07,,0.001,40,1.0,3000,5,5,5,0,160.953414073796,0.74,0.74,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.0,-0.6008500000000003,-0.6008500000000003,0.0,0.0,0.0,0.018750000000000062,0.018750000000000048,2.797157557069881e-17,1.2509268882771001e-17,2.451816701023116e-17
stochastic,reg_fixed_inner_steps,reg_fixed,warm,3e-07,,0.001,80,1.0,3000,5,5,5,0,181.25349609882105,0.66,0.66,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.0,-0.6910000000000003,-0.6910000000000003,0.0,0.0,0.0,0.018750000000000062,0.018750000000000048,2.797157557069881e-17,1.2509268882771001e-17,2.451816701023116e-17
stochastic,reg_fixed_inner_steps,reg_fixed,zero,3e-07,,0.001,1,1.0,3000,5,5,5,0,141.9702193370089,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0830000000000006,-2.0830000000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_inner_steps,reg_fixed,zero,3e-07,,0.001,2,1.0,3000,5,5,5,0,133.3962487154291,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0877500000000007,-2.0877500000000007,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_inner_steps,reg_fixed,zero,3e-07,,0.001,5,1.0,3000,5,5,5,0,130.36457972619684,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.0964000000000005,-2.0964000000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_inner_steps,reg_fixed,zero,3e-07,,0.001,20,1.0,3000,5,5,5,0,141.5975756307831,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1438000000000006,-2.1438000000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_inner_steps,reg_fixed,zero,3e-07,,0.001,40,1.0,3000,5,5,5,0,145.9105816819938,0.03,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1736500000000007,-2.1736500000000007,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_inner_steps,reg_fixed,zero,3e-07,,0.001,10,1.0,3000,5,5,5,0,131.66681050921324,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_inner_steps,reg_fixed,zero,3e-07,,0.001,80,1.0,3000,5,5,5,0,161.7940037963912,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1840500000000005,-2.1840500000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_inner_steps,reg_fixed,warm,3e-07,,0.001,1,1.0,3000,5,5,5,0,158.77341464181663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0000000000000004,-2.0000000000000004,0.0,0.0,0.0,-2.0000000000000004,-2.0000000000000004,0.0,0.0,0.0
stochastic,reg_fixed_inner_steps,reg_fixed,warm,3e-07,,0.001,2,1.0,3000,5,5,5,0,156.97716093056368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0049500000000005,-2.0049500000000005,0.0,0.0,0.0,-2.00225,-2.00225,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,warm,3e-07,,0.001,10,1.0,3000,5,5,5,0,152.79772875576745,0.91,0.9099999999999999,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16,0.93,0.93,0.0,0.0,0.0,-0.1663000000000001,-0.1663000000000001,0.0,0.0,0.0,0.018750000000000062,0.018750000000000048,2.797157557069881e-17,1.2509268882771001e-17,2.451816701023116e-17
stochastic,reg_fixed_lambda,reg_fixed,warm,1e-09,,0.001,10,1.0,3000,5,5,5,0,143.53417561058887,0.9,0.9,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.0,-0.1933000000000001,-0.19330000000000014,1.3877787807814457e-17,6.206335383118182e-18,1.2164417350911636e-17,0.018750000000000062,0.018750000000000048,2.797157557069881e-17,1.2509268882771001e-17,2.451816701023116e-17
stochastic,reg_fixed_lambda,reg_fixed,warm,3e-09,,0.001,10,1.0,3000,5,5,5,0,151.01703111759852,0.88,0.8800000000000001,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16,0.93,0.93,0.0,0.0,0.0,-0.2443000000000001,-0.24430000000000013,1.3877787807814457e-17,6.206335383118182e-18,1.2164417350911636e-17,0.018750000000000062,0.018750000000000048,2.797157557069881e-17,1.2509268882771001e-17,2.451816701023116e-17
stochastic,reg_fixed_lambda,reg_fixed,warm,1e-08,,0.001,10,1.0,3000,5,5,5,0,138.2377630754141,0.88,0.8800000000000001,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16,0.93,0.93,0.0,0.0,0.0,-0.1857000000000001,-0.1857000000000001,2.7755575615628914e-17,1.2412670766236365e-17,2.4328834701823273e-17,0.018750000000000062,0.018750000000000048,2.797157557069881e-17,1.2509268882771001e-17,2.451816701023116e-17
stochastic,reg_fixed_lambda,reg_fixed,warm,3e-08,,0.001,10,1.0,3000,5,5,5,0,150.30629887598334,0.87,0.8699999999999999,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16,0.93,0.93,0.0,0.0,0.0,-0.2010500000000001,-0.20105000000000012,1.3877787807814457e-17,6.206335383118182e-18,1.2164417350911636e-17,0.018750000000000062,0.018750000000000048,2.797157557069881e-17,1.2509268882771001e-17,2.451816701023116e-17
stochastic,reg_fixed_lambda,reg_fixed,warm,1e-07,,0.001,10,1.0,3000,5,5,5,0,119.10650782419835,0.84,0.8400000000000001,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16,0.93,0.93,0.0,0.0,0.0,-0.2463000000000001,-0.24630000000000013,1.3877787807814457e-17,6.206335383118182e-18,1.2164417350911636e-17,0.018750000000000062,0.018750000000000048,2.797157557069881e-17,1.2509268882771001e-17,2.451816701023116e-17
stochastic,reg_fixed_lambda,reg_fixed,warm,1e-06,,0.001,10,1.0,3000,5,5,5,0,153.5635105755995,0.65,0.65,0.0,0.0,0.0,0.93,0.93,0.0,0.0,0.0,-0.6928500000000001,-0.6928500000000001,0.0,0.0,0.0,0.018750000000000062,0.018750000000000048,2.797157557069881e-17,1.2509268882771001e-17,2.451816701023116e-17
stochastic,reg_fixed_lambda,reg_fixed,warm,3e-06,,0.001,10,1.0,3000,5,5,5,0,152.90900211537956,0.53,0.53,0.0,0.0,0.0,0.87,0.8699999999999999,1.2412670766236366e-16,5.551115123125783e-17,1.0880185641326534e-16,-1.0189500000000005,-1.0189500000000005,0.0,0.0,0.0,-0.103,-0.10300000000000001,6.938893903907228e-18,3.103167691559091e-18,6.082208675455818e-18
stochastic,reg_fixed_lambda,reg_fixed,zero,1e-09,,0.001,10,1.0,3000,5,5,5,0,145.78295137818205,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,3e-09,,0.001,10,1.0,3000,5,5,5,0,141.91386135242647,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,1e-08,,0.001,10,1.0,3000,5,5,5,0,141.12332056036684,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,3e-08,,0.001,10,1.0,3000,5,5,5,0,140.86312496459578,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,1e-07,,0.001,10,1.0,3000,5,5,5,0,145.958224273182,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,3e-07,,0.001,10,1.0,3000,5,5,5,0,142.02150800739182,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.12835,-2.12835,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,1e-06,,0.001,10,1.0,3000,5,5,5,0,141.89217231759102,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1289,-2.1289,4.440892098500626e-16,1.9860273225978183e-16,3.8926135522917237e-16,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,3e-06,,0.001,10,1.0,3000,5,5,5,0,141.30731211320963,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1365500000000006,-2.1365500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,1e-05,,0.001,10,1.0,3000,5,5,5,0,136.2683463685913,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1365500000000006,-2.1365500000000006,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,3e-05,,0.001,10,1.0,3000,5,5,5,0,119.9338176900288,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.1497500000000005,-2.1497500000000005,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,zero,0.0001,,0.001,10,1.0,3000,5,5,5,0,137.345489112637,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,-2.174000000000001,-2.174000000000001,0.0,0.0,0.0,-2.0697000000000005,-2.0697000000000005,0.0,0.0,0.0
stochastic,reg_fixed_lambda,reg_fixed,warm,1e-05,,0.001,10,1.0,3000,5,5,5,0,164.31861558959355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0087000000000006,-2.0087000000000006,0.0,0.0,0.0,-1.9907500000000005,-1.9907500000000007,2.482534153247273e-16,1.1102230246251565e-16,2.1760371282653068e-16
stochastic,reg_fixed_lambda,reg_fixed,warm,3e-05,,0.001,10,1.0,3000,5,5,5,0,158.0441507431795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0000000000000004,-2.0000000000000004,0.0,0.0,0.0,-2.0018,-2.0018000000000002,2.220446049250313e-16,9.930136612989092e-17,1.9463067761458618e-16
stochastic,reg_fixed_lambda,reg_fixed,warm,0.0001,,0.001,10,1.0,3000,5,5,5,0,152.7288071462186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9995500000000004,-1.9995500000000004,0.0,0.0,0.0,-2.000900000000001,-2.000900000000001,0.0,0.0,0.0
